Amplitude_Median,Amplitude_Median.1,Amplitude_Median.2,Amplitude_Median.3,Amplitude_Median.4,Amplitude_Median.5,Amplitude_Median.6,Amplitude_Median.7,Amplitude_Median.8,Amplitude_Median.9,Amplitude_Median.10,Amplitude_Median
,,,,,,,93.4,,86.9,,
,,,,,,,93.2,,87.2,,
,,,,,,,92.2,,87.4,,
,,,,,,,92.8,,87.0,,
,,,,,,,92.7,,87.4,,
,,,,,,,92.0,,87.6,,
,,,,,,,92.2,,87.7,,
,,,,,,,91.5,,86.9,,
,,,,,,,91.5,,87.3,,
,,,,,,,92.3,,87.1,,
,,,,,,,92.5,,87.0,,
,,,,,,,92.2,,86.8,,
,,,,,,,92.1,,86.9,,
,,,,,,,91.4,,86.0,,
,,,,,,,91.6,,85.4,,
,,,,,,,91.6,,85.8,,
,,,,,,,90.6,,87.05,,
,,,,,,,90.1,,87.0,,
,,,,,,,90.2,,86.6,,
,,,,,,,89.9,,87.1,,
,,,,,,,90.6,,86.6,,
,,,,,,,91.6,,84.0,,
,,,,,,,91.8,,87.0,,
,,,,,,,92.2,,87.1,,
,,,,,,,92.1,,84.5,,
,,,,,,,92.3,,83.5,,
,,,,,,,92.1,,83.6,,
,,,,,,,91.4,,84.4,,
,,,,,,,92.1,,84.6,,
,,,,,,,93.0,,84.6,,
,,,,,,,92.7,,86.0,,
,,,,,,,92.8,,84.6,,
,,,,,,,93.2,,84.4,,
,,,,,,,92.3,,84.5,,
,,,,,,,92.0,,87.0,,
,,,,,,,92.9,,87.2,,
,,,,,,,92.4,,87.2,,
,,,,,,,93.9,,86.6,,
,,,,,,,93.1,,84.1,,
,,,,,,,93.7,,83.8,,
,,,,,,,94.0,,83.5,,
,,,,,,,93.7,,83.7,,
,,,,,,,92.2,,83.8,,
,,,,,,,92.0,,84.3,,
,,,,,,,92.8,,88.6,,
,,,,,,,93.2,,88.5,,
,,,,,,,92.6,,85.55,,
,,,,,,,93.0,,88.3,,
,,,,,,,93.7,,88.5,,
,,,,,,,92.7,,87.9,,
,,,,,,,92.4,,88.4,,
,,,,,,,92.1,,88.4,,
,,,,,,,91.7,,88.6,,
,,,,,,,92.3,,88.4,,
,,,,,,,95.1,,88.3,,
,,,,,,,95.5,,84.1,,
,,,,,,,95.4,,85.1,,
,,,,,,,94.2,,84.0,,
,,,,,,,95.3,,88.1,,
,,,,,,,95.4,,88.3,,
,,,,,,,95.6,,88.4,,
,,,,,,,94.1,,88.3,,
,,,,,,,94.3,,88.5,,
,,,,,,,94.4,,88.5,,
,,,,,,,94.85,,88.6,,
,,,,,,,94.0,,88.5,,
,,,,,,,94.1,,88.4,,
,,,,,,,94.1,,88.4,,
,,,,,,,93.5,,88.0,,
,,,,,,,93.95,,87.1,,
,,,,,,,91.7,,88.0,,
,,,,,,,91.8,,88.1,,
,,,,,,,91.6,,84.5,,
,,,,,,,91.4,,83.8,,
,,,,,,,91.6,,84.4,,
,,,,,,,94.8,,84.2,,
,,,,,,,95.1,,84.6,,
,,,,,,,94.3,,88.5,,
,,,,,,,94.4,,88.4,,
,,,,,,,93.8,,88.6,,
,,,,,,,95.3,,88.6,,
,,,,,,,93.65,,88.5,,
,,,,,,,93.8,,88.5,,
,,,,,,,93.8,,88.6,,
,,,,,,,93.9,,88.5,,
,,,,,,,91.9,,88.5,,
,,,,,,,92.0,,88.3,,
,,,,,,,91.7,,87.6,,
,,,,,,,92.05,,88.7,,
,,,,,,,92.4,,88.5,,
,,,,,,,93.1,,88.1,,
,,,,,,,92.5,,84.3,,
,,,,,,,92.6,,85.5,,
,,,,,,,93.1,,86.3,,
,,,,,,,92.8,,84.3,,
,,,,,,,92.8,,84.3,,
,,,,,,,92.8,,88.1,,
,,,,,,,94.3,,88.6,,
,,,,,,,93.9,,88.5,,
,,,,,,,94.7,,88.4,,
,,,,,,,94.0,,86.25,,
,,,,,,,92.95,,85.4,,
,,,,,,,93.6,,85.5,,
,,,,,,,90.5,,87.0,,
,,,,,,,92.5,,88.8,,
,,,,,,,90.8,,88.8,,
,,,,,,,86.65,,88.7,,
,,,,,,,92.9,,88.6,,
,,,,,,,92.7,,88.9,,
,,,,,,,84.6,,89.0,,
,,,,,,,81.9,,88.9,,
,,,,,,,81.45,,86.6,,
,,,,,,,82.4,,85.1,,
,,,,,,,86.7,,84.6,,
,,,,,,,86.9,,84.9,,
,,,,,,,86.3,,84.9,,
,,,,,,,85.8,,84.5,,
,,,,,,,89.0,,85.1,,
,,,,,,,85.2,,88.4,,
,,,,,,,84.8,,87.0,,
,,,,,,,77.05,,87.75,,
,,,,,,,75.3,,85.0,,
,,,,,,,73.95,,84.8,,
,,,,,,,79.2,,84.6,,
,,,,,,,85.3,,84.1,,
,,,,,,,85.3,,84.4,,
,,,,,,,84.9,,83.8,,
,,,,,,,84.5,,82.1,,
,,,,,,,77.6,,81.85,,
,,,,,,,80.8,,81.0,,
,,,,,,,81.85,,82.6,,
,,,,,,,,,84.0,,
,,,,,,,,,83.0,,
,,,,,,,,,82.8,,
,,,,,,,,,82.9,,
,,,,,,,,,81.3,,
,,,,,,,,,81.7,,
,,,,,,,,,85.0,,
,,,,,,,,,84.6,,
,,,,,,,,,85.5,,
,,,,,,,,,86.1,,
,,,,,,,,,86.1,,
,,,,,,,,,87.4,,
,,,,,,,,,87.5,,
,,,,,,,,,87.4,,
,,,,,,,,,87.2,,
,,,,,,,,,84.7,,
,,,,,,,,,87.3,,
,,,,,,,,,85.3,,
,,,,,,,,,87.1,,
,,,,,,,,,85.0,,
,,,,,,,,,85.8,,
,,,,,,,,,84.9,,
,,,,,,,,,86.1,,
,,,,,,,,,85.1,,
,,,,,,,,,85.6,,
,,,,,,,,,83.9,,
,,,,,,,,,82.8,,
,,,,,,,,,83.3,,
,,,,,,,,,82.8,,
,,,,,,,,,82.8,,
,,,,,,,,,83.0,,
,,,,,,,,,83.3,,
,,,,,,,,,83.1,,
,,,,,,,,,83.1,,
,,,,,,,,,83.2,,
,,,,,,,,,83.3,,
,,,,,,,,,83.4,,
,,,,,,,,,83.2,,
,,,,,,,,,83.4,,
,,,,,,,,,83.1,,
,,,,,,,,,83.0,,
,,,,,,,,,83.1,,
,,,,,,,,,82.9,,
,,,,,,,,,83.7,,
,,,,,,,,,83.3,,
,,,,,,,,,83.0,,
,,,,,,,,,82.9,,
,,,,,,,,,82.9,,
,,,,,,,,,83.4,,
,,,,,,,,,83.1,,
,,,,,,,,,83.1,,
,,,,,,,,,83.3,,
,,,,,,,,,83.3,,
,,,,,,,,,83.5,,
,,,,,,,,,83.5,,
,,,,,,,,,83.5,,
,,,,,,,,,83.6,,
,,,,,,,,,83.5,,
,,,,,,,,,83.8,,
,,,,,,,,,83.6,,
,,,,,,,,,83.8,,
,,,,,,,,,83.2,,
,,,,,,,,,82.2,,
,,,,,,,,,81.9,,
,,,,,,,,,81.9,,
,,,,,,,,,83.3,,
,,,,,,,,,83.5,,
,,,,,,,,,81.8,,
,,,,,,,,,81.1,,
,,,,,,,,,82.6,,
,,,,,,,,,83.25,,
,,,,,,,,,83.2,,
,,,,,,,,,82.1,,
,,,,,,,,,82.5,,
,,,,,,,,,82.7,,
,,,,,,,,,83.0,,
,,,,,,,,,82.9,,
,,,,,,,,,83.1,,
,,,,,,,,,82.2,,
,,,,,,,,,81.5,,
,,,,,,,,,81.3,,
,,,,,,,,,81.0,,
,,,,,,,,,81.0,,
,,,,,,,,,81.0,,
,,,,,,,,,81.1,,
,,,,,,,,,81.2,,
,,,,,,,,,81.1,,
,,,,,,,,,81.0,,
,,,,,,,,,82.2,,
,,,,,,,,,82.0,,
,,,,,,,,,82.1,,
,,,,,,,,,81.6,,
,,,,,,,,,82.0,,
,,,,,,,,,82.9,,
,,,,,,,,,82.8,,
,,,,,,,,,82.5,,
,,,,,,,,,82.9,,
,,,,,,,,,82.9,,
,,,,,,,,,82.6,,
,,,,,,,,,82.6,,
,,,,,,,,,82.7,,
,,,,,,,,,82.8,,
,,,,,,,,,82.5,,
,,,,,,,,,82.1,,
,,,,,,,,,82.5,,
,,,,,,,,,81.9,,
,,,,,,,,,82.2,,
,,,,,,,,,81.8,,
,,,,,,,,,80.9,,
,,,,,,,,,82.7,,
,,,,,,,,,82.3,,
,,,,,,,,,82.2,,
,,,,,,,,,82.1,,
,,,,,,,,,84.1,,
,,,,,,,,,84.1,,
,,,,,,,,,84.0,,
,,,,,,,,,84.4,,
,,,,,,,,,84.7,,
,,,,,,,,,84.3,,
,,,,,,,,,84.3,,
,,,,,,,,,83.7,,
,,,,,,,,,83.3,,
,,,,,,,,,84.0,,
,,,,,,,,,84.2,,
,,,,,,,,,84.2,,
,,,,,,,,,84.5,,
,,,,,,,,,84.6,,
,,,,,,,,,84.6,,
,,,,,,,,,84.5,,
,,,,,,,,,84.8,,
,,,,,,,,,85.0,,
,,,,,,,,,84.9,,
,,,,,,,,,85.2,,
,,,,,,,,,84.7,,
,,,,,,,,,84.2,,
,,,,,,,,,84.0,,
,,,,,,,,,84.2,,
,,,,,,,,,83.5,,
,,,,,,,,,83.2,,
,,,,,,,,,82.9,,
,,,,,,,,,82.7,,
,,,,,,,,,82.6,,
,,,,,,,,,82.9,,
,,,,,,,,,82.2,,
,,,,,,,,,83.1,,
,,,,,,,,,83.2,,
,,,,,,,,,82.6,,
,,,,,,,,,82.9,,
,,,,,,,,,82.7,,
,,,,,,,,,82.9,,
,,,,,,,,,82.8,,
,,,,,,,,,82.9,,
,,,,,,,,,82.7,,
,,,,,,,,,82.8,,
,,,,,,,,,83.0,,
,,,,,,,,,83.0,,
,,,,,,,,,83.2,,
,,,,,,,,,83.7,,
,,,,,,,,,83.4,,
,,,,,,,,,83.5,,
,,,,,,,,,82.8,,
,,,,,,,,,83.1,,
,,,,,,,,,83.25,,
,,,,,,,,,82.0,,
,,,,,,,,,81.55,,
,,,,,,,,,81.7,,
,,,,,,,,,81.6,,
,,,,,,,,,81.3,,
,,,,,,,,,81.2,,
,,,,,,,,,81.1,,
,,,,,,,,,81.3,,
,,,,,,,,,81.3,,
,,,,,,,,,81.1,,
,,,,,,,,,81.3,,
,,,,,,,,,82.1,,
,,,,,,,,,82.3,,
,,,,,,,,,81.8,,
,,,,,,,,,82.1,,
,,,,,,,,,81.9,,
,,,,,,,,,82.1,,
,,,,,,,,,82.7,,
,,,,,,,,,82.8,,
,,,,,,,,,83.1,,
,,,,,,,,,83.0,,
,,,,,,,,,82.8,,
,,,,,,,,,83.2,,
,,,,,,,,,83.2,,
,,,,,,,,,83.6,,
,,,,,,,,,84.2,,
,,,,,,,,,83.2,,
,,,,,,,,,82.4,,
,,,,,,,,,83.4,,
,,,,,,,,,83.95,,
,,,,,,,,,84.3,,
,,,,,,,,,83.6,,
,,,,,,,,,83.3,,
,,,,,,,,,83.6,,
,,,,,,,,,83.2,,
,,,,,,,,,83.4,,
,,,,,,,,,83.0,,
,,,,,,,,,83.3,,
,,,,,,,,,83.1,,
,,,,,,,,,83.5,,
,,,,,,,,,83.3,,
,,,,,,,,,83.1,,
,,,,,,,,,83.3,,
,,,,,,,,,82.9,,
,,,,,,,,,83.1,,
,,,,,,,,,83.5,,
,,,,,,,,,83.2,,
,,,,,,,,,83.5,,
,,,,,,,,,83.5,,
,,,,,,,,,84.1,,
,,,,,,,,,84.3,,
,,,,,,,,,84.3,,
,,,,,,,,,84.9,,
,,,,,,,,,84.65,,
,,,,,,,,,84.6,,
,,,,,,,,,84.8,,
,,,,,,,,,84.9,,
,,,,,,,,,84.2,,
,,,,,,,,,84.8,,
,,,,,,,,,83.8,,
,,,,,,,,,83.9,,
,,,,,,,,,84.1,,
,,,,,,,,,83.5,,
,,,,,,,,,83.3,,
,,,,,,,,,83.7,,
,,,,,,,,,84.4,,
,,,,,,,,,85.3,,
,,,,,,,,,84.3,,
,,,,,,,,,83.7,,
,,,,,,,,,84.2,,
,,,,,,,,,84.0,,
,,,,,,,,,83.8,,
,,,,,,,,,83.9,,
,,,,,,,,,83.7,,
,,,,,,,,,83.8,,
,,,,,,,,,84.0,,
,,,,,,,,,83.4,,
,,,,,,,,,84.55,,
,,,,,,,,,84.5,,
,,,,,,,,,84.1,,
,,,,,,,,,84.8,,
,,,,,,,,,83.8,,
,,,,,,,,,83.8,,
,,,,,,,,,83.9,,
,,,,,,,,,83.9,,
,,,,,,,,,84.0,,
,,,,,,,,,84.4,,
,,,,,,,,,84.1,,
,,,,,,,,,83.7,,
,,,,,,,,,83.5,,
,,,,,,,,,83.7,,
,,,,,,,,,84.0,,
,,,,,,,,,84.8,,
,,,,,,,,,85.6,,
,,,,,,,,,85.1,,
,,,,,,,,,85.1,,
,,,,,,,,,85.8,,
,,,,,,,,,85.3,,
,,,,,,,,,85.6,,
,,,,,,,,,84.5,,
,,,,,,,,,84.6,,
,,,,,,,,,84.35,,
,,,,,,,,,83.9,,
,,,,,,,,,84.4,,
,,,,,,,,,84.5,,
,,,,,,,,,84.5,,
,,,,,,,,,84.1,,
,,,,,,,,,84.2,,
,,,,,,,,,84.3,,
,,,,,,,,,84.4,,
,,,,,,,,,84.4,,
,,,,,,,,,84.4,,
,,,,,,,,,84.9,,
,,,,,,,,,84.8,,
,,,,,,,,,84.2,,
,,,,,,,,,84.0,,
,,,,,,,,,83.95,,
,,,,,,,,,84.1,,
,,,,,,,,,83.9,,
,,,,,,,,,83.9,,
,,,,,,,,,83.9,,
,,,,,,,,,84.0,,
,,,,,,,,,84.4,,
,,,,,,,,,84.5,,
,,,,,,,,,85.2,,
,,,,,,,,,84.4,,
,,,,,,,,,84.5,,
,,,,,,,,,85.0,,
,,,,,,,,,84.0,,
,,,,,,,,,85.0,,
,,,,,,,,,85.2,,
,,,,,,,,,84.9,,
,,,,,,,,,86.2,,
,,,,,,,,,83.9,,
,,,,,,,,,84.2,,
,,,,,,,,,84.3,,
,,,,,,,,,88.1,,
,,,,,,,,,88.7,,
,,,,,,,,,88.7,,
,,,,,,,,,88.7,,
,,,,,,,,,88.6,,
,,,,,,,,,89.0,,
,,,,,,,,,89.2,,
,,,,,,,,,89.3,,
,,,,,,,,,89.4,,
,,,,,,,,,89.7,,
,,,,,,,,,89.8,,
,,,,,,,,,89.9,,
,,,,,,,,,89.9,,
,,,,,,,,,90.0,,
,,,,,,,,,89.9,,
,,,,,,,,,90.0,,
,,,,,,,,,89.6,,
,,,,,,,,,89.6,,
,,,,,,,,,90.0,,
,,,,,,,,,90.3,,
,,,,,,,,,89.9,,
,,,,,,,,,89.4,,
,,,,,,,,,88.7,,
,,,,,,,,,89.0,,
,,,,,,,,,89.7,,
,,,,,,,,,89.7,,
,,,,,,,,,89.1,,
,,,,,,,,,89.4,,
,,,,,,,,,89.8,,
,,,,,,,,,89.9,,
,,,,,,,,,89.2,,
,,,,,,,,,88.5,,
,,,,,,,,,88.9,,
,,,,,,,,,88.6,,
,,,,,,,,,87.6,,
,,,,,,,,,88.6,,
,,,,,,,,,87.3,,
,,,,,,,,,86.1,,
,,,,,,,,,86.1,,
,,,,,,,,,85.4,,
,,,,,,,,,85.2,,
,,,,,,,,,84.8,,
,,,,,,,,,85.1,,
,,,,,,,,,84.6,,
,,,,,,,,,84.3,,
,,,,,,,,,84.7,,
,,,,,,,,,85.5,,
,,,,,,,,,85.6,,
,,,,,,,,,86.7,,
,,,,,,,,,87.8,,
,,,,,,,,,88.4,,
,,,,,,,,,88.0,,
,,,,,,,,,88.2,,
,,,,,,,,,88.8,,
,,,,,,,,,89.0,,
,,,,,,,,,89.4,,
,,,,,,,,,89.3,,
,,,,,,,,,89.2,,
,,,,,,,,,89.2,,
,,,,,,,,,88.4,,
,,,,,,,,,88.8,,
,,,,,,,,,88.6,,
,,,,,,,,,88.9,,
,,,,,,,,,88.6,,
,,,,,,,,,88.5,,
,,,,,,,,,88.7,,
,,,,,,,,,87.9,,
,,,,,,,,,88.0,,
,,,,,,,,,88.9,,
,,,,,,,,,89.1,,
,,,,,,,,,88.4,,
,,,,,,,,,87.8,,
,,,,,,,,,88.2,,
,,,,,,,,,89.5,,
,,,,,,,,,89.0,,
,,,,,,,,,89.5,,
,,,,,,,,,89.4,,
,,,,,,,,,89.4,,
,,,,,,,,,89.4,,
,,,,,,,,,89.4,,
,,,,,,,,,89.8,,
,,,,,,,,,88.7,,
,,,,,,,,,89.2,,
,,,,,,,,,89.4,,
,,,,,,,,,89.2,,
,,,,,,,,,90.8,,
,,,,,,,,,91.3,,
,,,,,,,,,90.3,,
,,,,,,,,,90.1,,
,,,,,,,,,89.9,,
,,,,,,,,,90.0,,
,,,,,,,,,90.2,,
,,,,,,,,,89.6,,
,,,,,,,,,89.7,,
,,,,,,,,,89.7,,
,,,,,,,,,89.7,,
,,,,,,,,,89.3,,
,,,,,,,,,89.5,,
,,,,,,,,,90.0,,
,,,,,,,,,89.9,,
,,,,,,,,,88.9,,
,,,,,,,,,88.8,,
,,,,,,,,,88.9,,
,,,,,,,,,88.7,,
,,,,,,,,,88.8,,
,,,,,,,,,88.2,,
,,,,,,,,,88.6,,
,,,,,,,,,88.8,,
,,,,,,,,,88.9,,
,,,,,,,,,89.1,,
,,,,,,,,,89.1,,
,,,,,,,,,88.9,,
,,,,,,,,,89.6,,
,,,,,,,,,89.6,,
,,,,,,,,,89.8,,
,,,,,,,,,89.7,,
,,,,,,,,,89.9,,
,,,,,,,,,89.8,,
,,,,,,,,,89.6,,
,,,,,,,,,89.5,,
,,,,,,,,,89.2,,
,,,,,,,,,89.6,,
,,,,,,,,,89.4,,
,,,,,,,,,88.9,,
,,,,,,,,,88.8,,
,,,,,,,,,89.5,,
,,,,,,,,,89.2,,
,,,,,,,,,89.2,,
,,,,,,,,,88.7,,
,,,,,,,,,89.0,,
,,,,,,,,,88.8,,
,,,,,,,,,88.3,,
,,,,,,,,,88.4,,
,,,,,,,,,88.6,,
,,,,,,,,,88.6,,
,,,,,,,,,88.1,,
,,,,,,,,,88.5,,
,,,,,,,,,88.4,,
,,,,,,,,,88.8,,
,,,,,,,,,87.7,,
,,,,,,,,,87.6,,
,,,,,,,,,87.9,,
,,,,,,,,,88.1,,
,,,,,,,,,88.5,,
,,,,,,,,,88.1,,
,,,,,,,,,87.9,,
,,,,,,,,,88.0,,
,,,,,,,,,87.4,,
,,,,,,,,,87.2,,
,,,,,,,,,87.6,,
,,,,,,,,,88.0,,
,,,,,,,,,88.4,,
,,,,,,,,,88.7,,
,,,,,,,,,88.5,,
,,,,,,,,,88.8,,
,,,,,,,,,88.1,,
,,,,,,,,,88.7,,
,,,,,,,,,88.7,,
,,,,,,,,,88.8,,
,,,,,,,,,88.2,,
,,,,,,,,,88.2,,
,,,,,,,,,89.2,,
,,,,,,,,,89.0,,
,,,,,,,,,88.5,,
,,,,,,,,,88.8,,
,,,,,,,,,88.6,,
,,,,,,,,,88.6,,
,,,,,,,,,89.25,,
,,,,,,,,,88.8,,
,,,,,,,,,88.4,,
,,,,,,,,,89.2,,
,,,,,,,,,89.0,,
,,,,,,,,,88.4,,
,,,,,,,,,88.4,,
,,,,,,,,,88.7,,
,,,,,,,,,88.8,,
,,,,,,,,,89.1,,
,,,,,,,,,89.0,,
,,,,,,,,,88.9,,
,,,,,,,,,89.1,,
,,,,,,,,,89.0,,
,,,,,,,,,89.0,,
,,,,,,,,,88.6,,
,,,,,,,,,88.5,,
,,,,,,,,,87.8,,
,,,,,,,,,78.1,,
,,,,,,,,,73.3,,
,,,,,,,,,77.3,,
,,,,,,,,,71.8,,
,,,,,,,,,74.1,,
,,,,,,,,,78.4,,
,,,,,,,,,71.1,,
