RMS_Median,RMS_Median.1,RMS_Median.2,RMS_Median.3,RMS_Median.4,RMS_Median.5,RMS_Median.6,RMS_Median.7,RMS_Median.8,RMS_Median.9,RMS_Median.10,RMS_Median
,,,,,,,34.0,,31.5,,
,,,,,,,33.8,,31.3,,
,,,,,,,35.5,,31.5,,
,,,,,,,35.9,,32.0,,
,,,,,,,34.9,,32.4,,
,,,,,,,36.8,,33.1,,
,,,,,,,34.2,,32.7,,
,,,,,,,34.8,,32.5,,
,,,,,,,34.5,,33.1,,
,,,,,,,34.7,,33.8,,
,,,,,,,36.55,,34.6,,
,,,,,,,35.4,,34.6,,
,,,,,,,37.2,,34.2,,
,,,,,,,40.0,,33.6,,
,,,,,,,35.4,,34.1,,
,,,,,,,39.35,,34.1,,
,,,,,,,35.0,,33.8,,
,,,,,,,34.3,,33.3,,
,,,,,,,37.1,,32.3,,
,,,,,,,35.4,,31.5,,
,,,,,,,37.6,,31.1,,
,,,,,,,37.3,,31.9,,
,,,,,,,37.4,,32.4,,
,,,,,,,34.1,,32.8,,
,,,,,,,32.55,,32.7,,
,,,,,,,31.35,,33.6,,
,,,,,,,30.5,,32.9,,
,,,,,,,29.6,,33.5,,
,,,,,,,29.6,,32.6,,
,,,,,,,30.9,,32.4,,
,,,,,,,31.5,,33.0,,
,,,,,,,31.9,,34.6,,
,,,,,,,32.5,,34.2,,
,,,,,,,32.8,,34.55,,
,,,,,,,33.3,,34.1,,
,,,,,,,33.9,,35.1,,
,,,,,,,35.349999999999994,,35.5,,
,,,,,,,34.9,,35.3,,
,,,,,,,33.95,,35.7,,
,,,,,,,34.1,,35.9,,
,,,,,,,32.5,,35.9,,
,,,,,,,33.1,,36.0,,
,,,,,,,31.8,,35.4,,
,,,,,,,31.75,,34.8,,
,,,,,,,32.4,,35.1,,
,,,,,,,32.6,,35.5,,
,,,,,,,32.2,,37.0,,
,,,,,,,32.6,,36.6,,
,,,,,,,34.7,,36.0,,
,,,,,,,33.0,,35.3,,
,,,,,,,33.5,,35.8,,
,,,,,,,32.9,,35.4,,
,,,,,,,33.4,,34.9,,
,,,,,,,32.5,,34.6,,
,,,,,,,31.9,,35.4,,
,,,,,,,33.6,,34.0,,
,,,,,,,32.0,,34.9,,
,,,,,,,33.3,,35.1,,
,,,,,,,36.5,,35.9,,
,,,,,,,36.9,,35.05,,
,,,,,,,36.6,,34.7,,
,,,,,,,36.0,,34.55,,
,,,,,,,35.6,,34.8,,
,,,,,,,34.75,,34.4,,
,,,,,,,34.4,,34.6,,
,,,,,,,36.0,,35.1,,
,,,,,,,36.25,,35.1,,
,,,,,,,37.7,,34.6,,
,,,,,,,39.150000000000006,,34.1,,
,,,,,,,40.7,,34.0,,
,,,,,,,39.6,,34.4,,
,,,,,,,38.0,,34.8,,
,,,,,,,44.2,,34.4,,
,,,,,,,59.2,,34.0,,
,,,,,,,67.4,,33.7,,
,,,,,,,71.1,,33.3,,
,,,,,,,47.7,,32.9,,
,,,,,,,45.5,,32.6,,
,,,,,,,79.0,,33.1,,
,,,,,,,87.1,,33.4,,
,,,,,,,87.7,,33.4,,
,,,,,,,72.19999999999999,,33.8,,
,,,,,,,51.4,,33.6,,
,,,,,,,51.4,,32.9,,
,,,,,,,52.0,,33.0,,
,,,,,,,55.3,,33.2,,
,,,,,,,50.8,,33.7,,
,,,,,,,52.8,,33.4,,
,,,,,,,50.3,,33.6,,
,,,,,,,53.3,,33.8,,
,,,,,,,60.0,,34.3,,
,,,,,,,59.9,,34.0,,
,,,,,,,57.8,,33.9,,
,,,,,,,56.9,,34.4,,
,,,,,,,45.650000000000006,,33.9,,
,,,,,,,44.85,,33.8,,
,,,,,,,55.3,,34.8,,
,,,,,,,65.9,,34.0,,
,,,,,,,51.4,,33.3,,
,,,,,,,60.55,,33.2,,
,,,,,,,,,33.5,,
,,,,,,,,,33.5,,
,,,,,,,,,33.7,,
,,,,,,,,,33.4,,
,,,,,,,,,34.6,,
,,,,,,,,,34.8,,
,,,,,,,,,34.0,,
,,,,,,,,,33.3,,
,,,,,,,,,32.6,,
,,,,,,,,,31.8,,
,,,,,,,,,32.9,,
,,,,,,,,,33.1,,
,,,,,,,,,32.9,,
,,,,,,,,,34.6,,
,,,,,,,,,35.5,,
,,,,,,,,,35.8,,
,,,,,,,,,36.2,,
,,,,,,,,,35.5,,
,,,,,,,,,35.6,,
,,,,,,,,,35.5,,
,,,,,,,,,35.8,,
,,,,,,,,,35.7,,
,,,,,,,,,35.1,,
,,,,,,,,,34.9,,
,,,,,,,,,34.8,,
,,,,,,,,,34.3,,
,,,,,,,,,34.2,,
,,,,,,,,,33.9,,
,,,,,,,,,34.9,,
,,,,,,,,,34.5,,
,,,,,,,,,34.7,,
,,,,,,,,,34.8,,
,,,,,,,,,34.9,,
,,,,,,,,,34.6,,
,,,,,,,,,34.8,,
,,,,,,,,,35.0,,
,,,,,,,,,35.4,,
,,,,,,,,,35.4,,
,,,,,,,,,35.5,,
,,,,,,,,,35.8,,
,,,,,,,,,36.6,,
,,,,,,,,,36.4,,
,,,,,,,,,36.6,,
,,,,,,,,,36.3,,
,,,,,,,,,37.3,,
,,,,,,,,,36.1,,
,,,,,,,,,36.6,,
,,,,,,,,,36.8,,
,,,,,,,,,37.2,,
,,,,,,,,,36.4,,
,,,,,,,,,36.4,,
,,,,,,,,,37.0,,
,,,,,,,,,36.2,,
,,,,,,,,,36.0,,
,,,,,,,,,36.8,,
,,,,,,,,,36.4,,
,,,,,,,,,37.45,,
,,,,,,,,,36.8,,
,,,,,,,,,37.6,,
,,,,,,,,,37.4,,
,,,,,,,,,36.1,,
,,,,,,,,,36.5,,
,,,,,,,,,36.8,,
,,,,,,,,,37.1,,
,,,,,,,,,37.5,,
,,,,,,,,,37.5,,
,,,,,,,,,37.1,,
,,,,,,,,,36.1,,
,,,,,,,,,36.1,,
,,,,,,,,,36.0,,
,,,,,,,,,35.9,,
,,,,,,,,,36.2,,
,,,,,,,,,35.7,,
,,,,,,,,,35.1,,
,,,,,,,,,34.5,,
,,,,,,,,,34.6,,
,,,,,,,,,34.1,,
,,,,,,,,,34.3,,
,,,,,,,,,34.7,,
,,,,,,,,,36.1,,
,,,,,,,,,36.5,,
,,,,,,,,,36.7,,
,,,,,,,,,36.4,,
,,,,,,,,,37.4,,
,,,,,,,,,37.3,,
,,,,,,,,,36.5,,
,,,,,,,,,36.9,,
,,,,,,,,,37.1,,
,,,,,,,,,36.6,,
,,,,,,,,,36.8,,
,,,,,,,,,36.0,,
,,,,,,,,,35.9,,
,,,,,,,,,35.7,,
,,,,,,,,,35.8,,
,,,,,,,,,35.5,,
,,,,,,,,,35.2,,
,,,,,,,,,35.5,,
,,,,,,,,,35.4,,
,,,,,,,,,35.1,,
,,,,,,,,,34.8,,
,,,,,,,,,34.4,,
,,,,,,,,,34.3,,
,,,,,,,,,35.0,,
,,,,,,,,,34.6,,
,,,,,,,,,34.5,,
,,,,,,,,,34.6,,
,,,,,,,,,34.9,,
,,,,,,,,,34.8,,
,,,,,,,,,35.1,,
,,,,,,,,,34.1,,
,,,,,,,,,34.3,,
,,,,,,,,,35.2,,
,,,,,,,,,34.8,,
,,,,,,,,,34.6,,
,,,,,,,,,34.4,,
,,,,,,,,,34.9,,
,,,,,,,,,34.6,,
,,,,,,,,,33.9,,
,,,,,,,,,34.3,,
,,,,,,,,,35.1,,
,,,,,,,,,35.7,,
,,,,,,,,,34.9,,
,,,,,,,,,34.8,,
,,,,,,,,,34.3,,
,,,,,,,,,34.9,,
,,,,,,,,,34.8,,
,,,,,,,,,34.7,,
,,,,,,,,,35.0,,
,,,,,,,,,35.2,,
,,,,,,,,,34.9,,
,,,,,,,,,35.0,,
,,,,,,,,,35.4,,
,,,,,,,,,35.9,,
,,,,,,,,,35.4,,
,,,,,,,,,35.6,,
,,,,,,,,,35.0,,
,,,,,,,,,35.3,,
,,,,,,,,,35.0,,
,,,,,,,,,35.7,,
,,,,,,,,,35.8,,
,,,,,,,,,35.7,,
,,,,,,,,,36.0,,
,,,,,,,,,36.2,,
,,,,,,,,,36.0,,
,,,,,,,,,35.5,,
,,,,,,,,,35.4,,
,,,,,,,,,35.8,,
,,,,,,,,,36.1,,
,,,,,,,,,35.8,,
,,,,,,,,,36.1,,
,,,,,,,,,36.0,,
,,,,,,,,,36.1,,
,,,,,,,,,36.0,,
,,,,,,,,,36.1,,
,,,,,,,,,36.1,,
,,,,,,,,,36.2,,
,,,,,,,,,35.6,,
,,,,,,,,,35.7,,
,,,,,,,,,36.2,,
,,,,,,,,,36.5,,
,,,,,,,,,36.5,,
,,,,,,,,,36.1,,
,,,,,,,,,36.2,,
,,,,,,,,,35.9,,
,,,,,,,,,35.6,,
,,,,,,,,,36.2,,
,,,,,,,,,36.0,,
,,,,,,,,,35.4,,
,,,,,,,,,35.3,,
,,,,,,,,,35.4,,
,,,,,,,,,35.5,,
,,,,,,,,,35.6,,
,,,,,,,,,35.3,,
,,,,,,,,,35.7,,
,,,,,,,,,36.1,,
,,,,,,,,,35.5,,
,,,,,,,,,36.2,,
,,,,,,,,,36.0,,
,,,,,,,,,36.2,,
,,,,,,,,,36.4,,
,,,,,,,,,36.9,,
,,,,,,,,,37.9,,
,,,,,,,,,37.4,,
,,,,,,,,,37.0,,
,,,,,,,,,37.0,,
,,,,,,,,,36.3,,
,,,,,,,,,35.8,,
,,,,,,,,,35.8,,
,,,,,,,,,36.1,,
,,,,,,,,,37.3,,
,,,,,,,,,38.0,,
,,,,,,,,,37.1,,
,,,,,,,,,36.9,,
,,,,,,,,,38.7,,
,,,,,,,,,37.8,,
,,,,,,,,,37.5,,
,,,,,,,,,36.4,,
,,,,,,,,,36.1,,
,,,,,,,,,36.3,,
,,,,,,,,,36.5,,
,,,,,,,,,36.0,,
,,,,,,,,,36.6,,
,,,,,,,,,36.2,,
,,,,,,,,,35.4,,
,,,,,,,,,35.4,,
,,,,,,,,,35.7,,
,,,,,,,,,35.7,,
,,,,,,,,,35.8,,
,,,,,,,,,35.5,,
,,,,,,,,,36.1,,
,,,,,,,,,35.5,,
,,,,,,,,,35.2,,
,,,,,,,,,34.8,,
,,,,,,,,,34.7,,
,,,,,,,,,35.5,,
,,,,,,,,,35.0,,
,,,,,,,,,34.7,,
,,,,,,,,,35.5,,
,,,,,,,,,34.9,,
,,,,,,,,,35.2,,
,,,,,,,,,35.5,,
,,,,,,,,,35.6,,
,,,,,,,,,36.1,,
,,,,,,,,,36.0,,
,,,,,,,,,36.2,,
,,,,,,,,,36.5,,
,,,,,,,,,37.3,,
,,,,,,,,,36.8,,
,,,,,,,,,36.4,,
,,,,,,,,,36.3,,
,,,,,,,,,37.3,,
,,,,,,,,,37.3,,
,,,,,,,,,36.7,,
,,,,,,,,,36.2,,
,,,,,,,,,36.2,,
,,,,,,,,,36.3,,
,,,,,,,,,36.8,,
,,,,,,,,,36.5,,
,,,,,,,,,37.0,,
,,,,,,,,,38.2,,
,,,,,,,,,37.4,,
,,,,,,,,,37.4,,
,,,,,,,,,37.4,,
,,,,,,,,,37.4,,
,,,,,,,,,37.8,,
,,,,,,,,,37.5,,
,,,,,,,,,37.2,,
,,,,,,,,,37.2,,
,,,,,,,,,37.4,,
,,,,,,,,,37.1,,
,,,,,,,,,37.0,,
,,,,,,,,,36.8,,
,,,,,,,,,37.1,,
,,,,,,,,,37.1,,
,,,,,,,,,36.8,,
,,,,,,,,,37.0,,
,,,,,,,,,37.3,,
,,,,,,,,,37.7,,
,,,,,,,,,37.4,,
,,,,,,,,,37.1,,
,,,,,,,,,37.8,,
,,,,,,,,,37.6,,
,,,,,,,,,37.5,,
,,,,,,,,,37.0,,
,,,,,,,,,37.25,,
,,,,,,,,,37.7,,
,,,,,,,,,37.1,,
,,,,,,,,,37.5,,
,,,,,,,,,37.4,,
,,,,,,,,,37.2,,
,,,,,,,,,37.9,,
,,,,,,,,,37.8,,
,,,,,,,,,37.9,,
,,,,,,,,,37.8,,
,,,,,,,,,37.8,,
,,,,,,,,,37.6,,
,,,,,,,,,37.9,,
,,,,,,,,,38.2,,
,,,,,,,,,38.0,,
,,,,,,,,,39.1,,
,,,,,,,,,38.7,,
,,,,,,,,,38.5,,
,,,,,,,,,38.8,,
,,,,,,,,,38.1,,
,,,,,,,,,38.3,,
,,,,,,,,,38.3,,
,,,,,,,,,38.4,,
,,,,,,,,,37.5,,
,,,,,,,,,37.8,,
,,,,,,,,,37.9,,
,,,,,,,,,37.5,,
,,,,,,,,,37.1,,
,,,,,,,,,37.5,,
,,,,,,,,,37.4,,
,,,,,,,,,37.3,,
,,,,,,,,,37.6,,
,,,,,,,,,37.2,,
,,,,,,,,,37.4,,
,,,,,,,,,37.3,,
,,,,,,,,,38.1,,
,,,,,,,,,37.9,,
,,,,,,,,,38.1,,
,,,,,,,,,38.5,,
,,,,,,,,,38.3,,
,,,,,,,,,38.3,,
,,,,,,,,,39.4,,
,,,,,,,,,39.1,,
,,,,,,,,,39.0,,
,,,,,,,,,40.0,,
,,,,,,,,,39.0,,
,,,,,,,,,39.3,,
,,,,,,,,,39.1,,
,,,,,,,,,39.8,,
,,,,,,,,,40.0,,
,,,,,,,,,39.8,,
,,,,,,,,,39.8,,
,,,,,,,,,39.8,,
,,,,,,,,,39.6,,
,,,,,,,,,39.9,,
,,,,,,,,,38.8,,
,,,,,,,,,38.7,,
,,,,,,,,,39.1,,
,,,,,,,,,38.9,,
,,,,,,,,,38.4,,
,,,,,,,,,38.8,,
,,,,,,,,,37.8,,
,,,,,,,,,37.4,,
,,,,,,,,,37.4,,
,,,,,,,,,38.1,,
,,,,,,,,,37.8,,
,,,,,,,,,37.2,,
,,,,,,,,,37.8,,
,,,,,,,,,37.8,,
,,,,,,,,,37.9,,
,,,,,,,,,37.7,,
,,,,,,,,,38.0,,
,,,,,,,,,37.8,,
,,,,,,,,,37.7,,
,,,,,,,,,37.4,,
,,,,,,,,,37.9,,
,,,,,,,,,37.8,,
,,,,,,,,,38.2,,
,,,,,,,,,38.7,,
,,,,,,,,,37.8,,
,,,,,,,,,37.9,,
,,,,,,,,,37.1,,
,,,,,,,,,38.1,,
,,,,,,,,,38.0,,
,,,,,,,,,38.2,,
,,,,,,,,,37.6,,
,,,,,,,,,37.6,,
,,,,,,,,,38.1,,
,,,,,,,,,37.3,,
,,,,,,,,,38.3,,
,,,,,,,,,38.1,,
,,,,,,,,,37.8,,
,,,,,,,,,38.3,,
,,,,,,,,,38.5,,
,,,,,,,,,38.0,,
,,,,,,,,,37.9,,
,,,,,,,,,38.0,,
,,,,,,,,,37.5,,
,,,,,,,,,37.8,,
,,,,,,,,,37.7,,
,,,,,,,,,37.7,,
,,,,,,,,,37.2,,
,,,,,,,,,37.3,,
,,,,,,,,,36.7,,
,,,,,,,,,37.2,,
,,,,,,,,,37.3,,
,,,,,,,,,36.1,,
,,,,,,,,,36.4,,
,,,,,,,,,37.5,,
,,,,,,,,,37.0,,
,,,,,,,,,37.4,,
,,,,,,,,,37.8,,
,,,,,,,,,38.0,,
,,,,,,,,,37.9,,
,,,,,,,,,37.8,,
,,,,,,,,,37.7,,
,,,,,,,,,38.1,,
,,,,,,,,,37.5,,
,,,,,,,,,38.0,,
,,,,,,,,,38.3,,
,,,,,,,,,38.7,,
,,,,,,,,,38.4,,
,,,,,,,,,37.9,,
,,,,,,,,,38.4,,
,,,,,,,,,38.5,,
,,,,,,,,,39.9,,
,,,,,,,,,39.5,,
,,,,,,,,,40.5,,
,,,,,,,,,38.8,,
,,,,,,,,,38.3,,
,,,,,,,,,38.2,,
,,,,,,,,,38.8,,
,,,,,,,,,39.2,,
,,,,,,,,,39.4,,
,,,,,,,,,38.6,,
,,,,,,,,,39.2,,
,,,,,,,,,38.0,,
,,,,,,,,,37.8,,
,,,,,,,,,38.8,,
,,,,,,,,,37.8,,
,,,,,,,,,38.1,,
,,,,,,,,,38.4,,
,,,,,,,,,37.5,,
,,,,,,,,,37.8,,
,,,,,,,,,37.9,,
,,,,,,,,,37.9,,
,,,,,,,,,38.9,,
,,,,,,,,,38.7,,
,,,,,,,,,39.0,,
,,,,,,,,,39.3,,
,,,,,,,,,40.1,,
,,,,,,,,,40.0,,
,,,,,,,,,39.2,,
,,,,,,,,,39.1,,
,,,,,,,,,38.6,,
,,,,,,,,,38.3,,
,,,,,,,,,38.8,,
,,,,,,,,,38.9,,
,,,,,,,,,39.2,,
,,,,,,,,,39.8,,
,,,,,,,,,38.9,,
,,,,,,,,,39.3,,
,,,,,,,,,40.1,,
,,,,,,,,,40.1,,
,,,,,,,,,39.6,,
,,,,,,,,,39.5,,
,,,,,,,,,39.2,,
,,,,,,,,,39.1,,
,,,,,,,,,39.1,,
,,,,,,,,,39.9,,
,,,,,,,,,39.8,,
,,,,,,,,,39.2,,
,,,,,,,,,38.9,,
,,,,,,,,,39.1,,
,,,,,,,,,38.6,,
,,,,,,,,,38.8,,
,,,,,,,,,39.1,,
,,,,,,,,,39.1,,
,,,,,,,,,39.7,,
,,,,,,,,,39.5,,
,,,,,,,,,39.8,,
,,,,,,,,,39.8,,
,,,,,,,,,39.7,,
,,,,,,,,,39.8,,
,,,,,,,,,39.6,,
,,,,,,,,,39.5,,
,,,,,,,,,40.5,,
,,,,,,,,,39.8,,
,,,,,,,,,39.1,,
,,,,,,,,,38.4,,
,,,,,,,,,38.6,,
,,,,,,,,,38.5,,
,,,,,,,,,39.5,,
,,,,,,,,,39.8,,
,,,,,,,,,39.8,,
,,,,,,,,,40.0,,
,,,,,,,,,39.3,,
,,,,,,,,,39.9,,
,,,,,,,,,40.1,,
,,,,,,,,,40.4,,
,,,,,,,,,40.6,,
,,,,,,,,,40.8,,
,,,,,,,,,40.5,,
,,,,,,,,,41.1,,
,,,,,,,,,41.0,,
,,,,,,,,,41.0,,
,,,,,,,,,41.7,,
,,,,,,,,,41.0,,
,,,,,,,,,41.8,,
,,,,,,,,,42.3,,
,,,,,,,,,41.8,,
,,,,,,,,,41.9,,
,,,,,,,,,42.1,,
,,,,,,,,,41.2,,
,,,,,,,,,41.0,,
,,,,,,,,,41.3,,
,,,,,,,,,42.8,,
,,,,,,,,,43.5,,
,,,,,,,,,46.6,,
,,,,,,,,,54.8,,
,,,,,,,,,51.2,,
,,,,,,,,,85.7,,
,,,,,,,,,28.85,,
,,,,,,,,,101.3,,
,,,,,,,,,104.05,,
,,,,,,,,,90.0,,
,,,,,,,,,86.6,,
