RMS_Impulse_factor,RMS_Impulse_factor.1,RMS_Impulse_factor.2,RMS_Impulse_factor.3,RMS_Impulse_factor.4,RMS_Impulse_factor.5,RMS_Impulse_factor.6,RMS_Impulse_factor.7,RMS_Impulse_factor.8,RMS_Impulse_factor.9,RMS_Impulse_factor.10,RMS_Impulse_factor
2.177364677730264,1.2515024099354846,1.0510304219823356,,2.0735521076922625,2.338817386653906,1.128905516276535,1.5557092499219132,1.239247713073331,1.663157894736842,1.1669818967846528,1.7751013638039073
2.350749716493763,1.2534532167011287,1.149552033080634,,2.001638647681417,3.1417420740837185,1.1279119298350346,1.6629793510324486,1.2342782947413975,1.5981693363844391,1.2412459496184802,1.6002087662074993
1.934943181818182,1.255404023466773,1.1722054380664648,,1.9698191595990469,2.979768689158683,1.126918343393534,1.5870343463998442,1.2206025267249756,1.5331807780320366,1.2304761904761905,1.6330466880693402
1.2548624455171768,1.257354830232417,1.20261031696706,,1.9963510464389271,2.8374251907350723,1.1259247569520336,1.7167314651936678,1.428710670981325,1.4681922196796338,1.2297297297297296,1.611362622979115
1.278654932352555,1.259305636998061,1.442953020134228,,1.952696951679128,2.6247884240935644,1.1249311705105332,1.575649407336993,1.192592372402723,1.403203661327231,1.5786426503698938,1.6548183798180018
2.2196316014931767,1.261256443763705,1.2060032894736843,,1.946112806312703,2.2853672397263542,1.1239375840690329,1.7726121461135813,1.4498407643312103,1.3382151029748282,1.5626174076393238,1.6264636805263355
2.528438650844683,1.2632072505293492,1.4426321709786278,,1.8922837596825253,2.454174759894672,1.1229439976275322,1.7290130966864663,1.24090702296291,1.2732265446224256,1.452593917710197,1.5980110577196422
3.19806281185794,1.2651580572949934,1.1470899470899472,,1.8272073002055864,1.6317165566122451,1.1219504111860317,1.3771463455241693,1.2334945005230864,1.2082379862700228,1.7381392483056066,1.574161256586487
2.870328176457073,1.2671088640606374,1.1076101803766625,,1.814170623342432,1.568544706459766,1.1209568247445312,1.640476065842133,1.1086206896551725,1.14324942791762,1.1677524429967423,1.5927788186026008
2.1985847167208155,1.2690596708262816,1.0681304136633776,,1.714728618410143,2.6784743801162403,1.119963238303031,1.7309094062679542,1.1645800655924712,1.0782608695652174,1.5757693805999218,1.66927914085565
1.9561227029493504,1.2710104775919255,1.028650646950093,,1.7720223054374855,2.2073467349232114,1.1189696518615304,1.7510779024357208,1.2301074783236992,1.1222686080847164,1.340955190853771,1.622340997184269
2.438140747176368,1.2729612843575695,1.0294573643410854,,1.8360814895477364,2.4323429860849943,1.11797606542003,1.6159055185136806,1.1611758023288838,1.1662763466042154,1.3334529791816223,1.7095972528747916
2.149043401673436,1.274912091123214,1.075078901057347,,1.8905275129360013,2.5865922585065086,1.1169824789785294,1.623974205764641,1.2391612851789844,1.4230224053433358,1.4564543068480076,1.5833566145507267
2.1346970616278065,1.276862897888858,1.1207004377736085,,1.8351508433525547,2.514544547435864,1.115988892537029,1.7484362337202797,1.217461839097412,1.6797684640824562,1.387647831800263,1.6362507935068469
2.28039825310606,1.278813704654502,1.115322839704465,,2.0086946915005144,2.695765117635621,1.1149953060955284,1.734431424675821,1.643952510511996,1.9365145228215763,1.758665414459209,1.679612564310666
2.419822534156515,1.280764511420146,1.2909791827293755,,2.1123396756267407,2.7624339124553656,1.114001719654028,1.711598121646157,1.9462544003228768,1.4144908616187988,2.1296829971181555,1.6445210487830355
2.353549382716049,1.2827153181857902,1.311446439279901,,1.926189430242473,2.943811057970472,1.1130081332125277,1.5965319284451889,1.650428652441262,1.3770491803278688,1.4298561151079137,1.656682830174806
2.023541464584264,1.2846661249514344,1.3319136958304267,,1.8633897996188624,2.50334520809801,1.1120145467710272,1.6506992835060457,1.6163229741504503,1.125890736342043,1.6093023255813954,1.7105709014696098
2.129057455302899,1.2866169317170784,1.3523809523809522,,2.024355846236953,3.083846267523103,1.111020960329527,1.6440363214784064,1.418537708693149,1.090128755364807,1.3332223701731023,1.6401348276990266
