Specimen #1,,Specimen #2,
Crack density,Cumulative AE energy,Crack density,Cumulative AE energy
[mm-1],[eu],[mm-1],[eu]
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.48E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.925,3.49E+09
0.9125,6.32E+09,0.9375,3.49E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.32E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.53E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.9375,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.54E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
0.9125,6.33E+09,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.55E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.56E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.57E+09
,,0.95,3.63E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.64E+09
,,0.95,3.66E+09
,,0.95,3.66E+09
,,0.95,3.66E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.67E+09
,,0.95,3.68E+09
,,0.975,3.68E+09
,,0.975,3.68E+09
,,0.975,3.71E+09
,,0.975,3.71E+09
,,0.975,3.71E+09
,,0.975,3.71E+09
,,0.975,3.71E+09
,,0.9875,3.71E+09
,,0.9875,3.71E+09
,,0.9875,3.71E+09
,,0.9875,3.71E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,0.9875,3.72E+09
,,1,3.75E+09
