RMS_Kurtosis,RMS_Kurtosis.1,RMS_Kurtosis.2,RMS_Kurtosis.3,RMS_Kurtosis.4,RMS_Kurtosis.5,RMS_Kurtosis.6,RMS_Kurtosis.7,RMS_Kurtosis.8,RMS_Kurtosis.9,RMS_Kurtosis.10,RMS_Kurtosis.11,RMS_Kurtosis.12,RMS_Kurtosis.13,RMS_Kurtosis.14,RMS_Kurtosis.15,RMS_Kurtosis.16,RMS_Kurtosis.17,RMS_Kurtosis.18,RMS_Kurtosis.19,RMS_Kurtosis.20,RMS_Kurtosis.21,RMS_Kurtosis.22,RMS_Kurtosis
41.49383778738173,0.3514468730907967,2.0544612930022,2.587838994695357,151.95537544074173,33.79541705429585,14.330350135988803,29.97800673329609,30.335102925751706,46.85918875265425,34.85662102425263,205.79993328931485,41.49383778738173,0.3514468730907967,2.0544612930022,2.587838994695357,151.95537544074173,33.79541705429585,14.330350135988803,29.97800673329609,30.335102925751706,46.85918875265425,34.85662102425263,205.79993328931485
42.94246154459997,-0.0459895729013539,4.152793515720566,3.190298118696682,157.63322636866965,34.82635076433478,13.003094182351225,32.537605310397986,28.57558947266908,60.589931463456494,29.188065567621045,209.60955694942305,42.94246154459997,-0.0459895729013539,4.152793515720566,3.190298118696682,157.63322636866965,34.82635076433478,13.003094182351225,32.537605310397986,28.57558947266908,60.589931463456494,29.188065567621045,209.60955694942305
47.51518374820977,0.3138700472609046,5.600255035221618,3.435936681699263,171.99327401709627,37.0185778879115,13.832549979972086,34.40179219286433,27.254482053143,115.1739898052294,21.279351216513128,208.14265974918723,47.51518374820977,0.3138700472609046,5.600255035221618,3.435936681699263,171.99327401709627,37.0185778879115,13.832549979972086,34.40179219286433,27.254482053143,115.1739898052294,21.279351216513128,208.14265974918723
55.61499108271161,-0.1023400644107686,5.836711292978819,3.885405655442397,196.6451728081939,39.06238059164052,18.63014705891144,31.73240123247075,27.30341178198104,226.8251123893548,18.5242736927294,202.57029409716665,55.61499108271161,-0.1023400644107686,5.836711292978819,3.885405655442397,196.6451728081939,39.06238059164052,18.63014705891144,31.73240123247075,27.30341178198104,226.8251123893548,18.5242736927294,202.57029409716665
62.7024739446929,0.0002129048629115,3.7051252961974734,3.225195561029901,236.30767264559435,41.85167507532879,21.961655588337287,33.36904112260955,31.00255341416833,302.28509291069474,22.13520681838291,206.34181475600943,62.7024739446929,0.0002129048629115,3.7051252961974734,3.225195561029901,236.30767264559435,41.85167507532879,21.961655588337287,33.36904112260955,31.00255341416833,302.28509291069474,22.13520681838291,206.34181475600943
64.98842072379796,0.9306018059439238,2.488842198383081,1.5347986628380037,273.19753767305565,47.93598965569083,23.057358390639987,42.555613013544026,35.515799738957256,283.83109802564417,31.24920233134533,231.7483578325108,64.98842072379796,0.9306018059439238,2.488842198383081,1.5347986628380037,273.19753767305565,47.93598965569083,23.057358390639987,42.555613013544026,35.515799738957256,283.83109802564417,31.24920233134533,231.7483578325108
68.75831653987689,2.192298816664769,3.972168625971581,0.8467204319957129,308.0653495178357,60.414067509065305,19.32393669058733,50.637520064444494,43.588769139121766,312.83711351537573,40.67652020095315,264.3128941541879,68.75831653987689,2.192298816664769,3.972168625971581,0.8467204319957129,308.0653495178357,60.414067509065305,19.32393669058733,50.637520064444494,43.588769139121766,312.83711351537573,40.67652020095315,264.3128941541879
75.19229383581177,2.239006417303117,6.4838661514769385,2.294007787775022,311.79475883332464,66.03237596894878,17.53139279203799,38.818059761427705,68.64513004656604,356.7484061959441,43.09794653332298,260.9034685569514,75.19229383581177,2.239006417303117,6.4838661514769385,2.294007787775022,311.79475883332464,66.03237596894878,17.53139279203799,38.818059761427705,68.64513004656604,356.7484061959441,43.09794653332298,260.9034685569514
88.43540422149934,1.8305404788065829,8.570542302176465,4.675865087819701,286.3777594789611,71.4776551239495,26.02888348998636,23.966691252189754,84.46979011567701,271.1230734697809,45.41082438618831,217.38728824815595,88.43540422149934,1.8305404788065829,8.570542302176465,4.675865087819701,286.3777594789611,71.4776551239495,26.02888348998636,23.966691252189754,84.46979011567701,271.1230734697809,45.41082438618831,217.38728824815595
120.41611988100576,4.798005194270087,12.279192805730052,5.73810739862394,243.03205394848447,70.2410540803434,29.035246154016747,23.7749146680823,76.17377120540904,86.79912258951047,60.68973923260304,149.71093117759963,120.41611988100576,4.798005194270087,12.279192805730052,5.73810739862394,243.03205394848447,70.2410540803434,29.035246154016747,23.7749146680823,76.17377120540904,86.79912258951047,60.68973923260304,149.71093117759963
177.96975694922855,2.459179291042504,14.485370048415533,4.45839323098286,308.4709813058457,103.23067156967169,31.41349646931021,24.851364455340068,107.0439982016844,80.74851593430967,74.74535736028854,142.46192678609242,177.96975694922855,2.459179291042504,14.485370048415533,4.45839323098286,308.4709813058457,103.23067156967169,31.41349646931021,24.851364455340068,107.0439982016844,80.74851593430967,74.74535736028854,142.46192678609242
152.21225230291788,7.914069017315745,41.47610648537112,14.60177504175154,181.15447312839703,78.8448562369621,29.13659410923195,18.251923902408173,56.632265384432685,43.52874436694733,53.65218676771371,96.89873944324664,152.21225230291788,7.914069017315745,41.47610648537112,14.60177504175154,181.15447312839703,78.8448562369621,29.13659410923195,18.251923902408173,56.632265384432685,43.52874436694733,53.65218676771371,96.89873944324664
310.4988754143439,7.257098939720448,25.47440449011249,12.327682634128404,591.5852894770387,200.2813790349477,59.10144028166043,51.18607945031025,185.12463002469408,169.98191349654903,142.23159198915712,330.78265490101927,310.4988754143439,7.257098939720448,25.47440449011249,12.327682634128404,591.5852894770387,200.2813790349477,59.10144028166043,51.18607945031025,185.12463002469408,169.98191349654903,142.23159198915712,330.78265490101927
