RMS_Mean,RMS_Mean.1,RMS_Mean.2,RMS_Mean.3,RMS_Mean.4,RMS_Mean.5,RMS_Mean.6,RMS_Mean.7,RMS_Mean.8,RMS_Mean.9,RMS_Mean.10,RMS_Mean.11,RMS_Mean.12,RMS_Mean.13,RMS_Mean.14,RMS_Mean.15,RMS_Mean.16,RMS_Mean.17,RMS_Mean.18,RMS_Mean.19,RMS_Mean.20,RMS_Mean.21,RMS_Mean.22,RMS_Mean
6.161150722664392,23.813410303125377,12.271277428475226,16.41346100543656,2.4758894704237893,6.040829138105083,8.014513868376996,3.572911254101363,3.744262162838408,1.875414319856004,6.258646461735877,2.025222227718709,6.161150722664392,23.813410303125377,12.271277428475226,16.41346100543656,2.4758894704237893,6.040829138105083,8.014513868376996,3.572911254101363,3.744262162838408,1.875414319856004,6.258646461735877,2.025222227718709
5.741535715545281,23.72698157124796,13.767129649787528,15.457719016965028,2.3760038143787896,5.705018488505782,7.837732535920919,3.561006701364364,3.653001612074938,1.8283603160415995,5.806735784054394,1.9879087291848665,5.741535715545281,23.72698157124796,13.767129649787528,15.457719016965028,2.3760038143787896,5.705018488505782,7.837732535920919,3.561006701364364,3.653001612074938,1.8283603160415995,5.806735784054394,1.9879087291848665
5.45524739758378,22.465150501517943,15.073610019877474,14.676511212435225,2.298517487992543,5.474044819564683,7.766488625744773,3.5499178724350124,3.6211134035806696,1.8005600881221968,5.414236717672649,1.9703236688504573,5.45524739758378,22.465150501517943,15.073610019877474,14.676511212435225,2.298517487992543,5.474044819564683,7.766488625744773,3.5499178724350124,3.6211134035806696,1.8005600881221968,5.414236717672649,1.9703236688504575
5.1764295711787165,19.953731519457754,15.350645921151004,13.941197769901535,2.189100326310364,5.230310727306032,7.633354000656384,3.4671705659540923,3.597431350120844,1.7584784475553232,5.024333707826896,1.9275163951679064,5.1764295711787165,19.953731519457754,15.350645921151004,13.941197769901535,2.189100326310364,5.230310727306032,7.633354000656384,3.4671705659540923,3.597431350120844,1.7584784475553232,5.024333707826896,1.9275163951679064
4.849661930507839,16.597261287869415,14.646429952562949,13.797066934325388,2.0877109492855723,5.0251600896603215,7.3781006523651325,3.3440231898256965,3.5655374033545013,1.7066822497326757,4.6247246446734405,1.8789000709233863,4.849661930507839,16.597261287869415,14.646429952562949,13.797066934325388,2.0877109492855723,5.0251600896603215,7.3781006523651325,3.3440231898256965,3.5655374033545013,1.7066822497326757,4.6247246446734405,1.8789000709233863
4.561993993892457,13.522393878752416,13.066915386816708,14.885417610873104,2.032788537545744,4.821357663821253,6.983714332116573,3.224681284473855,3.5285674504954727,1.663352722783265,4.289758302885988,1.839951427916571,4.561993993892457,13.522393878752416,13.066915386816708,14.885417610873104,2.032788537545744,4.821357663821253,6.983714332116573,3.224681284473855,3.5285674504954727,1.663352722783265,4.289758302885988,1.839951427916571
4.345543844401938,11.6196335134216,10.910963727096924,15.66404257618079,1.9990874424798253,4.520245946650613,6.492262460820009,3.067510918765832,3.444748779848508,1.600031916891469,3.977174990049149,1.7801225397627198,4.345543844401938,11.6196335134216,10.910963727096924,15.66404257618079,1.9990874424798253,4.520245946650613,6.492262460820009,3.067510918765832,3.444748779848508,1.600031916891469,3.977174990049149,1.7801225397627198
4.141558522614534,11.64732085306877,8.647542214374468,15.48092543330202,1.9572505997387688,4.175948386983583,6.04917749503991,2.8867462172799714,3.2825563412267207,1.520877163122761,3.760894410630716,1.6983944264788329,4.141558522614534,11.64732085306877,8.647542214374468,15.48092543330202,1.9572505997387688,4.175948386983583,6.04917749503991,2.8867462172799714,3.2825563412267207,1.520877163122761,3.760894410630716,1.6983944264788329
3.901064269227536,12.780327644779437,7.084350463510849,14.400764271804537,1.882671503498047,3.786381890377953,5.662625366151653,2.7309394024288784,3.11351176303034,1.4674502714494977,3.743979500309152,1.6226552004617174,3.901064269227536,12.780327644779437,7.084350463510849,14.400764271804537,1.882671503498047,3.786381890377953,5.662625366151653,2.7309394024288784,3.11351176303034,1.4674502714494977,3.743979500309152,1.6226552004617174
3.642561184104355,14.35220243435177,6.235823781295323,12.872828865974014,1.7866243855558197,3.4264294437237828,5.348477413263236,2.599355277214076,2.982723875079485,1.4310554477102524,3.719382221701763,1.549200345665516,3.642561184104355,14.35220243435177,6.235823781295323,12.872828865974014,1.7866243855558197,3.4264294437237828,5.348477413263236,2.599355277214076,2.982723875079485,1.4310554477102524,3.719382221701763,1.549200345665516
3.379380944076668,14.142385590355447,6.30666537755178,11.67055546521104,1.6548066958574432,3.1417455488055284,5.113276275094255,2.495878093074182,2.819919540296305,1.3938615090827051,3.500943633612005,1.479627085606382,3.379380944076668,14.142385590355447,6.30666537755178,11.67055546521104,1.6548066958574432,3.1417455488055284,5.113276275094255,2.495878093074182,2.819919540296305,1.3938615090827051,3.500943633612005,1.479627085606382
3.0705574804162388,13.36281811122839,6.629354458775589,9.953579289813693,1.4489073772501992,2.921325351444388,4.948548910360449,2.4576135135485897,2.557312881042084,1.3395746030240328,3.224478321546067,1.4068328582200798,3.0705574804162388,13.36281811122839,6.629354458775589,9.953579289813693,1.4489073772501992,2.921325351444388,4.948548910360449,2.4576135135485897,2.557312881042084,1.3395746030240328,3.224478321546067,1.4068328582200798
2.741380151310085,11.637800775005196,6.256810118902982,8.391950735631449,1.2374106749152731,2.708931076066197,4.655965275879707,2.388765798621556,2.244896741534209,1.2519629615024876,3.084874122119454,1.31987410513796,2.741380151310085,11.637800775005196,6.256810118902982,8.391950735631449,1.2374106749152731,2.708931076066197,4.655965275879707,2.388765798621556,2.244896741534209,1.2519629615024876,3.084874122119454,1.31987410513796
2.4556009814759805,9.607885781059604,4.79874642037457,7.190726131569267,1.1251464065361174,2.468024699365026,4.22697935458184,2.278308552230604,1.9736761283369864,1.160975202720376,2.915073156013706,1.2199748856487538,2.4556009814759805,9.607885781059604,4.79874642037457,7.190726131569267,1.1251464065361174,2.468024699365026,4.22697935458184,2.278308552230604,1.9736761283369864,1.160975202720376,2.915073156013706,1.2199748856487538
2.1740349218599784,8.51094502692619,3.349048579344043,6.9798311641921895,1.0802884257950265,2.20474823087013,3.7616121247736425,2.119159133837153,1.6297676033396316,1.085499831926446,2.5391190601990314,1.1416100618148872,2.1740349218599784,8.51094502692619,3.349048579344043,6.9798311641921895,1.0802884257950265,2.20474823087013,3.7616121247736425,2.119159133837153,1.6297676033396316,1.085499831926446,2.5391190601990314,1.1416100618148872
1.915300368598682,7.999617147857736,2.8253080555682377,6.138364450118871,1.025979391426952,1.9310457145118312,3.2793220582810267,1.9529832477753644,1.3945716068448066,0.9987100372253216,1.9930440567688383,1.0749769420885644,1.915300368598682,7.999617147857736,2.8253080555682377,6.138364450118871,1.025979391426952,1.9310457145118312,3.2793220582810267,1.9529832477753644,1.3945716068448066,0.9987100372253216,1.9930440567688383,1.0749769420885644
1.5420051772808236,5.255908673262863,2.465082777833517,5.05331127327069,0.8991712427019978,1.6479261670459011,2.7687840009426377,1.756979662821074,1.2836597267614709,0.91136077699763,1.789170720265126,1.0182223544715563,1.5420051772808236,5.255908673262863,2.465082777833517,5.05331127327069,0.8991712427019978,1.6479261670459011,2.7687840009426377,1.756979662821074,1.2836597267614709,0.91136077699763,1.789170720265126,1.0182223544715563
1.1807010417723895,5.325522462569237,2.3363323324212573,4.084912416627221,0.7968477333675369,1.263855726242047,2.163005352003861,1.479892066371891,1.077863573195076,0.7937337393657523,1.4527299256260664,0.9020346199073777,1.1807010417723895,5.325522462569237,2.3363323324212573,4.084912416627221,0.7968477333675369,1.263855726242047,2.163005352003861,1.479892066371891,1.077863573195076,0.7937337393657523,1.4527299256260664,0.9020346199073777
0.774085125004093,3.5775188717468707,1.5607224410297662,2.330082471987257,0.6026707709816057,0.8116128752383657,1.300892397363522,1.03209049802528,0.7296392038094933,0.5799425270742603,1.0018413874316192,0.6833325189722914,0.774085125004093,3.5775188717468707,1.5607224410297662,2.330082471987257,0.6026707709816057,0.8116128752383657,1.300892397363522,1.03209049802528,0.7296392038094933,0.5799425270742603,1.0018413874316192,0.6833325189722914
0.336282232944301,1.266251642889253,0.6299399924070722,1.122681064991077,0.2304926564810464,0.3584802697070661,0.5950042582450241,0.422809472043525,0.3012887237700667,0.2285639929916831,0.4103846471408266,0.2604127759456422,0.336282232944301,1.266251642889253,0.6299399924070722,1.122681064991077,0.2304926564810464,0.3584802697070661,0.5950042582450241,0.422809472043525,0.3012887237700667,0.2285639929916831,0.4103846471408266,0.2604127759456422
