Counts_Skewness,Counts_Skewness.1,Counts_Skewness.2,Counts_Skewness.3,Counts_Skewness.4,Counts_Skewness.5,Counts_Skewness.6,Counts_Skewness.7,Counts_Skewness.8,Counts_Skewness.9,Counts_Skewness.10,Counts_Skewness.11,Counts_Skewness.12,Counts_Skewness.13,Counts_Skewness.14,Counts_Skewness.15,Counts_Skewness.16,Counts_Skewness.17,Counts_Skewness.18,Counts_Skewness.19,Counts_Skewness.20,Counts_Skewness.21,Counts_Skewness.22,Counts_Skewness
2.1701721844579858,-0.2330171230671539,0.5815499981762144,1.0851565299883814,6.07196955799236,2.7531698421694024,2.426055064825422,2.370198240484953,2.754186757427695,7.903104399521687,3.5095388669271403,6.27734523582739,2.1701721844579858,-0.2330171230671539,0.5815499981762144,1.0851565299883814,6.07196955799236,2.7531698421694024,2.426055064825422,2.370198240484953,2.754186757427695,7.903104399521687,3.5095388669271403,6.27734523582739
2.182377361473101,-0.2807596274484938,0.5855804309676222,1.0371764627605833,6.210193682132554,2.661646793979906,2.3759020736401464,2.3065539655338543,2.709804577381908,7.791463966789829,3.784437034400959,5.701882307481506,2.182377361473101,-0.2807596274484938,0.5855804309676222,1.0371764627605833,6.210193682132554,2.661646793979906,2.3759020736401464,2.3065539655338543,2.709804577381908,7.791463966789829,3.784437034400959,5.701882307481506
2.236244610811236,-0.2697318181069381,0.6943684104017788,0.992428755438682,6.348345335085125,2.435601722410084,2.356890211847092,2.3066016667584868,2.689141936418399,8.101432275463159,3.8454639358717824,5.185277261922943,2.236244610811236,-0.2697318181069381,0.6943684104017788,0.992428755438682,6.348345335085125,2.435601722410084,2.356890211847092,2.3066016667584868,2.689141936418399,8.101432275463159,3.8454639358717824,5.185277261922943
2.3026475802178705,-0.2245243750833106,0.9110437493793474,0.9396000963299782,6.367978763912388,2.2015615133957263,2.3917173052491187,2.346736175949809,2.6811781214010155,8.424311238134345,3.57487838781507,4.819592008646479,2.3026475802178705,-0.2245243750833106,0.9110437493793474,0.9396000963299782,6.367978763912388,2.2015615133957263,2.3917173052491187,2.346736175949809,2.6811781214010155,8.424311238134345,3.57487838781507,4.819592008646479
2.423819871775516,0.0937801286663915,0.9586645934999556,0.8900536478827743,6.338379550778422,2.0259356577960967,2.411153643283659,2.3642304099738127,2.7256108254966547,8.971919672069426,3.182709576032241,4.586390540692935,2.423819871775516,0.0937801286663915,0.9586645934999556,0.8900536478827743,6.338379550778422,2.0259356577960967,2.411153643283659,2.3642304099738127,2.7256108254966547,8.971919672069426,3.182709576032241,4.586390540692935
2.6582886068137417,0.609251358926124,0.858225171860387,0.9539698517280876,6.217351253345018,1.9314447177159824,2.2793977545184547,2.3022363576250555,2.812539117714054,9.951718844804402,3.0767852645246023,4.4147321130483705,2.6582886068137417,0.609251358926124,0.858225171860387,0.9539698517280876,6.217351253345018,1.9314447177159824,2.2793977545184547,2.3022363576250555,2.812539117714054,9.951718844804402,3.0767852645246023,4.4147321130483705
2.990508496618525,0.9576503339781912,0.953827770866238,1.091908857555914,6.26967587420961,1.97116069084635,2.0325789458786647,2.183605323952289,3.017627221090308,10.88697223279186,3.24158867940714,4.394828710184807,2.990508496618525,0.9576503339781912,0.953827770866238,1.091908857555914,6.26967587420961,1.97116069084635,2.0325789458786647,2.183605323952289,3.017627221090308,10.88697223279186,3.24158867940714,4.394828710184807
3.238684729355115,0.9372194084595628,1.0807436019122818,1.159371475842251,6.349531097753693,2.121903199156208,1.7851021610386748,2.0081584569021818,3.307385385638094,11.21446112055136,3.4706247901914384,4.34197161124276,3.238684729355115,0.9372194084595628,1.0807436019122818,1.159371475842251,6.349531097753693,2.121903199156208,1.7851021610386748,2.0081584569021818,3.307385385638094,11.21446112055136,3.4706247901914384,4.34197161124276
3.254106435573045,0.3864188793623336,1.1884480087933753,1.2383135054812175,6.248250191642059,2.257228824503534,1.6474706932492529,1.846254759651898,3.7340984543488975,10.58804732653705,3.658784850524288,4.309307877734748,3.254106435573045,0.3864188793623336,1.1884480087933753,1.2383135054812175,6.248250191642059,2.257228824503534,1.6474706932492529,1.846254759651898,3.7340984543488975,10.58804732653705,3.658784850524288,4.309307877734748
2.895714961110784,-0.1035421672953338,1.3733341104362948,1.438718527601166,5.936621181125218,2.289842765368612,1.5776567801859434,1.77196356013335,4.138263326814062,9.900030364600026,3.8161430004594656,4.188870223145322,2.895714961110784,-0.1035421672953338,1.3733341104362948,1.438718527601166,5.936621181125218,2.289842765368612,1.5776567801859434,1.77196356013335,4.138263326814062,9.900030364600026,3.8161430004594656,4.188870223145322
2.381086877174553,-0.0237575146688637,1.304674206193664,1.6141878875297255,5.647102252062428,2.246108543483161,1.5799084061250488,1.7828131546024013,4.054666258503731,9.780273268629593,4.084170890345879,3.928380523879312,2.381086877174553,-0.0237575146688637,1.304674206193664,1.6141878875297255,5.647102252062428,2.246108543483161,1.5799084061250488,1.7828131546024013,4.054666258503731,9.780273268629593,4.084170890345879,3.928380523879312
2.136767726237938,0.3807939366961962,1.231781356775042,1.7581725052665311,5.5955705660053,2.343413727279366,1.7466002028629628,1.91840714249802,3.358697374499374,10.395514460264812,4.460459094869021,3.684365923642941,2.136767726237938,0.3807939366961962,1.231781356775042,1.7581725052665311,5.5955705660053,2.343413727279366,1.7466002028629628,1.91840714249802,3.358697374499374,10.395514460264812,4.460459094869021,3.684365923642941
2.053579931359004,0.9703661095433072,1.3171223210070364,1.8850038114579823,5.428410319493771,2.6810852262518,2.107987628787868,2.141589951832989,2.81750839594432,11.739843152135554,4.565208639141292,3.3375808989231404,2.053579931359004,0.9703661095433072,1.3171223210070364,1.8850038114579823,5.428410319493771,2.6810852262518,2.107987628787868,2.141589951832989,2.81750839594432,11.739843152135554,4.565208639141292,3.3375808989231404
1.9994115707580105,1.898134556231159,1.4321535695736296,1.98348824116854,5.044483771713971,2.762449658526,2.283247295880916,2.5705648071572167,2.905275220260692,12.139734809434152,4.724389428480815,2.715465373691972,1.9994115707580105,1.898134556231159,1.4321535695736296,1.98348824116854,5.044483771713971,2.762449658526,2.283247295880916,2.5705648071572167,2.905275220260692,12.139734809434152,4.724389428480815,2.715465373691972
2.300748087601009,1.8917270781213649,1.222324439611055,2.1278841442199035,4.396262671586116,2.662049827896462,2.375438481131525,2.711205948785808,2.847587044569305,10.46710649240976,4.926306222229897,2.391226467116682,2.300748087601009,1.8917270781213649,1.222324439611055,2.1278841442199035,4.396262671586116,2.662049827896462,2.375438481131525,2.711205948785808,2.847587044569305,10.46710649240976,4.926306222229897,2.391226467116682
3.1743350982403444,1.9414990831570185,1.018725807552485,1.990941784428544,3.344668999159586,2.537317991853548,2.596469839262758,2.1588261908558337,2.9289453636015703,9.20259821138167,5.311338599395547,2.3105553175378617,3.1743350982403444,1.9414990831570185,1.018725807552485,1.990941784428544,3.344668999159586,2.537317991853548,2.596469839262758,2.1588261908558337,2.9289453636015703,9.20259821138167,5.311338599395547,2.3105553175378617
2.7705957213038817,1.5320470019452497,1.3380364659154589,1.6089123697968903,2.79682983820408,2.148597428470556,3.2483189015226537,1.8208604472096643,2.945375708030527,10.393863759944692,4.690175579812024,2.362617556217736,2.7705957213038817,1.5320470019452497,1.3380364659154589,1.6089123697968903,2.79682983820408,2.148597428470556,3.2483189015226537,1.8208604472096643,2.945375708030527,10.393863759944692,4.690175579812024,2.362617556217736
3.151137908203724,1.2010172585625964,2.2102962293961834,2.1854377794289586,3.807127511343179,2.0836284508187224,3.0359394437820164,1.5494269734881423,3.445941268606469,9.140798929747302,4.965540999337443,2.5235251891000674,3.151137908203724,1.2010172585625964,2.2102962293961834,2.1854377794289586,3.807127511343179,2.0836284508187224,3.0359394437820164,1.5494269734881423,3.445941268606469,9.140798929747302,4.965540999337443,2.5235251891000674
3.020146775974969,1.6052604646717863,2.0451791951055034,2.6235815313581923,4.148073663593627,2.299082272859971,2.2989984038767584,1.516451479000752,2.960625475835493,9.23673707392119,4.4744418649679885,1.3552654772766832,3.020146775974969,1.6052604646717863,2.0451791951055034,2.6235815313581923,4.148073663593627,2.299082272859971,2.2989984038767584,1.516451479000752,2.960625475835493,9.23673707392119,4.4744418649679885,1.3552654772766832
3.960994131547888,1.9099135649764885,2.5811980823098923,2.330407955879444,4.604479271170703,2.5245468647673013,3.486974999391548,1.698803865872473,3.804470447790399,9.598321146883562,6.238691411304069,2.4605930610766795,3.960994131547888,1.9099135649764885,2.5811980823098923,2.330407955879444,4.604479271170703,2.5245468647673013,3.486974999391548,1.698803865872473,3.804470447790399,9.598321146883562,6.238691411304069,2.4605930610766795
