Energy_envelope_Root_standard_squared,Energy_envelope_Root_standard_squared.1,Energy_envelope_Root_standard_squared.2,Energy_envelope_Root_standard_squared.3,Energy_envelope_Root_standard_squared.4,Energy_envelope_Root_standard_squared.5,Energy_envelope_Root_standard_squared.6,Energy_envelope_Root_standard_squared.7,Energy_envelope_Root_standard_squared.8,Energy_envelope_Root_standard_squared.9,Energy_envelope_Root_standard_squared.10,Energy_envelope_Root_standard_squared
,,,,,,38099309.32504601,330020336.4304877,5953539.702338085,90129300.61377583,,
,,,,,,16987147.32577856,309093108.7205437,5518400.059172349,93737956.694125,,
,,,,,,100974900.41128524,317725760.4507897,3679776.456708672,93217824.3881836,,
,,,,,,5736502.25098154,323743429.885016,5954321.702834736,91774312.49118394,,
,,,,,,3976269.734670113,340200022.45786625,7000859.325642526,91941606.89356564,,
,,,,,,96030916.88757811,330320905.40347403,6051718.358869147,88312703.75404926,,
,,,,,,4360556.304499082,334461619.6898594,9243786.244171688,82764912.83455059,,
,,,,,,4151580.431219471,337524207.4660461,7588547.10145809,83784716.03412464,,
,,,,,,8519710.116712393,345303642.34882474,6013195.447495134,80989175.69723395,,
,,,,,,34726887.50455656,361174860.6789668,8198044.500777765,80089744.27755447,,
,,,,,,6701024.917080168,350032399.00003976,4625958.105497276,83212120.46795245,,
,,,,,,55869623.624580055,334779985.4891906,7008193.920201055,79128917.66549371,,
,,,,,,46582149.28302969,299598882.769285,4407736.229734375,79691542.09021217,,
,,,,,,17322449.69448633,310255124.04258007,123131798.6414788,78655578.54792288,,
,,,,,,35647874.81503278,340826107.2390345,4935137.862198278,85925470.19732198,,
,,,,,,2921407.940156888,362048247.722868,4512885.3415603535,79527760.09440385,,
,,,,,,61089978.76807052,317324643.0162097,5504720.0215563625,81062088.33630848,,
,,,,,,94535798.5688147,323220945.26190615,4202236.26911747,84863943.73673792,,
,,,,,,8776415.871927973,313996831.59714866,3462611.497010208,83706483.04673694,,
,,,,,,91000614.09262411,294951816.46617603,4584546.033244513,82363377.99719791,,
,,,,,,82298111.77415678,261914550.2141844,3511458.105716413,81293337.49331628,,
,,,,,,36981292.84503242,298557680.36237174,4683992.920037738,89054419.63972077,,
,,,,,,91342962.6087692,328575297.1420392,4071897.229119172,72439449.47346824,,
,,,,,,63714436.60657374,354479606.73092616,7642869.208108125,76584676.78660111,,
,,,,,,8565015.143942172,350136894.39360183,4155656.788946994,77874497.27133042,,
,,,,,,71622158.96526788,359119788.5408417,3344646.950967793,74815509.30421704,,
,,,,,,140751148.2731768,374984407.9486191,3413960.504120752,76345225.83696806,,
,,,,,,212859461.5785504,411573396.96430045,3357852.6435895683,76872185.16253395,,
,,,,,,309112289.3462691,429090292.1724406,3770509.435504263,79631795.08755733,,
,,,,,,30243442.14448992,447062150.9307599,3737744.223000336,73938780.6627039,,
,,,,,,114574219.87195577,434057982.096386,3929218.701402866,76463752.44761069,,
,,,,,,38694580.69824287,433436835.20782536,4094693.6002067816,79481065.36985843,,
,,,,,,4391339.422140272,466635668.61249024,4200131.719941737,79419230.38616635,,
,,,,,,28132242.357518,440165360.2080397,4108268.799830574,80454016.76689357,,
,,,,,,6146776.705443124,456765879.1127965,4097518.84918214,80234880.75424206,,
,,,,,,4012282.629105689,474732892.4560474,3350111.756479628,90922178.19351724,,
,,,,,,3581514.223466052,453041180.5752795,5180905.039149049,99597126.297891,,
,,,,,,5288892.249022877,442025611.4580556,3350936.951810111,88622507.27666764,,
,,,,,,4121989.777869723,395632295.4589732,3583138.862535045,77942563.20429395,,
,,,,,,8563031.82779707,440252114.176808,4601072.05048276,92512817.31792806,,
,,,,,,9713338.560855445,431935076.6472034,5421723.717011781,79850101.25951803,,
,,,,,,10863645.29391382,449338180.12315285,5545028.646836401,65363421.62989363,,
,,,,,,14766716.19979795,455806060.3216339,5062852.77205047,72967365.69722469,,
,,,,,,50795490.6133145,518468510.83795017,3025707.463073964,76862812.24965967,,
,,,,,,62165498.16844836,515055455.28269845,5999767.206890222,74301198.17380436,,
,,,,,,14294883.300023826,539623724.7104231,7428986.59508825,71035110.10498743,,
,,,,,,36257387.01358304,536571508.1190288,5393403.353048652,70804613.1504527,,
,,,,,,29697398.811498184,526990342.28581446,3224363.1697394312,65362443.46172758,,
,,,,,,6650488.1367705325,535889273.55922014,3854854.105157196,64499482.09006064,,
,,,,,,6340104.512919333,488874109.1505861,5565700.784359752,73240972.01328984,,
,,,,,,29676433.84457776,511531537.1336175,28650122.80126772,68176983.48013952,,
,,,,,,2811866.7312454083,469249480.8085624,4701562.505281035,89272614.7907207,,
,,,,,,28073854.02061233,508526752.3571,9380761.969932135,92146867.78514664,,
,,,,,,5059945.762347002,449295648.7676051,13400800.064528184,89488482.53817989,,
,,,,,,2206163.0744588054,437053855.7518002,12968067.81910042,93288981.01878227,,
,,,,,,36435322.66833043,455719462.2415248,15916026.676100751,89638837.09340557,,
,,,,,,5031985.556791072,477484693.39989,12621168.999936616,88375266.8055579,,
,,,,,,25882293.94793004,519536219.4842469,6240214.866580638,86397272.28587902,,
,,,,,,3838120.061764557,539842380.0732172,8545497.699720835,80124238.59438844,,
,,,,,,2301242.57578391,534863817.04482585,56520560.06761645,86467296.5781322,,
,,,,,,4602854.81359918,536085055.573989,8691005.821856374,91280760.02888444,,
,,,,,,30618879.606634103,524798600.0242694,6982090.723204726,218558794.29451844,,
,,,,,,27870878.6040007,534583726.1017044,7390149.863791014,85715532.64443074,,
,,,,,,26377034.994274475,555922480.3260696,7417189.610167353,86469574.48868892,,
,,,,,,28958081.801114697,533559896.9412187,7208499.777158702,93185893.61500823,,
,,,,,,4462121.195087243,509037149.2624816,7501151.024067457,91246935.8052589,,
,,,,,,10480251.175764816,470892685.0822237,9533702.074245304,96222758.47889794,,
,,,,,,35064650.51387139,472886062.8997814,12938241.365140466,115252432.45161828,,
,,,,,,17764305.576580953,486154211.41182256,15337683.380047372,96854800.12768388,,
,,,,,,5411817.971092594,541570631.8643315,22155832.259370565,161352745.18924502,,
,,,,,,7827337.956479932,459072719.69664615,19647670.967973787,190703847.29202887,,
,,,,,,8876693.500146167,475300340.4724741,18063515.94225344,192965315.80198464,,
,,,,,,12139388.342144473,429766077.9900538,28667262.919603538,175517220.64075863,,
,,,,,,12398026.138076363,439911941.8935638,33716997.52287919,111409316.4804346,,
,,,,,,13709153.381460227,465617651.9191504,37844771.79809392,123765428.84193672,,
,,,,,,13470469.850022605,450901635.8141249,35660344.49701771,144896793.35121822,,
,,,,,,14589162.164272347,459337979.6174686,34577214.54401118,88450469.92769036,,
,,,,,,11474396.25942797,504361854.99501646,33344472.8130024,82597524.30197994,,
,,,,,,5998188.431314689,502526088.34274375,29820206.47813049,87143280.71408188,,
,,,,,,17292252.326710187,540466829.0376092,29155551.31674089,88137341.41265318,,
,,,,,,27483797.49585948,534080660.0215933,33197264.445564263,73344383.02855946,,
,,,,,,7731753.162381895,649161378.4993243,33378535.292583093,75246232.00950064,,
,,,,,,14475740.1866407,573449994.2285262,35008009.69559619,73865368.7203527,,
,,,,,,28530330.18898564,561843970.0368251,34057644.479994595,69380647.54890178,,
,,,,,,22658149.97823867,602157981.7479625,37398348.844267,74932364.39173245,,
,,,,,,73956102.68720886,548856918.1873549,37445478.19912165,72214993.19580029,,
,,,,,,15391725.906188924,504958895.1876608,38331306.13651063,82009696.08310851,,
,,,,,,71884890.9278226,508486532.23778,39336114.691811,115714987.28576064,,
,,,,,,9079175.065777091,488458376.1679116,29224791.71043286,84424207.15065776,,
,,,,,,6730231.998924886,464367770.21977055,33190956.594297167,114910736.42104864,,
,,,,,,5981435.097153951,511222430.9537493,35382709.52455776,122752986.30243298,,
,,,,,,10933798.4094388,517107851.9053372,38561786.1293872,135883953.5009224,,
,,,,,,8870383.041330578,489730073.4976085,39594838.19002044,107728888.8806418,,
,,,,,,11869298.409376066,553992822.0913125,34325321.982884124,64043336.07467921,,
,,,,,,16475319.64258396,506933157.6069936,161118685.28029904,108678576.72264393,,
,,,,,,8733511.588147415,534603012.6118156,79749786.60229583,118800750.26667906,,
,,,,,,9486129.810456004,473626771.1572729,23012240.95244957,119557134.27907276,,
,,,,,,9556477.550980229,478952643.2638971,13435653.28725001,94708083.46723115,,
,,,,,,10085872.821379457,382696835.0332576,53699995.80169664,159442238.6384354,,
,,,,,,8938717.240326554,396785236.856296,300688044.9663433,178201673.0864887,,
,,,,,,10476351.789562194,399749704.3875285,98144150.22889118,85562766.4343265,,
,,,,,,35945881.6333549,450912741.4364436,131060092.39338551,101711109.82083865,,
,,,,,,23693489.781238377,482322927.0797317,67685362.48692802,140454681.22670278,,
,,,,,,42755246.6273014,466927255.54990727,197957858.0928111,122132853.2164452,,
,,,,,,23219327.59134614,522409647.4296864,294047505.75636554,142288569.8734411,,
,,,,,,20244014.42710108,531157173.0160974,,97220469.66675368,,
,,,,,,16874575.84839951,522336934.26089007,,111613394.15136597,,
,,,,,,21250455.22104508,477173506.4229569,,72825066.18006234,,
,,,,,,22631245.644753814,511634238.788052,,98893641.69123678,,
,,,,,,23183725.77245371,497635412.5055199,,90030750.47199155,,
,,,,,,21762568.90707435,505926997.92255056,,112890376.20189102,,
,,,,,,14912285.484297318,526188467.2120541,,75126013.6903283,,
,,,,,,9631172.099111876,519281533.5395738,,71786365.66020694,,
,,,,,,28489969.5714674,537839054.7274984,,78924931.43099669,,
,,,,,,12942042.478240505,517992432.0084567,,76069330.58881578,,
,,,,,,14248856.150403293,522815079.4367731,,69558546.32496682,,
,,,,,,13683465.55394734,513130675.1212343,,90930357.61050054,,
,,,,,,11481472.130356638,531924606.843932,,67021351.38702986,,
,,,,,,23830519.7168664,564283557.1364701,,84004451.89248195,,
,,,,,,13766010.932518292,559431628.6980164,,85420732.75601411,,
,,,,,,18415061.95737159,555164615.4727633,,74090622.41089322,,
,,,,,,9764874.034824325,549152802.1954764,,68902270.19853814,,
,,,,,,38147413.71193433,543708807.2965934,,76705883.44987999,,
,,,,,,24193650.48209954,580478932.5452548,,73205076.48725323,,
,,,,,,35095632.23565671,533944031.2867668,,84339636.36646582,,
,,,,,,18879147.45182337,510947882.9248219,,80250551.3043735,,
,,,,,,23153338.888319872,543883281.4263042,,74420481.18932542,,
,,,,,,22799005.474471208,531418535.7025287,,65905219.27069785,,
,,,,,,27123168.397557065,511880345.7651793,,82716281.86403969,,
,,,,,,29431346.98658298,490265947.59151405,,74359745.72987434,,
,,,,,,27076663.277792577,509006181.5462245,,78421676.38580158,,
,,,,,,24011368.603732783,483430071.5215758,,93030270.33195636,,
,,,,,,42630837.5738666,500980106.6730647,,75378641.72179906,,
,,,,,,30918602.332052004,511012660.7496499,,69782010.20124078,,
,,,,,,28887910.598397896,560051047.0672704,,66747114.97934725,,
,,,,,,40055674.6645264,569487212.4541363,,64930812.72495972,,
,,,,,,35988195.34974662,522751640.77177775,,64313689.57952934,,
,,,,,,37401634.16339456,547409774.2759986,,89538879.8483744,,
,,,,,,40857732.21573887,524347043.4733301,,67514051.48774791,,
,,,,,,33926217.59283826,563406476.9262182,,64956759.59632443,,
,,,,,,34234065.69474466,580205041.1197582,,69254145.65104991,,
,,,,,,48365949.54602885,469890782.1280031,,75256077.14960107,,
,,,,,,48097635.02287229,361225627.8267831,,52362284.06604381,,
,,,,,,51952881.602594,378135491.5344305,,124497196.92766283,,
,,,,,,99854381.84916613,396735572.7146539,,88712608.31301409,,
,,,,,,37956813.51732139,387898136.22129166,,68754326.31362626,,
,,,,,,32692481.2012374,446154904.0640602,,59512695.64213657,,
,,,,,,58760076.41641565,484837288.6418537,,56702246.92976802,,
,,,,,,51714933.644407205,450040513.2736535,,81914629.82767859,,
,,,,,,33343979.991465613,443877010.83201015,,58776676.65602748,,
,,,,,,48065642.31880322,449281590.120414,,91062088.88497198,,
,,,,,,47142065.345027685,465392556.99082416,,71353580.79384464,,
,,,,,,66482539.37352346,510314318.3276581,,76247228.83869323,,
,,,,,,126719648.38191,466104206.07244194,,70280382.09557648,,
,,,,,,213005658.4244371,474353711.256426,,76272835.62146288,,
,,,,,,219073592.7811924,515867218.13217545,,118754218.17176823,,
,,,,,,128553908.61185512,506875879.6976994,,118498404.41012768,,
,,,,,,104398577.1076125,472497837.8031983,,81287120.24279328,,
,,,,,,471508565.7640874,475175152.1437594,,69982625.7445554,,
,,,,,,78624116.72348218,473972787.5227323,,73449000.59741507,,
,,,,,,52487498.62134106,507661241.48755234,,89146905.43741514,,
,,,,,,63217488.34564965,493699208.4117005,,127797369.36940174,,
,,,,,,65302030.43261015,463533653.22997147,,201781569.5347744,,
,,,,,,70279302.02985421,455339154.4977552,,204861172.2592096,,
,,,,,,45227648.19628465,427052694.74890697,,151236196.32743174,,
,,,,,,36199210.731183335,401562898.5174156,,120287251.49340956,,
,,,,,,36198990.75558832,358549139.3594719,,105434833.54695506,,
,,,,,,54241985.79054126,315484730.0702839,,105594782.84121872,,
,,,,,,43498353.27199274,321709253.08778244,,83960056.75199121,,
,,,,,,42378668.13059585,312883382.11059153,,79543175.13987674,,
,,,,,,50806816.4741964,294399531.5255657,,74152749.88285689,,
,,,,,,170011619.13115948,304700646.777184,,102877167.98587345,,
,,,,,,227118870.7244504,349447473.1811054,,75581316.60183556,,
,,,,,,337868232.7693107,385011964.0136424,,70357444.90644549,,
,,,,,,150643014.32023406,357658062.14830923,,69959914.53576982,,
,,,,,,63389486.62372048,338375643.0165991,,70623948.62507057,,
,,,,,,35429118.7560003,328584893.2662291,,74562928.87068895,,
,,,,,,22953522.73515886,310417491.12093973,,66864347.7160143,,
,,,,,,22649041.64832302,322406804.81266546,,72338482.22889264,,
,,,,,,25737082.945262693,332087992.3212662,,69443182.84051707,,
,,,,,,28173086.2284173,357173613.9553325,,57524857.872110754,,
,,,,,,24663777.644728545,376403648.3589954,,39386778.29051655,,
,,,,,,22109711.91661049,368507637.7846199,,32074270.462458853,,
,,,,,,21307616.12860692,366386270.0101446,,42592127.93717925,,
,,,,,,22051961.28366153,379804986.4975848,,33577325.17443471,,
,,,,,,26677881.38548318,377618458.3468824,,11965547.943098258,,
,,,,,,20679236.55316295,374485221.4176111,,7285928.146939596,,
,,,,,,33754226.33864522,389076177.3154683,,7194227.599891162,,
,,,,,,61311621.38439404,391002410.71000594,,12986702.607401527,,
,,,,,,42780700.53126071,360616760.3944264,,19048803.828813106,,
,,,,,,55838732.40061312,346831418.4312263,,30352419.471480627,,
,,,,,,49835449.41557291,365386573.2217742,,36087447.91473231,,
,,,,,,102414438.83147971,362297655.7984907,,45405903.48029493,,
,,,,,,34523238.667866334,366392138.7376977,,49790179.68835239,,
,,,,,,50500505.81961127,376038999.6282527,,45721002.47257678,,
,,,,,,66720294.65259309,367129436.5452272,,45065875.532906,,
,,,,,,51313724.38607218,371576979.43446106,,54250153.241660304,,
,,,,,,44943690.28543806,382447732.809489,,48333835.9834885,,
,,,,,,47539243.897709824,419986035.7122313,,51607499.493553765,,
,,,,,,34219857.39696688,397737231.9945758,,51141800.24597888,,
,,,,,,36741233.0364382,414342389.9293668,,53000360.1910206,,
,,,,,,44267316.32417821,435447379.38306737,,52814832.4330966,,
,,,,,,48986864.05612392,506037789.992577,,51321194.31844824,,
,,,,,,43373397.42877053,488416511.8325928,,53136379.23253846,,
,,,,,,41103254.53752875,470203737.3055835,,50315642.78793993,,
,,,,,,41344646.02481774,482649886.4971826,,46281426.5632062,,
,,,,,,54745369.36308998,472910291.545603,,49537625.26187567,,
,,,,,,47422685.48293331,475746685.9499722,,50835042.578178205,,
,,,,,,30719142.3110183,422038249.4627209,,45435862.75868815,,
,,,,,,38569418.47687378,439332345.2156387,,44559952.82615038,,
,,,,,,31324478.221156795,428097935.98459285,,42742350.77954031,,
,,,,,,30242010.42422489,438342931.80699,,43559702.07111179,,
,,,,,,52467548.61618679,442316729.3835169,,41832564.90142328,,
,,,,,,39077182.53797029,479462736.3826901,,42188661.26509642,,
,,,,,,40569109.415449455,443284224.69596165,,40654550.59846484,,
,,,,,,45325079.748776026,514388316.9870291,,40014317.67263342,,
,,,,,,43583856.45892336,488622418.3826944,,43145885.98205319,,
,,,,,,51992042.08183218,484002867.30015147,,45952363.5958838,,
,,,,,,54113768.73768176,519487802.8290513,,43826930.26202232,,
,,,,,,43777282.17395134,502572498.97143614,,40947809.52150472,,
,,,,,,57086952.14332189,495374591.8927915,,40433561.32425006,,
,,,,,,80152960.22336797,530658276.8271982,,39389112.86293809,,
,,,,,,38263409.45388065,529036838.4083603,,40785115.59180816,,
,,,,,,19789695.0189001,530129230.4458346,,41239382.46788828,,
,,,,,,37547780.42108515,531913881.90876347,,42473252.28797482,,
,,,,,,35062776.128483586,519865070.5633501,,42382819.565166,,
,,,,,,32292006.837706268,508761120.80593085,,40242224.52225775,,
,,,,,,31314391.92635221,420790132.7130016,,39577106.67437201,,
,,,,,,57762417.74467035,402687623.33328086,,38683328.65774126,,
,,,,,,43768259.99702015,441592089.3973855,,46281166.92193973,,
,,,,,,37999781.70240605,461258974.1718822,,38091366.30650697,,
,,,,,,96439280.7365063,483785485.8175315,,36819194.49651352,,
,,,,,,86692686.70362143,489609676.979858,,38730725.00337854,,
,,,,,,70721778.0261087,510797485.2664814,,34841800.05791672,,
,,,,,,63662231.77527072,505906047.2473794,,31821316.29635297,,
,,,,,,73342850.80772506,477245103.52698296,,28797434.96533353,,
,,,,,,91268670.00960378,505411041.1868985,,28184976.226795584,,
,,,,,,88523206.13749817,533980519.7641893,,31249839.80059316,,
,,,,,,57068779.28975949,533011825.4529922,,29291288.452598605,,
,,,,,,70545952.43211333,518547953.7288362,,30472599.74065812,,
,,,,,,55371574.70692979,533218476.0972208,,32828515.162551902,,
,,,,,,60209803.75731425,484721281.788,,35896393.9978114,,
,,,,,,93333838.19340026,478031135.88925,,33547485.40661451,,
,,,,,,57095639.53349148,487054865.4936852,,36015629.39655128,,
,,,,,,78819398.96602452,470953365.8176901,,39248476.76952402,,
,,,,,,59688538.84552431,513432093.82044953,,31295741.31717748,,
,,,,,,98735921.6413108,477043295.34887457,,34049636.43381149,,
,,,,,,110414042.89800832,490859082.3600624,,37414942.06693342,,
,,,,,,103350651.33503802,464139233.7631275,,39905651.604859024,,
,,,,,,106189002.06289788,495516130.35447216,,41129585.11239887,,
,,,,,,61850310.27288967,508598004.4058567,,42812771.03270713,,
,,,,,,88233607.27381915,516671782.1604398,,110032722.7964281,,
,,,,,,110938262.7182828,535234845.01713234,,36320223.38060023,,
,,,,,,113308238.4201414,583415708.6921763,,35892059.02753968,,
,,,,,,92087254.89872111,600934808.1547782,,33887322.09569866,,
,,,,,,94935799.9037629,600745307.813754,,33132547.18441904,,
,,,,,,91275976.58810794,607062826.9062032,,36867043.79937469,,
,,,,,,123306917.69468094,612285490.3166351,,33820273.938954644,,
,,,,,,101755485.4358466,608076278.2073295,,31643621.506943803,,
,,,,,,117371621.70522518,538498862.9136721,,36712783.45460408,,
,,,,,,118339576.6005785,541253445.3588042,,36826684.82456794,,
,,,,,,134037116.86599906,572032431.1966794,,34237733.81090427,,
,,,,,,116883210.59900044,546462320.7677923,,32799084.890265256,,
,,,,,,136802832.53595406,594742454.8894281,,36283872.56743829,,
,,,,,,138088058.686398,620509058.6488993,,36980265.17097198,,
,,,,,,134675979.40726644,579642964.1324975,,32518682.72318069,,
,,,,,,123040947.34909631,588647298.3296494,,32729230.81189336,,
,,,,,,170203263.42569384,567572439.9147131,,33850169.592088126,,
,,,,,,142246615.60591754,532578646.3294396,,30888874.961734056,,
,,,,,,173798148.00345534,609741505.1328492,,29660861.5625684,,
,,,,,,131571364.87722504,532952487.7688557,,28431547.50259244,,
,,,,,,139439745.37340796,562877810.7715195,,28774289.004964016,,
,,,,,,139492188.4913566,633728115.1131078,,28160349.849000927,,
,,,,,,155065939.84586504,541034673.1766686,,27912132.564614788,,
,,,,,,147153482.10102537,507730327.3745698,,33191868.742073897,,
,,,,,,150476253.11514303,466753768.9630377,,37752543.31059953,,
,,,,,,140356458.99607328,506986792.760768,,29254868.24497728,,
,,,,,,136783251.62570474,515235326.73965406,,28418980.55770413,,
,,,,,,148014166.47620553,501411091.15296,,28389919.30560628,,
,,,,,,154812961.65499905,494077859.2484858,,27215941.76163677,,
,,,,,,186772899.4193208,473162409.04079306,,26947390.66309528,,
,,,,,,1476968273.9131818,449109505.1346487,,30217215.485742435,,
,,,,,,1464332154.7239828,421570195.5168136,,47602343.67669381,,
,,,,,,623532620.3611115,418403317.4017281,,84225497.85836467,,
,,,,,,403362063.3425523,441477506.9548501,,94181205.59723853,,
,,,,,,310292708.61099,486566492.8256311,,53193057.30888092,,
,,,,,,299000590.10671526,470438748.0400773,,55102135.93401656,,
,,,,,,273035932.13147366,490675499.99418,,50763380.51906736,,
,,,,,,364639457.1645242,519175898.8394603,,54595038.855034485,,
,,,,,,291166103.9620218,534004337.3902055,,53867671.15474134,,
,,,,,,174558860.79197678,514645801.666828,,46130018.92360489,,
,,,,,,102833601.7917277,498745257.0486225,,35956130.26128112,,
,,,,,,86691178.76818113,489695523.7584053,,32981162.31944112,,
,,,,,,110754898.73335876,523645223.6540745,,34378075.791925855,,
,,,,,,117953923.28124484,538431670.5657793,,34844673.68279218,,
,,,,,,87016015.20089114,531687868.1840583,,39184245.98972154,,
,,,,,,99050592.78611068,545475319.2016255,,33986300.44290251,,
,,,,,,86995928.21937354,549319405.6806911,,37096339.17484551,,
,,,,,,83907373.38876279,548295116.4889438,,33661209.16031823,,
,,,,,,93601369.74694511,597522227.7965401,,32380352.21008818,,
,,,,,,70086842.26888333,563397080.006313,,34961609.088144146,,
,,,,,,100158322.94164512,572594542.3964487,,33740096.51269224,,
,,,,,,174434832.62810975,572555218.7589848,,31879598.763736136,,
,,,,,,71882181.14776346,595059191.7055118,,32735012.10195417,,
,,,,,,62527151.43792663,599317123.6877445,,42317313.40754926,,
,,,,,,60307267.04677028,602281700.4050102,,32612519.820807826,,
,,,,,,89009691.42364916,615264544.5249565,,33366141.49217443,,
,,,,,,69658485.9034069,589951413.7203012,,33668777.60147745,,
,,,,,,68735342.04627356,598995877.2272648,,31433648.61210572,,
,,,,,,75891331.31814393,662830394.535909,,40775093.00346687,,
,,,,,,60175958.82088995,677604215.428263,,37431198.2511225,,
,,,,,,75176448.04162784,672685942.4887733,,34337664.72385804,,
,,,,,,82022964.30054125,656437203.156848,,31018891.034852546,,
,,,,,,49978580.13380161,680631594.9987714,,32639164.15654907,,
,,,,,,28407062.816742152,644707378.2218078,,36154455.145045616,,
,,,,,,24359055.4906902,701845597.6960957,,31625836.821131285,,
,,,,,,38789719.8929306,688111980.0620209,,34942550.01039814,,
,,,,,,35714814.83805268,719766027.2089278,,36033703.708347805,,
,,,,,,42616876.89145769,662497414.6584762,,38180230.31661961,,
,,,,,,34105675.72199218,636020548.7823187,,37092723.538976245,,
,,,,,,54502615.317293786,676748976.399918,,154240348.7679545,,
,,,,,,29571687.49887771,713906809.5383937,,30423231.35021893,,
,,,,,,44125835.31324752,722503757.6869395,,43424980.02667643,,
,,,,,,34007385.12598468,640532030.5658842,,62060862.099708006,,
,,,,,,32820170.030108765,554519343.6020001,,52337543.02216622,,
,,,,,,43774617.78768909,589914878.7054123,,42962969.77670973,,
,,,,,,40259342.35424083,585959641.8617524,,36385723.33154936,,
,,,,,,45986734.13695671,613750901.9862009,,29378464.343863606,,
,,,,,,32975209.779660176,496127813.89274585,,34319913.41844094,,
,,,,,,94170243.53768864,464824419.8724291,,30294804.308643777,,
,,,,,,52679964.81174514,504069974.1098085,,32423806.22296161,,
,,,,,,68872691.877382,510613863.6742705,,32722513.51984302,,
,,,,,,74613522.01912957,485441094.7835239,,33880742.138728015,,
,,,,,,26299789.73373117,475932145.2528129,,26873044.969278306,,
,,,,,,46877342.44003766,430643467.53591865,,25585460.921799704,,
,,,,,,77864837.66478118,484601981.6842986,,28204850.959277123,,
,,,,,,27433627.6919844,516935795.60145617,,25528829.64756264,,
,,,,,,146080139.99010882,571169942.2722279,,25768629.680186488,,
,,,,,,40564387.168592334,565133861.774611,,27502488.377317656,,
,,,,,,45975272.70519107,571788937.0168209,,26986336.00572616,,
,,,,,,48731229.44282357,612843327.8941115,,25289841.25286388,,
,,,,,,71827092.76788256,730171580.5900121,,25583452.79778612,,
,,,,,,34754432.01344319,628506752.9656165,,26542473.299775213,,
,,,,,,47211610.14071113,897990869.8675159,,30068929.125360224,,
,,,,,,69931656.00746328,644831160.0283368,,26232897.651585232,,
,,,,,,38965580.77557683,670467953.0620816,,30393797.81376362,,
,,,,,,30130305.19837328,656052412.9220638,,32520186.967230413,,
,,,,,,53440857.36490699,649661442.8450149,,37010700.20280677,,
,,,,,,41757383.97681727,660714671.6815338,,40255882.72383438,,
,,,,,,24843983.08501381,600374619.1628453,,37996508.13671617,,
,,,,,,47779749.67710267,440353279.5380839,,46517110.27972085,,
,,,,,,62365466.077156246,494715266.9034785,,44440851.74166261,,
,,,,,,172436542.28852388,484648803.3275756,,44475796.32205724,,
,,,,,,13212026.860271502,604128189.8966877,,39082459.032909885,,
,,,,,,21632838.560913306,582524301.1783692,,39271779.055903055,,
,,,,,,17102429.061880533,788608673.5380442,,43251680.45194812,,
,,,,,,7828084.782712058,883717574.6652948,,36670907.89691559,,
,,,,,,21582839.72499628,771242266.4624729,,33331196.81511682,,
,,,,,,18611287.86963708,643979911.5897658,,33977035.7378948,,
,,,,,,158625968.84241167,686280270.3920021,,35805529.925634205,,
,,,,,,13619609.10417727,775263127.7023264,,36023736.66603954,,
,,,,,,30813255.874801736,654411461.8217276,,36044669.60130268,,
,,,,,,38942912.78655671,687522484.0453248,,42103077.77590062,,
,,,,,,27600175.50672945,883491816.5219958,,37469363.8969487,,
,,,,,,31340028.49500897,952648770.9640732,,37308578.75083131,,
,,,,,,7808296.351484259,845120432.178836,,46153079.32092648,,
,,,,,,25129896.29196634,916346577.819758,,47332100.5810296,,
,,,,,,6758345.997585734,809107543.3491789,,46476345.00867897,,
,,,,,,7057820.796266318,763391856.6769478,,54261557.68461453,,
,,,,,,11618518.253463332,729494222.7200743,,61050100.93854327,,
,,,,,,4796470.772979009,748296359.3255132,,54366526.031625904,,
,,,,,,12576875.57874204,899101834.8127592,,66189184.69328647,,
,,,,,,50334663.22491767,822720772.4006594,,42394527.74509864,,
,,,,,,26324678.20828578,794178353.5734975,,48119765.09244226,,
,,,,,,36167824.556840256,713473063.8620355,,77485360.08189382,,
,,,,,,31232999.220017683,817780813.8611922,,61611081.79690159,,
,,,,,,14450483.479250284,824887874.0881507,,70928357.91214906,,
,,,,,,13152609.657914396,923548903.4641682,,73475304.97982885,,
,,,,,,13654514.270270936,924325112.1385306,,57312134.22129506,,
,,,,,,12574307.959910365,1126282929.2944908,,62596499.41027696,,
,,,,,,9450934.896089466,1290401311.0138133,,64088349.57394099,,
,,,,,,3166456.629440777,1256654202.4164357,,64558921.31414935,,
,,,,,,10487227.073589072,946506850.9426384,,67434118.32328267,,
,,,,,,7435528.997755078,1063021591.4886968,,63197166.2104046,,
,,,,,,13027235.385491015,1087497979.5027354,,52019631.14203578,,
,,,,,,8670965.645276811,939182645.567422,,71747870.69278531,,
,,,,,,12377485.074955964,1197841468.929199,,69185106.26586872,,
,,,,,,12942817.08385293,1544044914.3362613,,72965888.20243396,,
,,,,,,92802678.62060504,1651016011.0642931,,58102934.75336223,,
,,,,,,47248829.80068712,1573997817.1983416,,54540565.49197129,,
,,,,,,,1607714321.2281015,,57969224.86402421,,
,,,,,,,1206403767.488729,,60776992.55025894,,
,,,,,,,1351380561.5830705,,61655669.81677069,,
,,,,,,,1442655780.7326922,,76119699.93417963,,
,,,,,,,1639758086.9836338,,79649083.95526184,,
,,,,,,,1418689035.9977603,,46795026.81455074,,
,,,,,,,1479945726.2635732,,68445122.77555557,,
