Energy_envelope_Root_amplitude,Energy_envelope_Root_amplitude.1,Energy_envelope_Root_amplitude.2,Energy_envelope_Root_amplitude.3,Energy_envelope_Root_amplitude.4,Energy_envelope_Root_amplitude.5,Energy_envelope_Root_amplitude.6,Energy_envelope_Root_amplitude.7,Energy_envelope_Root_amplitude.8,Energy_envelope_Root_amplitude.9,Energy_envelope_Root_amplitude.10,Energy_envelope_Root_amplitude
,,,,,,223916.7455062992,5345488.433519545,653210.0051900116,3144691.058908892,,3195362.955686696
,,,,,,224850.6511177036,5625758.309643408,974476.5281380416,3449629.972437195,,4004927.313100245
,,,,,,1154039.39952161,5748990.180875367,1358506.6729678216,3517510.8014359167,,4777400.402579274
,,,,,,1223602.0644979037,6085431.472740723,983887.90188204,3261260.79599637,,
,,,,,,405214.1017348264,6196258.173292348,558421.8324636293,3204852.239453932,,
,,,,,,145778.7364699943,5837733.962547712,339471.93477938225,3162521.0741536343,,
,,,,,,175257.9776145871,6083533.734504837,1117615.0782485155,3034208.7108662385,,
,,,,,,277484.6955833142,6196195.494829832,1328523.334039875,3039185.7454719725,,
,,,,,,162422.22806295715,6403222.838281569,694477.278904728,2916983.893318252,,
,,,,,,204212.48644205,6464669.8027372975,487055.0083610303,3006028.099950157,,
,,,,,,215244.930882057,6165214.35079565,300017.1066078383,3007733.386345515,,
,,,,,,504041.85138324334,6277099.000195607,207883.17556966108,2944614.113013721,,
,,,,,,182001.8693114948,6269554.665137839,201267.8495498148,2915936.933940023,,
,,,,,,140071.7191938926,6457767.470948748,244356.868409477,2948058.241181695,,
,,,,,,554122.3066894166,6239187.818869056,221245.9272656824,2864693.015932143,,
,,,,,,135792.08210873895,6437671.718826699,352459.86734256684,2790758.0765840444,,
,,,,,,190511.6133170641,6077842.161827972,281953.1071036995,2756875.9943965054,,
,,,,,,313195.0992718485,6120735.905942897,234747.2607390357,2744377.5169681376,,
,,,,,,419469.9813511974,6732937.941232638,390953.2681156326,2754427.655867528,,
,,,,,,386346.0873432151,6515186.617702318,235977.15324465343,2696600.913742999,,
,,,,,,770551.3647345604,6334217.936344838,297272.9747696325,2655529.2695114003,,
,,,,,,576155.50156243,5698396.91652208,234939.0150762048,2646626.4824717445,,
,,,,,,367131.498128696,5574441.361190364,655319.0060043947,2597264.8559569423,,
,,,,,,389616.8088962411,6011333.222887545,223353.5809883763,2674986.183152442,,
,,,,,,281928.2686371978,6247395.941288222,187969.7310819391,2613777.7509884955,,
,,,,,,590232.89382141,5663177.579936505,196182.9512031781,2575054.2101744497,,
,,,,,,800110.7329970868,5823324.031709798,167913.22140219162,2563656.7100623203,,
,,,,,,374359.9179669704,5595909.995546026,153640.75839577272,2590870.326092199,,
,,,,,,1415726.7114076656,5503600.948944964,169672.45961558877,2536538.1793395053,,
,,,,,,770180.4780716385,4824431.344180955,156586.6445551471,2536286.782879756,,
,,,,,,1567249.7360755347,5475391.706446528,165217.636540425,2542882.3955344385,,
,,,,,,2426278.909263673,6007910.463482348,162067.65098855682,2525074.2801634795,,
,,,,,,465742.790813298,6283924.243443943,238288.4650137263,2509186.0945861056,,
,,,,,,353069.757127469,6296572.181247266,175485.49294395783,2517007.639769605,,
,,,,,,778660.4079893673,6645524.063454429,155503.27508669725,2448827.134878224,,
,,,,,,1274744.4705573258,6598413.291464743,152944.67810271445,2448022.8477830053,,
,,,,,,1296749.018862727,7357527.080186171,151671.50764070626,2400672.4933530176,,
,,,,,,5581260.399030457,7497245.917676421,156672.51886783043,2406089.990962434,,
,,,,,,402140.631094953,7518452.540350248,161226.52585552243,2314281.3339594663,,
,,,,,,709358.1074937482,7225820.154155501,166355.28848275397,2339175.2853674823,,
,,,,,,855126.889629591,7212205.556700273,166861.68896177103,2326253.482649064,,
,,,,,,348185.1516350216,7748547.001651816,158532.5375365853,2328086.8600453488,,
,,,,,,745362.1237627469,7169781.878303045,155792.38090154764,2306947.684914764,,
,,,,,,853207.6404441346,7573650.121321949,157029.03685839628,2286990.2181724883,,
,,,,,,1327088.4314663191,7471073.772864409,145907.9996900973,2331299.250046967,,
,,,,,,1342278.501658797,7085343.278733384,152195.77784159436,2729501.4376878785,,
,,,,,,1846413.92473618,6884920.051835239,142130.48170288224,2485635.873812958,,
,,,,,,2871072.3839401365,6345163.874088755,152916.34359338766,2341788.327283017,,
,,,,,,2286495.1787139946,7164174.909864511,172746.35856437118,2532279.429958326,,
,,,,,,1976089.81688002,6513865.889916256,185013.0698351122,2443513.397619019,,
,,,,,,1665684.455046045,6972141.478616489,169892.62445028668,2333049.6044107014,,
,,,,,,2990215.75566669,6777894.6030526245,162250.5960536644,2316734.5245642127,,
,,,,,,7060440.882515487,7852202.894346857,162340.95354470398,2356343.456637005,,
,,,,,,7214958.01948609,7708908.006287785,233419.02317053417,2406404.949288702,,
,,,,,,1997524.1792812168,7429315.071478181,222608.5056725474,2414518.342554565,,
,,,,,,1259287.523159012,7129871.710651583,154843.28724047946,2314430.6652490715,,
,,,,,,1367092.5451288866,7315119.604856427,150964.93310994143,2340467.60576161,,
,,,,,,749048.763402279,7464454.936113179,167765.3094066997,2351442.12472586,,
,,,,,,562352.5895425349,7049783.109533044,209595.21110945247,2314423.5103532905,,
,,,,,,2532721.4363517123,7773889.267208856,307660.2754209759,2265390.5203389544,,
,,,,,,408434.7689673524,6548497.950117596,186521.9263670641,2237740.3371064453,,
,,,,,,1443420.8135432354,7402820.147946697,315727.3176491634,2182457.409554469,,
,,,,,,1354298.637525909,6454873.479427899,373866.4439707071,2161488.783957585,,
,,,,,,684228.4663470997,6477682.679959929,319196.245128955,2080127.5787989807,,
,,,,,,476838.6170962641,6757958.944484737,364481.3077588787,2050830.6944437595,,
,,,,,,720406.1004218432,7173530.464731418,287227.0120461898,2065450.008321951,,
,,,,,,508077.3373999581,8485435.227179594,174710.53133019945,2005412.3394604349,,
,,,,,,153505.46660383,9213366.653082004,233644.91798077,1922006.1559447085,,
,,,,,,103135.16832492016,8855423.324621586,427339.8830440198,1946232.190037754,,
,,,,,,241618.87829255743,8640984.76681427,266788.40781114256,1850050.115618116,,
,,,,,,494167.72692552704,8548691.34333947,248832.7600794808,1850990.2491528247,,
,,,,,,589606.0760099472,8959936.109903742,213544.3418994744,1791775.1182469274,,
,,,,,,464828.2832841415,9214810.06295548,156810.90735493996,1739386.2050602557,,
,,,,,,746440.3071670838,8941426.499454431,175505.0426298863,1828064.033999119,,
,,,,,,466223.3244782968,8255730.198030481,206517.3165478435,1770630.7010340756,,
,,,,,,545490.845472606,7518644.298645802,253432.5536007155,1659041.041676032,,
,,,,,,725670.0994544592,7171371.596122382,315151.05730051675,1791299.754129571,,
,,,,,,520681.7374981705,7885511.133541597,358548.11850700225,1498539.037802867,,
,,,,,,511525.7851300844,9175764.70809508,463602.73956317705,2462494.8031695727,,
,,,,,,561520.7615091735,7554228.158989439,413797.3279950243,3126007.1050819773,,
,,,,,,578926.3906484148,7918296.731325011,414117.4558135295,3297502.7217454435,,
,,,,,,649963.0113692974,6956895.78992753,585896.6341041644,3137810.3462546906,,
,,,,,,712308.6018729974,7229377.485204575,677923.8232068474,2492328.9173354963,,
,,,,,,789424.2765466049,7158913.885365269,751568.1989014852,2256829.506179953,,
,,,,,,878121.8046952317,7027771.0550547,715695.7045543003,2790859.806082394,,
,,,,,,998729.3499655764,7073012.3105386775,677121.9725633845,2237903.676473994,,
,,,,,,1176439.4420687396,7873049.131789085,671410.9107756119,2041593.4131141189,,
,,,,,,1320375.7934321591,7726174.272545713,586784.3656799854,2008438.1389637056,,
,,,,,,1775136.9633044887,8117966.471758414,572200.5167145166,1997259.244112192,,
,,,,,,3017015.6175517505,8024305.230106308,636537.4310040787,1847639.2758577608,,
,,,,,,1109434.6375967653,10463815.781595085,635024.0078812289,1812880.692417823,,
,,,,,,1591354.4116730532,8899995.846083703,689578.0176878358,1766335.879659293,,
,,,,,,1354027.6056915862,9234738.567175658,671036.9313240323,1668266.6261450122,,
,,,,,,1180369.3303741238,9927514.609763056,695129.517981171,1661415.313347896,,
,,,,,,1419126.9092491383,8922293.570342049,709903.1034202513,1630927.2402091331,,
,,,,,,1057877.820388826,7998499.760356639,720678.0416980912,1600533.591421027,,
,,,,,,1851930.9428608387,8411327.975786325,765141.2643262664,1926562.777035602,,
,,,,,,767212.3589738637,8126077.785876601,645474.8803968973,1688016.98721182,,
,,,,,,712304.0986987088,7433986.856621107,733157.5878924777,2009289.063869016,,
,,,,,,865795.9300128963,8106408.354609227,775897.8693314218,2169304.728127033,,
,,,,,,882282.9761502084,8294433.467427582,810853.1648519066,2449190.650631448,,
,,,,,,881272.1933125386,7933904.176655908,875971.0229189835,2088567.2259762264,,
,,,,,,1007445.1323975008,8779487.336443495,887579.5765143699,1573006.7306780778,,
,,,,,,1035925.1349885194,8089240.837778255,990054.9444891616,1888301.0458695707,,
,,,,,,1041854.8040045352,8983372.203729687,776777.0264370943,2078839.3588051235,,
,,,,,,1093956.1705483976,7747011.662915535,642874.0737623724,2231056.3929156265,,
,,,,,,1001404.8045531492,7742597.110155296,338554.2436594591,1670408.5910820228,,
,,,,,,1050561.16718138,6061150.269943652,1261839.8384084404,2709496.131863074,,
,,,,,,1043127.2233040578,6417099.611047284,1437633.686543186,3066611.048802356,,
,,,,,,949399.025500186,6437714.636637262,945188.5089732052,2040554.238343756,,
,,,,,,1337874.2711085507,6989931.6538034,1029398.9852165546,1785520.687948994,,
,,,,,,779258.0688909767,7310138.350844351,311338.3301290073,2508227.091177155,,
,,,,,,1176643.436674047,7002985.545189854,1281824.09934458,2238315.8207615763,,
,,,,,,1043568.4395346694,7814459.852044304,2305475.4749577297,2716814.8071389464,,
,,,,,,927858.5870483688,7939928.060538649,,2213362.600286871,,
,,,,,,967116.4635644554,7759630.287176045,,2310340.1191426697,,
,,,,,,1017190.97703931,7248829.29205016,,1687426.094727453,,
,,,,,,1016148.4010362456,7416363.056952492,,2294033.17525865,,
,,,,,,963650.8276584966,7248563.925781239,,2058912.677610768,,
,,,,,,955656.995247676,8056648.861039601,,2453660.3937758515,,
,,,,,,1226311.7975408684,8228835.461904996,,2191049.680605904,,
,,,,,,817969.4707598141,8286691.710544796,,1953969.6657010915,,
,,,,,,1789849.0768341755,8581059.551672176,,2069575.422659483,,
,,,,,,913998.5651509652,8433105.991334742,,1996856.3824520584,,
,,,,,,731961.8744469372,8656465.919267733,,1911738.424870816,,
,,,,,,712892.5357075443,8181081.0662667025,,2241425.101748432,,
,,,,,,563021.9637516236,8856233.382744309,,1933433.8457965031,,
,,,,,,840292.833231788,8748611.999231374,,2031260.5870525388,,
,,,,,,573451.1973837774,8690669.652116654,,2008092.3920550528,,
,,,,,,446915.65477266215,9000446.144752158,,1832085.53802469,,
,,,,,,496316.53697732143,8964511.547701053,,1743047.088613469,,
,,,,,,635108.9615697332,8950112.814541757,,1674799.4297806968,,
,,,,,,537189.2296553418,8923559.429838315,,1717787.9273514403,,
,,,,,,766114.4744819805,8508853.24173645,,1745844.6709016787,,
,,,,,,601695.8303073485,7954989.923780152,,1806522.5413238653,,
,,,,,,755166.0030602029,8528200.199752752,,1848500.661227713,,
,,,,,,766794.1669584858,8005104.526235406,,1722676.792678019,,
,,,,,,848459.3336213647,7895719.8932713615,,1748512.6131342484,,
,,,,,,971605.3815141376,8004516.756050062,,1823937.2162658924,,
,,,,,,984790.75655528,8457553.113868773,,1798089.382105357,,
,,,,,,954238.2258803424,7982684.00185482,,1913709.5774533888,,
,,,,,,1043654.2945722124,8741048.936095258,,1825057.005833359,,
,,,,,,944782.9151834636,8884089.102433033,,1754506.131205511,,
,,,,,,996237.7625004412,9894034.83611523,,1578041.8856857943,,
,,,,,,1048021.483804456,9825031.178250846,,1520900.1993967774,,
,,,,,,1013134.102666235,8060602.629536708,,1565292.0686017403,,
,,,,,,931765.142348478,8999997.249823757,,1950246.870034088,,
,,,,,,1217281.897653736,8747932.953383567,,1674676.4815494765,,
,,,,,,1185334.3955833327,9054829.359599292,,1682155.7822165445,,
,,,,,,1362593.5150522157,9367355.854916325,,1634605.9823565064,,
,,,,,,1934773.131238999,7203864.655489204,,1741869.4849590813,,
,,,,,,1982235.9404437868,5703683.606430049,,1314095.1887674218,,
,,,,,,1990346.9443647235,6051566.086711133,,2707144.577334462,,
,,,,,,1643798.142883064,6036436.998688633,,2194552.821423383,,
,,,,,,973358.9547083762,6551287.417235148,,1933757.7229792944,,
,,,,,,1031980.9451960716,7458328.252210151,,1677252.9724944811,,
,,,,,,1227423.9105036345,8239541.361749127,,1528655.646677466,,
,,,,,,1061169.3865582326,7943296.677950612,,1769979.872488216,,
,,,,,,974841.2577061864,7545618.445108648,,1472928.661956094,,
,,,,,,967012.189495388,7590197.229390268,,1733710.319741789,,
,,,,,,1058810.492420366,7817475.942902337,,1722579.1414873623,,
,,,,,,1318218.384118572,8818382.096620448,,1662334.957890387,,
,,,,,,2327575.1344668544,8057228.975241113,,1568933.829230771,,
,,,,,,3369631.7982302373,8007574.020863592,,1539038.651706628,,
,,,,,,3574229.6676130784,8479225.07181692,,1932874.4115493733,,
,,,,,,1811709.6139283204,8401149.740712829,,1810818.897670992,,
,,,,,,1663772.0577878812,8162816.92630751,,1939486.8470619456,,
,,,,,,4742418.825224229,7973744.47753404,,1447196.4158672686,,
,,,,,,1598498.2543212925,8044847.725509136,,1369918.561399892,,
,,,,,,1018144.7567080512,8506905.895532038,,1469762.4111121376,,
,,,,,,1017697.2116937782,8325401.716783782,,1695444.767173607,,
,,,,,,975160.6603251614,7834997.822344339,,3328646.179426194,,
,,,,,,1121277.911910497,7706613.325066789,,3945412.3668114007,,
,,,,,,791552.4775233263,7230289.175163072,,3051040.7222093632,,
,,,,,,638362.5014474822,6965734.536764493,,2786891.2731898287,,
,,,,,,768526.3534080323,6136475.378338148,,2519033.654948982,,
,,,,,,1030496.7444991895,5297685.90293823,,2551966.5614464865,,
,,,,,,839996.3948655259,5460704.181773436,,2332327.7228513137,,
,,,,,,782740.0915498635,5543681.017096508,,2254680.0901411083,,
,,,,,,707682.1466216856,4953169.435690791,,2120247.249344168,,
,,,,,,2242564.379867692,5391809.0409469325,,2256562.2913293387,,
,,,,,,2354422.5125801084,5916323.2038142765,,2036349.869791953,,
,,,,,,5056660.766020239,6288221.639077295,,1981366.6620266703,,
,,,,,,2636263.8567932206,6038094.277416732,,1978577.4572531872,,
,,,,,,1248046.3491854968,5709688.393414232,,1972459.257998299,,
,,,,,,859623.0641604441,5569475.063350467,,1926384.1945631343,,
,,,,,,740462.1251054698,5165200.749919102,,1983985.6203181364,,
,,,,,,761376.5340867164,5355969.801601503,,2044680.9498432952,,
,,,,,,681860.8930278324,5408477.775868739,,2022870.5955306776,,
,,,,,,635861.7573617031,5883333.851470802,,1906769.344955086,,
,,,,,,631468.1703196887,6186773.497030461,,1832690.181730848,,
,,,,,,552491.8560997868,6126819.570550844,,1772747.3239610428,,
,,,,,,551485.815695727,6072340.411393601,,2053931.6377392297,,
,,,,,,508397.9143214528,6468813.296159094,,1937156.0883142548,,
,,,,,,583957.1041098154,6455778.207007348,,1816778.2783438603,,
,,,,,,526475.6689342802,6256528.058369058,,1846864.490414261,,
,,,,,,624751.624082032,6586859.165858912,,1896496.3445167893,,
,,,,,,683646.3987372208,6495503.205362971,,1908169.0887987108,,
,,,,,,582904.3230786975,6091982.185873516,,1845213.979370063,,
,,,,,,668093.0927797232,6104154.594268385,,1813549.729893828,,
,,,,,,614278.2215728365,6323191.173892736,,1790207.914004173,,
,,,,,,781867.8905416835,6208310.019991857,,1705284.1263127374,,
,,,,,,628367.7215355573,6340324.711937774,,1680175.123847226,,
,,,,,,827086.3290288917,6580873.66701893,,1655203.070690676,,
,,,,,,914595.1173043784,6522505.676132987,,1636480.2984546,,
,,,,,,917719.2737316448,6504088.642904802,,1604369.4393150874,,
,,,,,,844463.1768420328,6426525.952359653,,1571540.7153095726,,
,,,,,,721209.9043923994,6617716.990591551,,1553280.2368510105,,
,,,,,,672847.4042015049,6351599.635309534,,1520282.1237263237,,
,,,,,,768056.907388724,6757722.671679094,,1491236.2544809694,,
,,,,,,722474.85863225,7160898.661579137,,1467084.730907325,,
,,,,,,784759.2036531122,8144688.648928061,,1446857.8849257545,,
,,,,,,766401.4820556408,8113167.138186129,,1420653.6666293067,,
,,,,,,806170.0602474329,7817195.619073601,,1392247.6884875093,,
,,,,,,849743.0097862929,7889246.910659866,,1379445.5940782644,,
,,,,,,825393.0796865802,7977043.456538159,,1373348.2573911217,,
,,,,,,830803.93037118,7997206.798361754,,1332506.080330036,,
,,,,,,680115.9567748727,7727978.055569315,,1309960.288965987,,
,,,,,,842929.0849991675,8141583.424788408,,1311038.4291158065,,
,,,,,,857074.6323726113,7960320.605896594,,1292645.3439805822,,
,,,,,,922542.5893395154,7780471.201295099,,1282846.0538794042,,
,,,,,,1114090.9311585117,7784344.366102586,,1274454.9973464294,,
,,,,,,1067670.341540189,8453369.0381885,,1278212.6426640053,,
,,,,,,950099.8179379216,7667788.387148979,,1265201.5704363512,,
,,,,,,1063995.9935436945,8917392.796086041,,1240878.432896057,,
,,,,,,1519288.0752060213,8580762.046164192,,1228909.3529473988,,
,,,,,,1691628.1663440997,8669503.921072453,,1200396.4093429823,,
,,,,,,1800133.1483513662,9507979.147530124,,1169189.602539355,,
,,,,,,1180647.8398429006,9300705.039003884,,1152840.4119792222,,
,,,,,,1006461.1810482444,9104226.261858327,,1136197.75126267,,
,,,,,,1039883.2430275674,9745260.726981768,,1129026.777099171,,
,,,,,,790399.7157308985,10114180.3362006,,1117271.416119899,,
,,,,,,456953.8213528855,9713118.11887708,,1110620.3428818835,,
,,,,,,690184.6624596444,9234589.484859588,,1083907.7456025332,,
,,,,,,691087.3755887067,9072276.340566771,,1065095.3570726702,,
,,,,,,760245.8580303588,8595544.277163824,,1057420.9470501535,,
,,,,,,841301.3866793531,6970893.683068643,,1024690.8934588472,,
,,,,,,1236853.970767393,7048836.6035715565,,1001644.7259419784,,
,,,,,,1148455.0545129855,7527711.533076391,,1004821.547645888,,
,,,,,,1014879.5132719924,7998121.390505266,,977227.1283833128,,
,,,,,,1427226.2643630258,8602401.771693218,,952750.7252763686,,
,,,,,,990296.6182900688,9613279.511636252,,953955.6790245464,,
,,,,,,753427.7951619913,10038251.65516645,,921802.7857272914,,
,,,,,,565359.9852534403,9528766.2890973,,893472.9113809257,,
,,,,,,762353.0839805783,9247358.451167632,,899492.6195988228,,
,,,,,,955903.815658101,9785385.420987954,,888483.2365609644,,
,,,,,,630700.53351673,9886714.156217525,,901185.585713543,,
,,,,,,571621.2623692463,10724276.469810797,,886158.5655581919,,
,,,,,,719093.9988366986,10307812.901057675,,899229.4017244424,,
,,,,,,681140.7436357094,9942048.625742167,,904055.7142168063,,
,,,,,,852192.4155472815,8675261.917312797,,920347.2539006964,,
,,,,,,1156489.7184643138,8485084.859334724,,929196.9142100044,,
,,,,,,946938.563668841,7943812.338716163,,937776.6599670784,,
,,,,,,1122903.650425328,8262687.890681989,,971384.0884608068,,
,,,,,,944321.9763384074,9447222.967718968,,949573.4874539546,,
,,,,,,1283302.0743831345,8784874.330327962,,963119.442126932,,
,,,,,,1223871.3937094968,8922689.084965874,,957684.7438799468,,
,,,,,,1275784.8137023724,8472124.87441351,,961223.6797080064,,
,,,,,,1301614.943346289,8716571.344230145,,945820.368282181,,
,,,,,,1169822.3712206727,8410912.993527632,,918473.8245607744,,
,,,,,,1391825.1055815243,8647500.325994596,,997476.9856238308,,
,,,,,,1519044.8039613874,9081813.329255868,,899905.3215734783,,
,,,,,,1492130.184595316,9748695.016965937,,873929.8249378181,,
,,,,,,1411165.2972370316,10282950.696896603,,835618.8988453067,,
,,,,,,1591203.404268946,10631153.25770989,,799237.7116546201,,
,,,,,,1882789.9379386893,10718112.822860138,,796843.307624311,,
,,,,,,1938457.6964560293,10960781.595281392,,774633.9873212441,,
,,,,,,1909865.204804246,10546607.226994174,,748515.0542075358,,
,,,,,,2149734.308717674,9513914.048269205,,812650.2231062345,,
,,,,,,1761673.7660764337,9573960.78091961,,825935.4956208337,,
,,,,,,1837283.548399947,9642911.668684551,,794246.2978130749,,
,,,,,,2192020.876814714,8981123.253833788,,775414.3087508638,,
,,,,,,2487085.05459918,9826503.108093075,,797710.7713742955,,
,,,,,,2679814.997216721,10585799.219284017,,806512.4411207956,,
,,,,,,3049751.729436893,9586477.139384756,,776727.1105692647,,
,,,,,,3247136.2549828137,10432324.559445808,,759178.5934025226,,
,,,,,,4119347.880213919,9767563.931526463,,780456.9371067396,,
,,,,,,4509008.2001572605,8808863.130958036,,749891.8075223708,,
,,,,,,5397015.661154685,10552334.0689462,,726900.372716362,,
,,,,,,4716043.603745739,9401790.98072591,,705548.1142636542,,
,,,,,,6053255.439164608,10016040.586489908,,706143.3453069647,,
,,,,,,6965818.646164423,10877328.061767964,,696294.6040153325,,
,,,,,,7263926.380055165,10101713.04561512,,679678.5199873355,,
,,,,,,6953718.273180513,9296837.627536666,,693199.6718757009,,
,,,,,,7696395.482288915,9197026.978511749,,711318.2092417416,,
,,,,,,8196850.4019757295,9789556.936736325,,691672.1635505671,,
,,,,,,9626716.705987148,8851567.804501524,,660728.0422685972,,
,,,,,,9518797.05721764,8795297.873157525,,649257.3140489133,,
,,,,,,10085048.963758158,8744527.66175614,,629055.5104301443,,
,,,,,,10661045.548085509,7911853.60082143,,600976.220781235,,
,,,,,,29193252.12166997,8314612.14314989,,590623.7821169248,,
,,,,,,26865583.57239813,7561161.940003393,,590757.7376450304,,
,,,,,,10508458.359346898,8057187.163735597,,761953.5117163549,,
,,,,,,8622098.183800358,8400369.593202498,,1069861.140546824,,
,,,,,,6539738.275508335,9142944.200704848,,834404.1413451679,,
,,,,,,6039726.567153158,9074911.432647338,,788376.4816456614,,
,,,,,,4770367.981264958,9094167.255972736,,807952.0843867367,,
,,,,,,6308566.602430301,9323291.364910005,,834922.8302348446,,
,,,,,,4811156.987785189,8401583.99919376,,836868.34628996,,
,,,,,,3149563.3208125574,9357703.814164365,,833890.1019237944,,
,,,,,,2464319.2992058373,8840620.383547634,,710303.2546081097,,
,,,,,,2032511.512549013,8785173.579028407,,688999.8188833942,,
,,,,,,2112952.143589175,9148052.122840255,,651337.9211666276,,
,,,,,,2045561.12073726,9554163.96726886,,670429.0281799298,,
,,,,,,2024377.98925143,9543949.134566767,,670662.3128977531,,
,,,,,,1896187.9278587173,9637905.305105502,,664795.6286782443,,
,,,,,,1632934.5710939823,9788257.469791368,,709420.4168237805,,
,,,,,,1533164.7184118582,9335025.599188806,,674691.0204543943,,
,,,,,,1462440.3885708896,10331131.419782111,,680481.0749641486,,
,,,,,,1268429.764036944,10319591.540652888,,696600.515533631,,
,,,,,,1319094.6925102088,10344812.126145428,,621408.0578480464,,
,,,,,,1374372.103095672,10398335.79654998,,641936.1022846396,,
,,,,,,983821.0524012608,11067196.2343709,,653386.4939570568,,
,,,,,,1165089.204876871,10775219.043969132,,710301.9630504957,,
,,,,,,1121860.1768267413,11053750.435762083,,678932.8411565342,,
,,,,,,1293068.4948043977,11041669.093621297,,676373.6244730287,,
,,,,,,1111571.961702092,10982964.976331811,,687372.945718139,,
,,,,,,1238113.1813604883,10857840.558400122,,662439.1796386547,,
,,,,,,1167435.7251169898,11568358.24550727,,701754.4123138171,,
,,,,,,1417981.4357001316,11925838.791597083,,735581.013770641,,
,,,,,,1774039.511308433,12211111.221889185,,713155.5638856053,,
,,,,,,1821792.644733229,11804220.113119522,,687982.0287236412,,
,,,,,,2165552.9863327537,12213545.832458751,,688582.9990768974,,
,,,,,,1529652.1383932892,12473071.561062712,,711129.5619178094,,
,,,,,,1405930.2468393126,12931527.602691771,,665906.0483142978,,
,,,,,,1261514.6586177316,12629019.351947496,,682487.0130099147,,
,,,,,,1308975.4137269207,13402736.251654703,,706481.6530498975,,
,,,,,,1635087.7366606696,12253748.413682496,,731878.9902038674,,
,,,,,,1683061.4265937195,11755180.574340284,,691576.7724691316,,
,,,,,,1512658.355557683,11663606.912273504,,791406.8786194989,,
,,,,,,1149041.782919167,12459742.70773084,,551564.7930338756,,
,,,,,,1059082.5055016277,12597122.804542886,,646949.969474619,,
,,,,,,1038392.6639775302,10773965.378903892,,989403.0762271896,,
,,,,,,973560.0496861394,9618651.653342646,,869967.4042465395,,
,,,,,,1165830.5833728935,10635098.666492164,,749790.3885044948,,
,,,,,,868514.2396400537,10462340.206823282,,637340.73049895,,
,,,,,,708603.7927038413,10994576.149082726,,499237.8740206539,,
,,,,,,560909.522617294,7909539.032732224,,547074.7883887107,,
,,,,,,880685.4913785014,7970165.701094259,,513011.890498541,,
,,,,,,763091.2428211366,8596236.103382656,,548869.0409292825,,
,,,,,,784262.379155429,8717426.816391233,,560783.8628046442,,
,,,,,,764591.2098044838,9633610.791231276,,587809.4305321815,,
,,,,,,621858.0778827724,9317703.638533432,,465708.3266412552,,
,,,,,,637753.456670974,7597602.845115447,,437027.3856417793,,
,,,,,,789305.549412593,9036208.642978365,,454118.04204592,,
,,,,,,415436.9628495897,9892886.875956591,,468223.6094048743,,
,,,,,,834457.7878551217,10497737.160513304,,496089.2296185593,,
,,,,,,477338.966913302,9311419.825453054,,536289.5618542299,,
,,,,,,515367.66911449656,9375310.739950707,,515443.0595667495,,
,,,,,,461456.4548876298,9892777.908099836,,499814.1121626073,,
,,,,,,2901150.3332310524,11834203.554829158,,507846.8270318824,,
,,,,,,844536.4572269669,10944868.049896693,,542892.1168770221,,
,,,,,,835025.2679335453,15597276.916340908,,517475.6307172171,,
,,,,,,2342158.7330297204,11524672.395865109,,495381.9864933332,,
,,,,,,1356246.4632476722,11004332.571972689,,521741.49198411545,,
,,,,,,1062737.4179314268,11231925.852126457,,502499.69639498,,
,,,,,,868021.9632485678,11052870.626559038,,529212.8715197407,,
,,,,,,737368.6722965178,11551525.586491683,,559652.3025188535,,
,,,,,,585047.276704694,10416749.610528028,,569695.881788282,,
,,,,,,540038.5289682028,7301417.879083124,,685442.8331827153,,
,,,,,,511892.20609493286,8942549.65455846,,611783.1120111992,,
,,,,,,1036629.1386175988,9199587.42703641,,646929.6295108098,,
,,,,,,436157.8293916583,11150412.609539775,,577031.2858342596,,
,,,,,,455083.9168389752,10572753.850973023,,595130.9601343698,,
,,,,,,299162.2014922449,14096519.34519074,,587890.6121530349,,
,,,,,,190207.1448980214,15464814.207668567,,588789.7562873997,,
,,,,,,169761.36033760238,12611058.133862142,,575725.0289975522,,
,,,,,,167727.48699205212,11040594.893040191,,533010.1090428017,,
,,,,,,428186.2731266371,11644184.822635043,,537556.7309118152,,
,,,,,,246764.34403272328,13055856.039797012,,537162.9361370779,,
,,,,,,613906.1189440098,10231073.622445056,,566861.9872823891,,
,,,,,,1092983.3139808185,10954202.499608109,,597058.5287384149,,
,,,,,,540117.1165680701,13419060.617109489,,618725.9435320664,,
,,,,,,477617.8409990634,14405778.984042345,,626229.211471202,,
,,,,,,257802.4737803412,12989666.46699514,,692705.5638558603,,
,,,,,,1064821.9645538211,14200472.660135226,,699121.6099635708,,
,,,,,,185132.14253538623,13369201.674261255,,695188.6441930576,,
,,,,,,221770.19921939576,13069599.706500418,,734428.0040142009,,
,,,,,,543383.210804302,12473921.609952478,,817599.8321324876,,
,,,,,,176283.33576680516,11955329.30885648,,801512.1128005818,,
,,,,,,321943.22679067974,13608521.82797628,,937314.3779976713,,
,,,,,,533324.6702686341,13066236.93809434,,656036.8245983296,,
,,,,,,1020315.4211906936,12397362.151314585,,717906.5027323072,,
,,,,,,1302158.055154251,11361289.102685297,,926875.3057492112,,
,,,,,,1658863.0991643816,13368790.851950243,,762355.2840255597,,
,,,,,,1040177.3314820972,14477129.06435283,,873870.8069639119,,
,,,,,,743618.5083252903,15873708.41996099,,994822.4046673377,,
