RMS_envelope_Shape_factor,RMS_envelope_Shape_factor.1,RMS_envelope_Shape_factor.2,RMS_envelope_Shape_factor.3,RMS_envelope_Shape_factor.4,RMS_envelope_Shape_factor.5,RMS_envelope_Shape_factor.6,RMS_envelope_Shape_factor.7,RMS_envelope_Shape_factor.8,RMS_envelope_Shape_factor.9,RMS_envelope_Shape_factor.10,RMS_envelope_Shape_factor
1.027825145984692,1.000520503089251,1.0360523218436963,1.0142862006732687,1.0002836307805218,1.0288102128586845,1.0031773314282848,1.0071820016193256,1.0053508991217557,1.000859939951766,1.0018404253201785,1.019059077109711
1.0186264796085505,1.0003389763437756,1.0315634267091818,1.0271602480943838,1.0003444279954568,1.1130430604229442,1.0054173539402251,1.0075838787082152,1.0060584107282744,1.0008518512554485,1.0142771414483918,1.0252317055300726
1.002501262075048,1.0001574495983,1.0270745315746672,1.0166325674673915,1.00182904137752,1.0237618151893149,1.0011136622998953,1.0083958474025343,1.002538619063407,1.0008437625591304,1.0018940846861526,1.0190036044615882
1.0041303089526583,1.0168727908784316,1.0225856364401529,1.038787014478886,1.0043875177008883,1.017978430244642,1.007089162609564,1.0052729755304584,1.0096320875456233,1.0008356738628126,1.0074462833684144,1.0138731802887433
1.0037780185535274,1.0160680539519895,1.0180967413056383,1.0184854083091068,1.002422477954623,1.012195045299969,1.0019231153036203,1.0039282410012198,1.011904345670187,1.0008275851664947,1.0282481071676568,1.008430841453691
1.004609331034152,1.0152633170255478,1.0136078461711238,1.026425807731616,1.0035954715146116,1.0064116603552962,1.0068465684631038,1.0053828603529626,1.0037960685455027,1.0008194964701769,1.0103170691558585,1.0088858883471188
1.0022537295581084,1.014458580099106,1.0091189510366092,1.0158331627254986,1.0032010111860457,1.0554924506556809,1.0031833456295742,1.0074518583457108,1.0016015326572258,1.0008114077738592,1.023441254761643,1.0067654426512584
1.0066221299950997,1.013653843172664,1.0046300559020949,1.0545059356313269,1.0008226182256332,1.0095784101564882,1.0023283351382153,1.007754428406787,1.0017311313753603,1.0008033190775414,1.0717935930782705,1.00748904234021
1.0165468477489652,1.0128491062462222,1.0001411607675803,1.012439686714145,1.0021126238705202,1.0047758436833796,1.0073675523407557,1.0087446686632004,1.0049282373147856,1.0007952303812235,1.054248990285541,1.0079512195501412
1.017931943666294,1.0120443693197805,1.0137204601507752,1.017222541334956,1.010074305975363,1.0202908489955835,1.0096140464308667,1.0080555936710944,1.007540951983919,1.0007871416849057,1.092513565199851,1.0069679616985814
1.0217129169674155,1.0112396323933384,1.0139450417178586,1.014675100296181,1.0096478393149253,1.0011299448233977,1.0118605405209775,1.0191168474277956,1.002499737483803,1.0007790529885878,1.0383583988041354,1.0067110151348428
1.0139933080193002,1.0104348954668965,1.0141696232849418,1.018089829835304,1.001062208176734,1.0109728241331355,1.0141070346110888,1.027473070106617,1.0018929750098984,1.00077096429227,1.0303371891724238,1.0089869779227192
1.0202323011354484,1.0096301585404546,1.0143942048520251,1.0145189427543506,1.0010952241874451,1.0239878634984712,1.0123110768263088,1.0207577280584017,1.003453005555064,1.001273975648871,1.0090891976004244,1.0108333432442882
1.011028254058656,1.0088254216140125,1.0146187864191083,1.01218924169541,1.0054513864847008,1.0049761476744747,1.010515119041529,1.0256359770549877,1.0058270284825233,1.001776987005473,1.0204625101917202,1.0141426053914864
1.007943170990389,1.0080206846875706,1.0148433679861917,1.012989428222108,1.002998237261124,1.0224954872093357,1.0123249529155398,1.0224437206698769,1.0047062276829457,1.001777353921958,1.012029299453319,1.0153978825904153
1.0049750612657278,1.0072159477611289,1.015067949553275,1.0117868689032932,1.007017037274792,1.006558484219107,1.0141347867895507,1.0199939855551825,1.001504327969737,1.001777720838443,1.018338790010075,1.020705843705367
1.002080316846632,1.0064112108346868,1.0152925311203584,1.0133944281429714,1.0084011329584428,1.0102267043571975,1.0159446206635616,1.0222467401452318,1.001170433752132,1.0017780877549285,1.003475282533689,1.0237038160585612
1.0048544953825442,1.0056064739082449,1.0155171126874416,1.0133253945725371,1.0100667363280669,1.0042661977821512,1.0177544545375723,1.043544418752078,1.0046586848244936,1.0017784546714132,1.0073608941686805,1.0291400910191968
1.0052119737191887,1.004801736981803,1.015741694254525,1.0167023407396778,1.008512168414554,1.0039111132044398,1.0195642884115834,1.0168733796477996,1.002781257118023,1.0017788215878984,1.0286620448615886,1.0241441454073337
1.0031362213502002,1.003997000055361,1.018134443898297,1.015093214419909,1.0046720631342176,1.0036294862871358,1.0213741222855943,1.044985818196018,1.005553186356083,1.0017791885043836,1.0792518410232723,1.0195908324432132
1.0033911909410402,1.0031922631289192,1.020527193542069,1.022214305693806,1.0079685438246893,1.0083582740780703,1.016125077177202,1.0153233370840102,1.0146003865243176,1.0017795554208686,1.1024467182498436,1.0183813293909143
1.006721253483405,1.0023875262024773,1.022919943185841,1.011572038871749,1.009509705595758,1.007761573715498,1.0108760320688102,1.0154689288773904,1.0077896018705046,1.0017799223373538,1.0416864705123132,1.017949203146413
1.0043984374844652,1.0015827892760354,1.025312692829613,1.0068954671924686,1.0085885714873528,1.0130052876792712,1.0056269869604182,1.0094375326053135,1.0103772319258546,1.0017802892538388,1.0242698139395463,1.01774095486773
1.0046801006000772,1.0015852376468637,1.0277054424733851,1.0093433636833526,1.0115703775645035,1.00769070503277,1.000377941852026,1.012417796187748,1.002259884792967,1.001780656170324,1.0642185888491469,1.0224793698630363
1.00456051317781,1.0015876860176915,1.030098192117157,1.0097644387691418,1.009367340209959,1.0111893940369017,1.0026096995860003,1.01515553859593,1.001402915698714,1.0002420179152376,1.04434935642379,1.02079150084784
1.0035993169524011,1.0015901343885198,1.032490941760929,1.0075610936601218,1.0069568337333854,1.01063298990919,1.0048414573199749,1.015076810290276,1.0037177445618946,1.0001487092497587,1.080141291833884,1.0192939951652733
1.0060334340245796,1.001592582759348,1.034883691404701,1.0206515074713447,1.0074335906018368,1.024814390667223,1.007073215053949,1.024103939403169,1.0181251700478289,1.0000401521817324,1.097693987027658,1.0196527212898852
1.003672165613346,1.001595031130176,1.0372764410484732,1.024893558077705,1.0097658704431909,1.0179841150491766,1.0093049727879233,1.0068210961805382,1.0218397982166023,1.0002943318495583,1.1052093652644028,1.0268522221017025
1.004773917423294,1.001597479501004,1.039669190692245,1.026469097032719,1.0117432408458085,1.017603299115618,1.0115367305218976,1.0020483085516363,1.0139796990067769,1.000548511517384,1.1172654909966115,1.0316310324431168
1.003326876284654,1.0015999278718322,1.042061940336017,1.0101389655588162,1.012690918664726,1.0065379244802737,1.013768488255872,1.0064846008479031,1.027531835901021,1.0005192331292767,1.0911216288355732,1.0347605310363746
1.0062582059313128,1.0016023762426602,1.044454689979789,1.016932495319859,1.020894543210912,1.0077458673799398,1.0160002459898465,1.0228219256267916,1.0302354903334563,1.0004899547411696,1.0677748196844612,1.0423464799336444
1.0054715559732688,1.0016048246134883,1.0468474396235612,1.0444710830626496,1.015047860865392,1.007886523699791,1.0182320037238206,1.0160215569100486,1.0151957444403448,1.0004606763530624,1.0376835029000464,1.0471805743208122
1.004939648758616,1.0016072729843166,1.049240189267333,1.045589556103126,1.01386818910947,1.016536171764008,1.020463761457795,1.0092211881933055,1.0169406424272698,1.000431397964955,1.0205403000173738,1.045447311149301
1.0057200070489691,1.0016097213551447,1.051632938911105,1.0201336112170172,1.017002617302721,1.0114053877234976,1.0226955191917693,1.0146742292687956,1.0463728790722937,1.0004021195768478,1.0099667231510967,1.0487442135687135
1.0066426845729657,1.002100733722919,1.054025688554877,1.011690615521666,1.0206340343824756,1.005740357894186,1.0249272769257436,1.0333681862348207,1.0429703108788138,1.0003728411887407,1.0267486360431834,1.0522663217995882
1.0049598224754854,1.0025917460906932,1.0564184381986492,1.030055376537049,1.0190592416912585,1.0078912397068762,1.0231396366773984,1.0433536772654626,1.0166698592857517,1.0003435628006334,1.020751180267777,1.0469226222379866
1.0083505415070024,1.0030827584584676,1.0588111878424211,1.0165499336134467,1.0211963739090193,1.0054943538312229,1.0213519964290532,1.0091799711120446,1.0530277314663008,1.000314284412526,1.02692266542886,1.0425626907242758
1.0065048797444975,1.0035737708262418,1.0526116048574536,1.017615346841843,1.0214760953559494,1.007749741452748,1.019564356180708,1.013206889806353,1.108648588273403,1.0002850060244188,1.020348200894871,1.0444610632068794
1.007073629568552,1.0040647831940162,1.0464120218724862,1.019667230288322,1.022041767017012,1.0069121591892498,1.0177767159323623,1.1147939791659782,1.0400569638644752,1.0002557276363118,1.0095661227206374,1.0417610387465324
1.0145586220735083,1.0045557955617903,1.0402124388875185,1.0172819986247172,1.0236423816134057,1.0043708865640126,1.0159890756840173,1.0805825105077569,1.002728306552006,1.0002264492482045,1.0108193154467644,1.0358456339020516
1.0159495086535013,1.0050468079295647,1.034012855902551,1.008258764146066,1.0265353032758595,1.0073063677815604,1.014201435435672,1.0389669291830288,1.0838804352757918,1.000091480223416,1.010797329748467,1.032608578954158
1.0147571679449536,1.0055378202973388,1.0278132729175835,1.011520359920157,1.026106564817581,1.027758280210742,1.0099166344039725,1.0000013495269915,1.0063258089454843,1.000315282859752,1.012157289480325,1.0346843417371734
1.0110727598321805,1.0060288326651132,1.021613689932616,1.0174435431629263,1.019762532372942,1.0222835942339283,1.0005862586712857,1.030576644089768,1.0049586904542027,1.0005390854960885,1.01698091765106,1.0333633111292997
1.013130376954943,1.0065198450328874,1.0154141069476483,1.0149171749982333,1.0187208457657904,1.024268536823757,1.002609071073021,1.0139473946855864,1.0551659799010418,1.000504028093539,1.0106282809454978,1.0332752714113718
1.013829808857389,1.0070108574006618,1.0092145239626809,1.009900739948866,1.020949929566877,1.0248120872409454,1.000916309330324,1.0183932231270736,1.0015900111424276,1.00046897069099,1.0235066743733177,1.0294826560425223
1.01677959548442,1.007501869768436,1.0030149409777134,1.0185046731556415,1.0208058097795878,1.027536108167609,1.0004902380864884,1.002962943479193,1.021476620788158,1.0004339132884406,1.0159309494241946,1.0311691907563802
1.0162219261656804,1.0079928821362103,1.002270638373785,1.034239969577755,1.020114482316095,1.0227463587437151,1.0000641668426529,1.0024060053457995,1.0023650698965725,1.0003988558858912,1.009884482015595,1.0235479938910603
1.0176265558898752,1.008483894503985,1.00242064786645,1.0513332286760082,1.024974338729978,1.007491517897385,1.0038351779001906,1.0140325108112478,1.0091060156710792,1.0002780406159344,1.004344817882605,1.018441817495361
1.0110512254348976,1.0089749068717588,1.0025706573591149,1.0368838680410408,1.0291339612969277,1.0088710672568044,1.0032385818231018,1.007956488501582,1.0145464582645334,1.0001572253459774,1.006808472521293,1.0142370800859413
1.0066718414226932,1.0094659192395332,1.0018314167284907,1.0172522621164517,1.0307429855730663,1.0054537870324447,1.0026419857460132,1.0032307260253128,1.0044097712316566,1.000141290393707,1.009016460217557,1.0146975320118237
1.0084695340034884,1.0099569316073074,1.056578199049702,1.0591515066158046,1.0354849619422517,1.016470675591702,1.0020453896689243,1.0060546937174957,1.0401971815899125,1.0021151660353853,1.006302710501571,1.0101930261539085
1.003713227105385,1.0104479439750818,1.0139300055453246,1.0098771403221172,1.0314730547137465,1.0161950502864947,1.0014487935918357,1.001342689450495,1.031815408829177,1.0040890416770634,1.0280235045266743,1.0074170054626468
1.002359339935872,1.010938956342856,1.0051946254295725,1.0302423989059557,1.024498546749837,1.018915753814095,1.001361578097039,1.0215373768720035,1.0079240772789828,1.0060629173187414,1.00902692750635,1.0104027226460424
1.0065615813452342,1.0114299687106303,1.0050118983053735,1.0111714929804372,1.0289239392785785,1.0208849775528082,1.0012743626022425,1.0071110185650374,1.0407847651900402,1.0080367929604197,1.0039894892661232,1.0079599297690778
1.005592965542519,1.011920981078405,1.004829171181175,1.0110927906617826,1.0335230933213368,1.0034251661152045,1.0033465562411925,1.0126940303820648,1.00903691196566,1.0009409324129042,1.001412974655702,1.008967408687767
1.0071950424871194,1.0124119934461788,1.0046464440569762,1.0247049471609533,1.0352165927322945,1.00801643654979,1.010544987878901,1.0462942534992044,1.0038157349074197,1.000603989478256,1.0242506564589478,1.0079480159592655
1.00992136853075,1.0129030058139532,1.001580257009123,1.0326098307330325,1.0297132615246478,1.0048885095842286,1.0075024554583387,1.020757248262706,1.0081111619712952,1.0003159462696425,1.0141426883022342,1.0051900680380026
1.010517255146126,1.0133940181817274,1.003022281308591,1.055697361899811,1.0305852053508382,1.0020748080815207,1.0063717826151342,1.0434967446624484,1.02695460212057,1.0000279030610286,1.028035820798738,1.0041369321008975
1.0116958043974584,1.0138850305495015,1.0044643056080589,1.0130968351512,1.026376451701124,1.0081801744706105,1.0052411097719296,1.0258549338798235,1.005312778638075,1.000020828213021,1.0426228355945024,1.0064841141206866
1.0077750957670624,1.014376042917276,1.0059063299075266,1.009188864325314,1.030296118597562,1.0145031368829052,1.006950566932761,1.0056689390731854,1.01517742880987,1.0000137533650135,1.0327095837069926,1.0047726836792656
1.0105854587398948,1.0148670552850505,1.0073483542069943,1.0054716226662463,1.0279403582826596,1.0036990142621578,1.008660024093592,1.0046237233325723,1.0105374253351198,1.0014496268221855,1.0193219539244518,1.0056555839938024
1.0099167838658534,1.0153580676528244,1.0087903785064625,1.0152159358213295,1.0208947523154268,1.0001513290735826,1.0103694812544235,1.0086423618427371,1.007644628820212,1.0002918115893729,1.009028067238571,1.004078277926913
1.0078034326381913,1.0158490800205988,1.0102324028059304,1.01847810923339,1.0150278290852106,1.0015769966454044,1.007785337121796,1.0053570222855592,1.0060064353352758,1.000150150188117,1.0010966801194905,1.0053547710446684
1.0132961215880512,1.016340092388373,1.0003904803361687,1.0075660893828484,1.0195701117201184,1.0051114584699423,1.0052011929891689,1.013273847556498,1.002079449462251,1.000008488786861,1.0033987773612716,1.0045633136322198
1.016010710625825,1.0168311047561474,1.000485773902955,1.0124734773171318,1.016514876055184,1.009289086029826,1.0026170488565411,1.023101389492432,1.0019266227659778,1.000833439144721,1.0197040767164278,1.0045702568732937
1.0103415978885677,1.017115388781522,1.0005810674697413,1.0060581324274598,1.0148041526518126,1.0016507824088967,1.0000329047239138,1.026828718876473,1.0060345172308074,1.0016583895025808,1.024271810547833,1.0067481402693776
1.005576988868107,1.0173996728068964,1.0006763610365277,1.0255111753516233,1.020083681885057,1.0032823321541509,1.0028224678928996,1.006876488732589,1.009477444617765,1.0019983896292064,1.2086076030605333,1.010785399659756
1.0077154600624958,1.0176839568322709,1.0007716546033136,1.0222418205321264,1.0330359143582912,1.0075487000594645,1.0056120310618857,1.008975948619747,1.0046271216884473,1.0018504723718704,1.10431267763848,1.0063793062878228
1.0155867339581677,1.0179682408576454,1.0008669481701,1.0131768094687728,1.0254497949243742,1.0036074368385075,1.0084015942308713,1.0061522039481874,1.002008179298128,1.0017025551145342,1.0000177522164266,1.00434236678484
1.022191484499749,1.01825252488302,1.0009622417368862,1.0286172396046454,1.018808832076313,1.006162120661889,1.011191157399857,1.007346881896799,1.015816498978222,1.0015546378571982,1.005557130455906,1.006233756802141
1.0238797953030438,1.0185368089083944,1.0010575353036724,1.0158464990052187,1.015431352255516,1.007799834068229,1.013980720568843,1.007709383337073,1.0561375174340113,1.001406720599862,1.0283058187630365,1.0098624925886917
1.0276881392999138,1.0188210929337689,1.0011528288704588,1.0117785780160509,1.017845823380369,1.012988767462849,1.0123670498751398,1.00956589260531,1.0188077451734157,1.001258803342526,1.051054507070167,1.0138560479640206
1.0243242027048114,1.0191053769591432,1.001248122437245,1.010496264108748,1.0168137097739065,1.0052235954077555,1.010753379181437,1.0062066994818952,1.0356350941130783,1.0013030668595442,1.0738031953772973,1.0159175216179543
1.0193250175640265,1.0193896609845177,1.0009973745818836,1.0287557435663337,1.02003151561866,1.0109188453977151,1.0091397084877338,1.022669230743403,1.034059892643108,1.001347330376562,1.0605864383222592,1.014082457933406
1.0255634577277124,1.0196739450098922,1.0007466267265224,1.0434265434326475,1.0220549499363245,1.0061418189565652,1.0075260377940307,1.0071351773225257,1.0127674394732495,1.00139159389358,1.047369681267221,1.0108050705629252
1.0429120782242445,1.019958229035267,1.000495878871161,,1.0196227417485637,1.0048160142424865,1.0059123671003278,1.0069210841949756,1.0062152546705645,1.0014358574105982,1.0341529242121827,1.012285478728769
1.0064856004416125,1.0202425130606412,1.0003414382227458,,1.021984351030636,1.0141954324916058,1.0042986964066247,1.0151579016630747,1.0057667565642778,1.0014801209276163,1.0209361671571446,1.0168165294553737
1.0109941781742289,1.0205267970860157,1.0001869975743305,,1.0212746616953348,1.0101026048468709,1.0023418731955842,1.0186872789332737,1.0060069294830682,1.0015243844446342,1.0226519778399916,1.0187484755150376
1.006492630560748,1.0208110811113902,1.000032556925915,,1.0215064342280342,1.0145298816050536,1.0003850499845437,1.0141567210365634,1.0051928191053596,1.001568647961652,1.0243677885228386,1.0143621132200769
1.0064698160407135,1.021095365136765,1.0001200697675523,,1.0202438309969195,1.018321882094811,1.000426875357685,1.0099483784282606,1.0109926323441785,1.0016129114786705,1.0385175376499625,1.0193234814501215
1.005726651654914,1.0213796491621392,1.00020758260919,,1.0224171792011598,1.0233341272237635,1.0004687007308266,1.0224074947694444,1.0103509340065682,1.0016571749956884,1.0328735177378934,1.018713837514453
1.0271330756299883,1.0216639331875137,1.0002950954508276,,1.0261967781383867,1.0222094876260317,1.000510526103968,1.0203365419484631,1.0085238000834396,1.0017014385127063,1.0379841370653862,1.0171899686828898
1.0070925486361644,1.0219482172128882,1.000001505750179,,1.0202292388610927,1.0198860237966203,1.0003776998817957,1.010919290891912,1.0069369674428874,1.0017457020297242,1.0268069310799175,1.0199523937176416
1.003935768430325,1.0222325012382627,1.0006666001743338,,1.0299886934223743,1.0354191997168165,1.0005670086297178,1.0039917371978433,1.0086308202606638,1.0017899655467424,1.0988002544033455,1.0295717120357903
1.0145527118215636,1.0225167852636372,1.0013316945984887,,1.0324930516791786,1.040576059903912,1.0010584234800688,1.0046641572785382,1.0181711045663862,1.0018342290637603,1.0323632745269242,1.0277125945252057
1.040072361295144,1.0228010692890117,1.001996789022643,,1.031781015438783,1.038317806308659,1.001235792571101,1.0050946641666894,1.0169702278657025,1.0018784925807784,1.044858364076405,1.0253452927209752
1.0542580856428008,1.0230853533143862,1.0026618834467982,,1.0308989511137916,1.0383347314226905,1.0014131616621331,1.0178806645533969,1.006573504212173,1.0019227560977964,1.0363364090979772,1.0241550427377597
1.064252851608103,1.0233696373397605,1.003326977870953,,1.0311396482722688,1.1090724421492315,1.0015905307531656,1.0162956949986386,1.0299263521627349,1.0019670196148145,1.015029081070194,1.024607613414046
1.0510345650760615,1.023653921365135,1.003992072295108,,1.0261266903262594,1.0999913868242392,1.001767899844198,1.011761572500294,1.00358891963128,1.000079326877154,1.0241543885535993,1.0221575557601412
1.029767712349311,1.0239382053905095,1.00285555801937,,1.0233348585121806,1.0889577372439465,1.0019452689352302,1.0187034930252734,1.0031748299782042,1.0001557618692936,1.0163804876625255,1.0210936695635042
1.0221159678277427,1.024222489415884,1.0020951711795016,,1.0193859884399394,1.0209111572814904,1.0021226380262624,1.0247561647452332,1.0020342999202434,1.0002321968614332,1.0333765316037642,1.0226024833139928
1.0030970280228209,1.0245067734412583,1.0042519657312172,,1.0261690982543783,1.0528094882075416,1.0023000071172947,1.0206284136287866,1.0009745584211032,1.0003086318535728,1.0248027254422114,1.021499736154755
1.0043539240516013,1.024791057466633,1.0100270003720309,,1.0375996375494625,1.0639080512222454,1.002477376208327,1.0160230173201317,1.000984010532127,1.0003850668457124,1.047587327864081,1.022881780790457
1.0271771719500415,1.0250753414920075,1.0128924802494967,,1.0387400347555291,1.0689863798764068,1.0026547452993593,1.0239251556534965,1.0235392892173154,1.000461501837852,1.0467573114689577,1.0205081844615604
1.014754551885291,1.025359625517382,1.0185733744410044,,1.0349824490826884,1.0653967524398145,1.0028321143903915,1.0248565437341663,1.011276974280288,1.0005379368299916,1.0246576257859037,1.025380024428613
1.0212907864952048,1.0256439095427563,1.00111961301342,,1.0340871556161222,1.021271023641369,1.0030094834814238,1.0149557182091928,1.0121414714609704,1.0006143718221312,1.0373864949068727,1.0244585927450505
1.022507077163491,1.025928193568131,1.0008868516502774,,1.0328769372566975,1.028919590943709,1.003186852572456,1.015717358362378,1.002064612992306,1.0006908068142708,1.0136704140393604,1.0244546699297403
1.0141669779340092,1.0262124775935055,1.0006540902871346,,1.0314193627216206,1.0236535042773791,1.0033642216634886,1.0150252864278944,1.0017948747742629,1.0007672418064104,1.058286274985566,1.0250361892572954
1.0039274421587832,1.02649676161888,1.000421328923992,,1.0323589934295276,1.0226095831896993,1.0035415907545209,1.0179259483452108,1.0032596540963925,1.0018195988665977,1.0446476769632898,1.025230593392688
1.0178901398897804,1.0267810456442543,1.0000004748642803,,1.0355396895910762,1.019589523609395,1.0037189598455531,1.0140858305522062,1.0030768064926214,1.002871955926785,1.0714252286260335,1.026199930282412
1.0269296668232075,1.027065329669629,1.0022077736442454,,1.037806019878062,1.0453803430269706,1.0038963289365854,1.0154037573141423,1.0023158913686356,1.006218559766067,1.0447865086007753,1.026171426702828
1.0173000148636342,1.0273496136950035,1.0044150724242105,,1.0416039521402922,1.0249426800262331,1.0040736980276177,1.0164587841485468,1.0066196369144855,1.0095651636053484,1.0654201745405143,1.025557871510978
1.025738296669903,1.0276338977203778,1.0066405571067385,,1.0451048830194116,1.0356607074580095,1.00425106711865,1.0180358774019933,1.0119626488932725,1.0129117674446302,1.098207299586759,1.0262517157194364
1.0120865327420585,1.0279181817457523,1.005445355638515,,1.050131720498667,1.028300772153813,1.0044284362096825,1.0188502650441171,1.006491490024939,1.002440617769181,1.1309944246330037,1.0263063125711789
1.0061492507284526,1.0282024657711268,1.025001377160993,,1.040001604825459,1.0255314465003862,1.0046058053007143,1.019019177212266,1.0046743642242977,1.0014966438998083,1.0479268767041034,1.025707589561445
1.0027027747689734,1.0284867497965011,1.0445573986834706,,1.0395669001679564,1.0266227557746963,1.0047831743917468,1.01715742765755,1.009464857040381,1.0002665252215588,1.10146484324213,1.0248774212031648
1.0092379136725225,1.0287710338218758,1.0641134202059486,,1.041257073012337,1.0437042434493182,1.004960543482779,1.016217139750794,1.0166161287932145,1.001116766608313,1.010057737293901,1.0243823917277022
1.0060120446650365,1.0290553178472504,1.0562916714111892,,1.0428101052946837,1.0392678393751251,1.0051379125738114,1.033014704567628,1.0142231802626305,1.0000808475543108,1.0579434502321456,1.0234597364691824
1.004772176205325,1.0293396018726249,1.0484699226164296,,1.0197334896962105,1.0363217757332326,1.0053152816648436,1.0376039626417768,1.0014368250986752,1.0112045496795274,1.1345174008074403,1.028154433003713
