Amplitude_envelope_Shape_factor,Amplitude_envelope_Shape_factor.1,Amplitude_envelope_Shape_factor.2,Amplitude_envelope_Shape_factor.3,Amplitude_envelope_Shape_factor.4,Amplitude_envelope_Shape_factor.5,Amplitude_envelope_Shape_factor.6,Amplitude_envelope_Shape_factor.7,Amplitude_envelope_Shape_factor.8,Amplitude_envelope_Shape_factor.9,Amplitude_envelope_Shape_factor.10,Amplitude_envelope_Shape_factor
1.004309113491146,1.0031741124603282,1.0029702399289078,1.0082272813656736,1.0001849901013438,1.0035310221231697,1.0105615106091357,1.0002238548416922,1.0128939826854306,1.001356776696004,1.002347584556876,1.0009318922494617
1.004921137686911,1.0029080262833847,1.0056314988788808,1.0051497697884813,1.0057168554613307,1.0005690321504723,1.014017673642548,1.000147109423134,1.0007089574664518,1.001251195056411,1.0013684198284616,1.0011867815160944
1.0024637030557406,1.0026419401064413,1.0000656879454302,1.0022247424602413,1.0002023395350583,1.000367900537718,1.0056619414226673,1.00013881587756,1.005678092147817,1.001145613416818,1.001837681022523,1.0014132312156514
1.0004442676050165,1.0023758539294978,1.0004869188510817,1.0022097150102591,1.001244881360823,1.0006049766227314,1.0050927223702917,1.0002590619493488,1.001432480885502,1.0010400317772248,1.0021012791742194,1.001341237722432
1.0015578915488077,1.0021097677525543,1.0015628358189352,1.0017548960845812,1.0008359761050802,1.0006518726563518,1.004523503317916,1.000179271474058,1.0064432429464416,1.0009344501376318,1.003380327811729,1.001092023472834
1.0003060638066792,1.0019196349814297,1.0015511710572278,1.003892422815489,1.0004270708493377,1.0000035010887662,1.0039542842655405,1.0004626504946004,1.0016389723595418,1.0008288684980389,1.0063094512129942,1.0011324595989433
1.0014242330709384,1.0017295022103048,1.0015395062955204,1.0185398673889203,1.000018165593595,1.0032714899878183,1.0033850652131648,1.0002250486123323,1.0025879615409408,1.000723286858446,1.005824079620942,1.0013640960966024
1.0008513849423712,1.00153936943918,1.001527841533813,1.0058009661614045,1.0000151040888838,1.002702621144294,1.0028158461607892,1.0000865405491206,1.0035369507223395,1.000617705218853,1.008531558603276,1.001197286053892
1.0009714895724644,1.0013492366680554,1.0015161767721057,1.0000162103307717,1.0000120425841728,1.0041391683004064,1.0047989076904311,1.0002238544509754,1.0015221714609128,1.00051212357926,1.0026211023356038,1.001269250591376
1.0011076163948809,1.0011591038969303,1.001504512010398,1.0019838870970617,1.0000089810794617,1.005575715456519,1.0067819692200732,1.000207302360281,1.0040126369504248,1.000406541939667,1.003367275503576,1.001327621792978
1.0005733765049651,1.000968971125806,1.0014928472486906,1.0033272081248796,1.0000634737398983,1.0002801325086446,1.0009108372732736,1.0002793837680912,1.000074089193493,1.000300960300074,1.000153247245271,1.001178307028759
1.000300977989398,1.000778838354681,1.0014811824869831,1.007502688309987,1.000014598127784,1.000480640678597,1.0025864395948485,1.0002922315027216,1.0062385535311742,1.0011777264402129,1.0035193163322855,1.0012977851102165
1.001354511851109,1.0005887055835565,1.0013355840828422,1.0140562049744006,1.000147500159477,1.0002688622047504,1.0042620419164234,1.000330729745148,1.006666746763151,1.0020544925803516,1.0034629419127987,1.0014845463950075
1.0030411581396943,1.0003985728124316,1.0011899856787014,1.0007659619204348,1.00028040219117,1.0037851894116137,1.0047124783593304,1.0003026310153058,1.0013016036027853,1.001883640390887,1.000323228305765,1.0015737584140465
1.0023336429058298,1.0002084400413067,1.0010443872745605,1.0067168850318482,1.0004133042228631,1.0001158736239883,1.0051629148022372,1.0003801351953403,1.008176624723971,1.0017127882014225,1.0007331499932206,1.0017297229565991
1.0009527239886065,1.000018307270182,1.0008987888704195,1.0117002121963574,1.0053667593369395,1.000221157769274,1.0039208156935004,1.0004718886284658,1.0062788282898931,1.0015419360119575,1.0000891952587485,1.0016901840881711
1.0005349015837632,1.0012921208104977,1.0007531904662788,1.0093622022315658,1.0001121719454866,1.0008616692191636,1.0040313383644714,1.00029591688066,1.0039867666124616,1.0013710838224932,1.0006000715236163,1.002249840698732
1.001517130931939,1.001399963507251,1.0006075920621378,1.0114243493784731,1.0002096287655415,1.0015021806690536,1.000435833338898,1.0003480924288166,1.0031628464978688,1.0012002316330284,1.0036461580905058,1.00255621975769
1.0007487257525087,1.001507806204004,1.000461993657997,1.0045854737479905,1.004883382739259,1.0021426921189434,1.0002950110413311,1.000310806106176,1.0037278032714816,1.0010293794435638,1.0036988448784134,1.0032348081203797
1.0006542868971204,1.0016156489007575,1.000316395253856,1.0054779454253715,1.002675410895408,1.0038009154128131,1.003820582644631,1.0003416048399605,1.0054464214305665,1.0008585272540993,1.000134544069638,1.0034596054980551
1.00092743856425,1.0017234915975108,1.000170796849715,1.0134982653511573,1.0024409374853598,1.0016611720894106,1.0008314192458838,1.0002406045038168,1.001207723426998,1.0006876750646343,1.0078009994925543,1.0044469004835492
1.0016772414321098,1.001831334294264,1.0000251984455744,1.0093502936384062,1.0019472230905015,1.0007555426690515,1.0026368562865235,1.000654032207372,1.0009983438482313,1.00051682287517,1.0015564473109784,1.003724007849262
1.002392733485305,1.0019391769910173,1.0089033610426696,1.006671823656201,1.0000000315537392,1.0043287899749784,1.0017602902359566,1.000175331861332,1.0066627447077916,1.0003459706857054,1.0067213619107598,1.0032964367135944
1.0020237649546115,1.0020470196877704,1.0079456147487416,1.002814001676451,1.004810576223552,1.0000812982817335,1.0008837241853898,1.0004269165721005,1.001950830799153,1.0001751184962406,1.011130878328996,1.0039770081126622
1.0017482204027328,1.0021548623845238,1.0069878684548137,1.005349305987847,1.005785256390744,1.0016082190522704,1.0000071581348229,1.0005531124934937,1.0049641059078724,1.000004266306776,1.008410033087606,1.0048008804892956
1.0013288887071397,1.0022627050812771,1.0060301221608854,1.0033097795932877,1.003811465823234,1.0069606875599326,1.0031296724858914,1.002023040390761,1.0055633439672091,1.0001618215293662,1.0028128247694768,1.003200393391014
1.0014486088121175,1.0023705477780305,1.0050723758669573,1.003585439821734,1.0002794333462426,1.0012064741160618,1.0062521868369598,1.002379583361822,1.0047471311849656,1.0003193767519565,1.0019097947449074,1.0034715430423042
1.0012544810020936,1.0024783904747836,1.0041146295730294,1.0038931290774478,1.0001248913957526,1.0053048225297443,1.006004963561454,1.0012092708122322,1.004844661126276,1.000679915282476,1.0008861650838687,1.0044951665277384
1.001605166526904,1.002586233171537,1.0031568832791014,1.0052980635547606,1.0003119504809932,1.0020342047098802,1.005757740285948,1.0002830623937715,1.008003797253426,1.0010404538129956,1.0032247347793686,1.0051599797837631
1.0016969385214751,1.00269407586829,1.0021991369851733,1.003951434775496,1.0005528312633891,1.0024539726572408,1.005510517010442,1.0003541438936725,1.0027750219114278,1.001400992343515,1.0029103724218662,1.0053693248374913
1.001332543165118,1.0028019185650434,1.0012413906912452,1.003932989990021,1.000709363683342,1.0012648020104504,1.005263293734936,1.001686946511802,1.0044491579766237,1.0017615308740344,1.0008408897006489,1.007976529585164
1.0015374214578143,1.0029097612617963,1.000283644397317,1.0039662512754055,1.0007223171735675,1.0006444994066046,1.00501607045943,1.0006402278391056,1.0042333914278905,1.002122069404554,1.0052826843025826,1.0075717236466202
1.000918307538487,1.00301760395855,1.0003976684574178,1.0053734333870588,1.0003462529018945,1.0005697275403291,1.004768847183924,1.00104296177791,1.0004843030097563,1.0024826079350737,1.000518366956169,1.0075899420448788
1.000740300238557,1.0031254466553032,1.0005116925175186,1.0033331618394714,1.0001837080709584,1.0022934509516443,1.0045140747820678,1.0004037517943372,1.0003745440298957,1.002843146465593,1.0014258016505528,1.0062973203691767
1.002880481498173,1.0032332893520564,1.0006257165776191,1.0039103632278403,1.0004356252038866,1.001151586504806,1.0042593023802115,1.0004436732187625,1.0026807511062246,1.0032036849961123,1.0032776967458945,1.0069012780646636
1.0021852903947437,1.0033411320488097,1.00073974063772,1.0014733029723162,1.0006690645599736,1.0012105796527069,1.004004529978355,1.0121531945276194,1.0037403373866676,1.003564223526632,1.0018298370451617,1.007251207764432
1.0016817651191694,1.0031409118118657,1.0008537646978208,1.003238995662401,1.001157916827754,1.0005694707238229,1.003749757576499,1.0033591285300805,1.000477247672485,1.0039247620571514,1.0076919394842734,1.0079175836197136
1.0011671985256885,1.002940691574922,1.0009677887579216,1.0038976375537354,1.0007382567171044,1.0004967597238683,1.003678190764244,1.0100685129102407,1.0004758080854814,1.0020578304538046,1.0051718435315322,1.0064784944491
1.0009088024593,1.002740471337978,1.0010818128180223,1.002895597130111,1.000874867417593,1.0001218160760388,1.003606623951989,1.0124873480192595,1.0002618008889113,1.0010141681925526,1.000919810066356,1.0057093848140193
1.000706919276565,1.002540251101034,1.001195836878123,1.0053311477936742,1.000520249195093,1.0041106532183797,1.003535057139734,1.0068634170014872,1.0007973980270497,1.0041868218143597,1.0007689671019595,1.0056465465113882
1.0003487374312108,1.00234003086409,1.0013098609382238,1.0044932738892485,1.0004400493468757,1.0026292764601332,1.0034634903274788,1.0009401467471477,1.006131364386775,1.0031760891100507,1.0007126001042554,1.004724252059564
1.0005026628233022,1.0021398106271462,1.0014238849983246,1.002434101954691,1.0005327136593842,1.00477953244889,1.0033919235152238,1.0005399734294975,1.0077904772510535,1.0021653564057418,1.0005420885138605,1.0040021735119138
1.00030942922012,1.0019395903902022,1.001537909058425,1.003880202819731,1.0004074426695089,1.0020423257082065,1.0033203567029685,1.0049849641747683,1.000352646593603,1.0022203895820003,1.000781225493064,1.0043792618674952
1.000382153112595,1.0017393701532582,1.001651933118526,1.0029659878018442,1.000710457521863,1.0021314310660645,1.0032487898907134,1.0099315031578622,1.0026027363741414,1.0022754227582589,1.0007039551466632,1.0041233323099386
1.002071675619441,1.0015391499163142,1.0017659571786268,1.0020053431163305,1.0006518304846654,1.0008410573835038,1.0031772230784584,1.0076986888781132,1.0010453640964083,1.0023304559345174,1.000377503714688,1.0050368810023136
1.00053424636322,1.0013389296793704,1.0018799812387276,1.0018713216624875,1.0005441218790674,1.000728515486042,1.0031056562662033,1.0054658745983645,1.0000510858855385,1.002385489110776,1.0022691189634243,1.0048639610728665
1.0006795611809212,1.0011387094424264,1.0019940052988283,1.0022232360930945,1.0006840655407754,1.00207437366253,1.0030340894539482,1.0025744684666842,1.0015102282818529,1.0024405222870345,1.0035678505322616,1.0054999900986723
1.0008170986179157,1.0011088159292674,1.002108029358929,1.0018860241507266,1.000908257772968,1.0005863362241063,1.0029625226416932,1.003802073429293,1.0065097159464922,1.002495555463293,1.000740232841156,1.0067672317299856
1.0004518359633794,1.0010789224161083,1.0022220534190298,1.0014226240224429,1.000738600932126,1.0012456993314494,1.002581437236293,1.0031170484828458,1.0025457195814005,1.0025505886395516,1.0039962132234077,1.00665422646213
1.0007580098131024,1.0010490289029492,1.0023360774791306,1.0019023446441295,1.001675388240851,1.0006869580786366,1.0022003518308928,1.0031371204106945,1.008661201678355,1.00260562181581,1.0023848145609346,1.0072913147036786
1.00089904546732,1.0010191353897904,1.0021884929767622,1.0018020241270378,1.001153015268503,1.000631433438465,1.0018192664254926,1.0037567245748067,1.001953612377101,1.0026606549920687,1.0012162501640018,1.0062402768579068
1.0006104781125995,1.0009892418766313,1.0020409084743938,1.0020753880657765,1.0009686850479576,1.0009954163841437,1.0014381810200923,1.0019537800417058,1.0007000125823344,1.0027156881683272,1.0005461371790827,1.005594761811058
1.0010918807229634,1.0009593483634722,1.0018933239720254,1.0017186774701514,1.0010275543712766,1.001730354651594,1.0010570956146922,1.0007472220653315,1.0002097962825545,1.0027707213445858,1.0002545658463309,1.0044887607649071
1.0011116547520087,1.0009294548503131,1.001745739469657,1.0011655982969483,1.0011132904821904,1.0008156397415626,1.000676010209292,1.002570553645645,1.0008557935436393,1.0034605833790766,1.0008394248522332,1.0045430678916292
1.0009931377853358,1.000899561337154,1.0015981549672888,1.0018977657769157,1.0011594483876929,1.0045139108994008,1.0036420001986923,1.00042204025562,1.0002418551677763,1.0020443469932587,1.0010553345396838,1.0046424731898618
1.0011410684218311,1.000869667823995,1.0014505704649204,1.002230247126875,1.0013866604776829,1.0025366439180143,1.0000076456374758,1.0028488194258096,1.0003688963986104,1.0006281106074406,1.003823325769744,1.004911722912477
1.0010561532395044,1.000839774310836,1.001302985962552,1.0025871418927876,1.001257215422149,1.0024207617091363,1.0007221116884717,1.004511242946747,1.0120144893453102,1.000488613468045,1.0042818144481187,1.0050687335075763
1.0007619255863875,1.0008098807976769,1.0011554014601836,1.0019614578942864,1.0019639823568356,1.002478788354011,1.0000178657222778,1.0032940325232431,1.0000024440449378,1.000349116328649,1.0055021181290955,1.0051106263909386
1.000495406173507,1.000779987284518,1.0010078169578152,1.0011616678256947,1.001489203714428,1.0012078483200682,1.003397082410885,1.000059760332009,1.0147727012237222,1.0002096191892536,1.0007223017022715,1.0063891633166713
1.0004635943051343,1.000750093771359,1.0006564792189288,1.0007580913801266,1.001589920111244,1.002011563938028,1.006776299099493,1.0000106453410686,1.000150990197826,1.000070122049858,1.0018214610669238,1.0061861935990375
1.000579657812411,1.0007202002582,1.0007558966152224,1.0004238077196896,1.0012039720416333,1.0032105622784304,1.0044684625911915,1.0016311407702256,1.0018906311653812,1.0018082036802407,1.0004487918422895,1.0053574507980076
1.0017455496219354,1.0006903067450408,1.000855314011516,1.0005615381026025,1.0015093791831815,1.0023758970799652,1.0033520622697971,1.000476017812903,1.0025177472613438,1.0035462853106232,1.000585985461223,1.0061179984965387
1.0003091000474842,1.0006604132318817,1.0000998551794882,1.0005243160697317,1.0011579136791664,1.000940872107963,1.0022356619484027,1.0004836757654518,1.0015946940325564,1.0000337047314056,1.0009895150320784,1.0047161147011912
1.0004416687391189,1.0006305197187226,1.0001076854356596,1.0014385649651365,1.0016735332324942,1.0026404694190325,1.0011192616270084,1.0002980366213623,1.001274287993872,1.0011588855292528,1.0016674757081778,1.0036928268479068
1.0001120761553526,1.0006006262055636,1.0142890597996053,1.0029041732931276,1.0022400966891576,1.0028092204458583,1.000002861305614,1.000052124154795,1.000022310611633,1.0022840663270998,1.003587306382905,1.0040700856437157
1.0001663786736543,1.0005707326924045,1.0047073061129144,1.0011540970613717,1.0011081626800944,1.0039610649168524,1.0003490085751383,1.0036445999637544,1.0012517538396837,1.0034092471249467,1.0014484058434792,1.0041571371327715
1.0003153941911784,1.0005408391792456,1.0034313122237102,1.0012193600294674,1.0015734382151635,1.0019874125164177,1.0006951558446624,1.0029157982915775,1.000805667213388,1.004534427922794,1.0006275998105238,1.0033658177756986
1.000258913265196,1.0005109456660866,1.002155318334506,1.0002926751183008,1.001506090057171,1.0003626627116262,1.0004714030562007,1.0067094482088086,1.000869723432924,1.0031009430717044,1.0002301743209232,1.004189538213074
1.000294448206862,1.0004810521529277,1.0008793244453018,1.0025254483560568,1.0013198159693026,1.0001050927647976,1.0014592244225315,1.0061521811519676,1.000238225102788,1.001514690056568,1.0044093852570068,1.003907627379269
1.000568216738823,1.0004511586397684,1.0003123738750754,1.0027537007515388,1.0010160425049914,1.0001484621555743,1.0056501110202816,1.0046606083736125,1.0001456411416123,1.0008299009094048,1.0007961908694087,1.0025661266446682
1.0006288396046925,1.0004212651266091,1.000481376949892,1.002861572551346,1.0011704132746997,1.0000565613463286,1.0059379119920009,1.0005744467736166,1.0020291327449051,1.000145111762242,1.0108611030542272,1.0031395255496072
1.0007297887794724,1.0003913716134505,1.0006503800247082,1.0015717182626551,1.0010580814611785,1.0000896837846784,1.00622571296372,1.0004791521878442,1.0001767022214447,1.0002264528804172,1.001585817892919,1.0040679185239405
1.0010761101574404,1.0003614781002912,1.0008193830995245,1.0003170625940836,1.000975139096343,1.0026460124984256,1.0044140447545082,1.0001432225425106,1.0010664438193877,1.0003077939985925,1.0059983622087545,1.0029641541916925
1.001144508959208,1.000331584587132,1.000988386174341,1.00047638660575,1.0012157178398526,1.0028094081043148,1.0026023765452965,1.0008586009755087,1.0009042751190314,1.002831793050199,1.0007743094920447,1.0024376247348996
1.0014114203061248,1.0003016910739733,1.0011573892491574,1.0003764400080997,1.0009979345989228,1.001044233509359,1.0007907083360847,1.00055819098438,1.000146384283596,1.0029381319137922,1.0014664345991309,1.0028462585337892
1.0016587917141313,1.0002717975608142,1.0013263923239737,1.0020701972653778,1.0008740488274857,1.0001417573846492,1.000641064775855,1.0001671829906915,1.0001319068949874,1.0016685587211769,1.0006615731951225,1.002564151912661
1.0016752551691666,1.0002419040476551,1.0001576087320672,1.0027884126991593,1.0008303284128357,1.0025915517410988,1.0004914212156253,1.0003944061400616,1.0000548585568148,1.000398985528561,1.001719213438584,1.0023544870569157
1.0019481421012355,1.000212010534496,1.0001727042554445,1.0013933558500274,1.0007868464622416,1.0047961228013076,1.0003417776553958,1.000732652284506,1.0001479807715965,1.0032891810727853,1.0021793276066555,1.0021369217096552
1.0017122112064167,1.0003564190038206,1.000187799778822,1.0007201646077917,1.001675933454952,1.0014231172237007,1.000192134095166,1.0011519111314495,1.0001247674869989,1.0061793766170095,1.0031208987353346,1.00253178968089
1.002409176439311,1.000500827473145,1.0002028953021993,1.0013527177038932,1.001713147211344,1.004052256080317,1.0008336474699713,1.0008337166969343,1.000412691569294,1.0022013891632082,1.0005478996154331,1.0023242001877608
1.0026866551539275,1.0006452359424696,1.0002179908255766,1.0019829318057225,1.0013843540184844,1.0013362949501086,1.0014751608447765,1.001001483329537,1.0000478393830452,1.0022620005425256,1.000294906248666,1.0017445105740483
1.001919047028567,1.000789644411794,1.000233086348954,1.0019868960790077,1.0018811329156334,1.0002493409674464,1.0021166742195815,1.00084721574007,1.000075848687726,1.0023226119218431,1.000041912881899,1.0015471073065114
1.0021640551034496,1.0009340528811188,1.0002481818723314,1.0024396263534583,1.001922911055574,1.001336128582689,1.0027581875943867,1.0011543297245469,1.001110312991382,1.0023832233011605,1.0009115787864795,1.0014803198200288
1.0030554179909932,1.001078461350443,1.0002632773957087,1.0011492715704249,1.0013514935453167,1.0011259731659397,1.003399700969192,1.0009043979967285,1.0029599007934782,1.002443834680478,1.0008171591685802,1.0017525293009713
1.0038501093899963,1.0012228698197678,1.0002783729190865,1.001725385115492,1.0013162426591946,1.0037908481218656,1.00283393031153,1.0011136208237357,1.0008153288518218,1.0025044460597954,1.0007227395506806,1.00211325796706
1.00409129991262,1.0013672782890923,1.0002934684424636,1.0026943343967063,1.0011081375243407,1.0025730609225525,1.0022681596538678,1.0012079647232688,1.000790953670457,1.0028490929992373,1.0006283199327812,1.0020674623484085
1.002001648488133,1.0015116867584168,1.000205612712861,1.0050558725020604,1.0018962663335935,1.0023561888577586,1.0017023889962058,1.0020993605555777,1.0005632907855793,1.0031937399386792,1.00190439494996,1.0020626412685576
1.0028039874022094,1.0016560952277411,1.0001177569832584,1.004034620027918,1.001392455247823,1.001804061388744,1.0011366183385435,1.0023184392718087,1.0001487838808223,1.0035383868781211,1.003180469967139,1.0021376808868254
1.0023470641449417,1.001800503697066,1.0000299012536558,,1.0015814997623715,1.0003938116374134,1.0005708476808814,1.002081793503909,1.0001366751273302,1.003883033817563,1.0044565449843177,1.0020763827359216
1.0008202854028163,1.0019449121663904,1.0000420714391258,,1.0020810113909182,1.0027802069084415,1.0000050770232194,1.0035083702857774,1.0009865667934388,1.004227680757005,1.0057326200014964,1.0021203533217826
1.0020071549567835,1.0020893206357149,1.000054241624596,,1.0014104785934763,1.0011825049150185,1.0000061897791284,1.0033301664490113,1.0023616297938702,1.0045723276964469,1.0033453361213378,1.0020487564381602
1.002998401283903,1.0022337291050396,1.000066411810066,,1.0015339389137692,1.003690028983182,1.0000073025350371,1.0020061997956504,1.0016478811985716,1.0049169746358888,1.0009580522411792,1.002687480700523
1.0016789623328817,1.002378137574364,1.0012978882893229,,1.001459380559406,1.00415498450785,1.000591100422048,1.0017310956934853,1.006436464969841,1.0052616215753307,1.0000782936174306,1.0025030104767556
1.0028113486766614,1.0025225460436886,1.0025293647685796,,1.0011912119451756,1.0011971592281657,1.0011748983090587,1.003317007682059,1.00571689165262,1.0056062685147724,1.0016695836271647,1.0026277633742688
1.0024827952820945,1.0026669545130131,1.0037608412478365,,1.0013520560529792,1.0012035965503117,1.0017586961960696,1.0028244546513234,1.0026189763865958,1.0059509154542143,1.0000049668925577,1.002448859092522
1.0023607828823533,1.0028113629823376,1.0021094828687358,,1.0009295049294025,1.0016875510186516,1.0007464779351136,1.0028574483163488,1.0024135617845085,1.0062955623936565,1.004700960174112,1.0028416972869594
1.0001610085093349,1.002955771451662,1.0018809038436851,,1.00118633847207,1.0011470326461374,1.0000055733415032,1.001175933898085,1.0036437595543324,1.0066402093330982,1.003294550017991,1.0030882997839947
1.0016332984026928,1.0031001799209869,1.0016523248186344,,1.0007873893221082,1.002295283802813,1.0000360155220296,1.001068746834583,1.0086825052980648,1.00698485627254,1.005248107921096,1.0026939465689009
1.0009595166248644,1.0032445883903112,1.0014237457935835,,1.0010539525873168,1.0016413008973115,1.0000350332747563,1.0014728725308386,1.0037472832580334,1.007329503211982,1.002631510646951,1.002673902349473
1.0016146592785284,1.0033889968596357,1.0011951667685328,,1.000917752505628,1.0018378037054905,1.0000340510274832,1.0063121288741523,1.0009270920964024,1.007674150151424,1.0022067007397135,1.0026271308935368
1.0007986724402522,1.0035334053289604,1.000966587743482,,1.0016234107381985,1.001440279202683,1.00003306878021,1.0065276843817927,1.0030383316186873,1.0080187970908658,1.000585776516579,1.0033315810057353
1.000842832028061,1.003677813798285,1.0007380087184314,,1.0012212544349506,1.0013623279349897,1.0000320865329368,1.0089073527666812,1.000489494758086,1.0007307225110746,1.006482887505164,1.0051714612443503
1.000395406935508,1.0038222222676094,1.00285108731165,,1.0013038371948908,1.0018116149145513,1.0000311042856638,1.0070720340611383,1.0003517399853907,1.001364075780256,1.0071357166846795,1.003160614821888
1.000489938786927,1.003966630736934,1.0050728095530257,,1.0011820513590075,1.00268419418187,1.0000301220383905,1.0050979204584825,1.0006622999302126,1.0019974290494371,1.001006100145687,1.0029435955737718
1.0000340774124192,1.0041110392062584,1.0040148467001642,,1.001065228411767,1.000908065620656,1.0000291397911174,1.0041740648797877,1.0007673885781785,1.002630782318619,1.0026099628166945,1.003210020647661
1.0001305363261206,1.004255447675583,1.0008531525087276,,1.0009473710048442,1.002874939237869,1.000028157543844,1.0046550798539795,1.000335984702455,1.0032641355878,1.0015270235875242,1.002978133929724
1.0003653055702328,1.0043998561449077,1.006648889408269,,1.0009582318144383,1.0016955199282638,1.000027175296571,1.0040461469865054,1.005644498579716,1.0038974888569816,1.0020701178433988,1.0020668970299067
1.0001241668725422,1.004544264614232,1.01560573009091,,1.0012414253877244,1.0008711632049792,1.000026193049298,1.003987138535401,1.001227290886896,1.004530842126163,1.0026006569369406,1.0020499747269436
1.000018794572756,1.0046886730835565,1.001394350056546,,1.0014595903487982,1.000738730877087,1.0000252108020249,1.0041995509373214,1.001163261921395,1.0051641953953443,1.001551250618668,1.001858520229504
1.0001362358024102,1.0048330815528812,1.0019000272840506,,1.0017050915403394,1.0006428037599968,1.0000242285547516,1.0028439654771362,1.0001776023065931,1.0057975486645256,1.0011658193841826,1.0016467557643898
1.0001189752576565,1.0049774900222057,1.002405704511555,,1.0016899839078333,1.0005864437013992,1.0000232463074783,1.0018765469803508,1.00020902644885,1.006430901933707,1.0029848326847166,1.001728710476445
1.0000137671744391,1.0051218984915302,1.0029113817390596,,1.001398524113444,1.0004711098476833,1.0000222640602052,1.0017242483734543,1.0001761267785163,1.0035962211595946,1.0038187777640195,1.0015513224716246
1.0000949656811144,1.0052663069608547,1.011908729739242,,1.0019957966906057,1.0005638272493207,1.000021281812932,1.0042102695073307,1.0001396918238377,1.0007615403854824,1.003539992966707,1.001470558030253
1.0002047230680646,1.0054107154301792,1.0073372932067288,,1.003286136682453,1.0010254775678504,1.0000202995656589,1.003051775871922,1.0008689302119227,1.003005110752104,1.0029910849592805,1.0014384018764486
1.000195728935635,1.0055551238995035,1.002765856674216,,1.0031479847234026,1.0007841967992324,1.0000193173183858,1.003917817921397,1.0034843327058285,1.0052486811187258,1.0046847402241468,1.0015970581322944
1.0002561600243822,1.0056995323688285,1.0004717939052996,,1.0033862785973464,1.0012590510037194,1.0000183350711125,1.00268175756074,1.0064979544691983,1.0074922514853475,1.0053698494035874,1.0020883934764435
1.0000342491760104,1.0058439408381528,1.0004546372514134,,1.0053401791153491,1.0013307479592692,1.0000173528238394,1.0023248378439742,1.0017541260830063,1.0043106810563016,1.0060549585830278,1.001508853759369
1.000034873319417,1.0059883493074773,1.0008808319692009,,1.005131170143032,1.0011995679493488,1.000016370576566,1.0023011947383385,1.002478123225636,1.002054031834403,1.0035933976567923,1.001537841207902
1.0000365751491087,1.006132757776802,1.001307026686988,,1.0032805948793089,1.001237937196074,1.000015388329293,1.0008784426053408,1.0041629668050132,1.0059775836222256,1.00572096727161,1.001387088897696
1.0001916468628234,1.0062771662461265,1.0017332214047756,,1.00334523156344,1.001131860512794,1.0000144060820195,1.001147665236727,1.0066630396165197,1.0013511587098587,1.008327064522108,1.0013350645415846
1.000105983807511,1.006421574715451,1.0030591553553083,,1.0047026850923264,1.000852081722151,1.000013423834747,1.001367028667635,1.0066162065268651,1.00615690489052,1.0000011435058371,1.0013176900889542
