Counts_envelope_Crest_factor,Counts_envelope_Crest_factor.1,Counts_envelope_Crest_factor.2,Counts_envelope_Crest_factor.3,Counts_envelope_Crest_factor.4,Counts_envelope_Crest_factor.5,Counts_envelope_Crest_factor.6,Counts_envelope_Crest_factor.7,Counts_envelope_Crest_factor.8,Counts_envelope_Crest_factor.9,Counts_envelope_Crest_factor.10,Counts_envelope_Crest_factor
1.8464740494761056,1.4911954462613066,1.2590388947840176,,1.630552879405351,1.993390203904092,1.0552171453694057,1.3820453138772018,1.8853347241811915,1.3284978604942952,1.2683244075767814,2.150899026195336
2.543710449382907,1.4863830292331544,1.2385880635336044,,1.8480607513482623,2.035799733428487,1.0564999285380343,1.296495156798867,2.640358166116092,1.340166225897485,1.4979804649965742,2.592836079661052
2.6925891334910217,1.481570612205002,1.2181372322831912,,1.508337101496041,1.889610440358498,1.057782711706663,1.8315094064737567,3.322263338023681,1.3518345913006742,1.2210671188098745,2.417922139754599
2.4028214414017084,1.4767581951768498,1.197686401032778,,1.5814449987695005,1.872344548535184,1.0590654948752916,1.6891178944468817,2.3486303016340626,1.3635029567038637,1.3835883804394855,2.5197982764204703
2.5123133897903305,1.4719457781486975,1.1772355697823649,,1.4213507023419152,1.877798679755728,1.06034827804392,1.8833769985142648,1.3191478740448108,1.1747143524715058,1.7845953900915854,2.525660965956855
1.272656072343351,1.4671333611205457,1.34867615036403,,1.5297554511060962,3.3632403556514507,1.0616310612125486,2.13919828531097,1.2753553936528126,1.180448483502094,1.9440489877132217,2.0946754815575366
1.2809462117145396,1.4623209440923932,1.5251060374109633,,1.9909789433878016,2.505988918529506,1.0629138443811772,2.065181549607237,1.7782261862835211,1.1861826145326824,1.513147728354321,1.9898937423890355
1.317443000399963,1.457508527064241,1.6326468078864391,,1.919964722488928,1.4428962369681273,1.0641966275498058,2.168622786099162,1.9315543812409184,1.1919167455632704,1.7998650444424311,1.8862758637156616
1.1510582955119837,1.452696110036089,1.112960322054304,,2.232631990649899,1.8703106404490195,1.0654794107184344,2.034502628676289,1.482762725058106,1.1976508765938587,1.5632348584776754,2.004119175841301
2.223526707480947,1.4478836930079364,1.902554432995864,,2.0331143709376995,1.551380737565359,1.066762193887063,2.257158813685507,1.3403941342883856,1.203385007624447,1.6068728628429003,2.3427986168173773
2.4574487290582905,1.443071275979784,1.3783322155819069,,2.159486487201145,3.565760300089822,1.0680449770556917,1.939382672638076,2.2542545148382804,1.2091191386550353,1.4174303235108558,1.4882673936602695
2.470336015633778,1.438258858951632,1.849443570500516,,2.1352866247772506,2.844905163829534,1.06932776022432,1.6703157290142048,3.1958318108408643,1.2148532696856231,1.602528853106241,1.957428194251207
