Energy_envelope_Peak,Energy_envelope_Peak.1,Energy_envelope_Peak.2,Energy_envelope_Peak.3,Energy_envelope_Peak.4,Energy_envelope_Peak.5,Energy_envelope_Peak.6,Energy_envelope_Peak.7,Energy_envelope_Peak.8,Energy_envelope_Peak.9,Energy_envelope_Peak.10,Energy_envelope_Peak
,,,,,,15500153.347288167,25313100.99937199,2113799.178799765,10412428.231845334,,
,,,,,,46671351.42004191,28316954.192256328,3610664.557861425,12070140.835063543,,
,,,,,,14034211.371060183,27756969.86728618,2344540.35746508,3478770.249855375,,
,,,,,,21800280.28941685,29344758.806033354,1648055.965291296,23762980.47210409,,
,,,,,,13832245.0058467,26874257.38507021,621001.5547444699,21212117.69350319,,
,,,,,,46900128.68660882,29035816.167499755,462024.4506686294,12507080.175508782,,
,,,,,,1580469.7720886844,33940675.67127593,2885654.229355467,9867909.154179322,,
,,,,,,1463800.1782354852,28240111.20834997,2065951.1240089096,10924307.486095125,,
,,,,,,64055479.44997039,31616515.48661273,2509935.8277305183,9288929.07173364,,
,,,,,,1088297.7057928487,28350911.46005972,2288035.721643975,9880125.524523182,,
,,,,,,588013.0439449113,30608461.694909222,2256692.154555116,9648398.10150228,,
,,,,,,2007913.1517500707,33100103.264991265,2016255.6691778528,9615412.400858795,,
,,,,,,24003143.218386523,32100234.86717939,3138837.354795445,7933188.581727306,,
,,,,,,2017416.42290576,31636232.713133007,1950018.8004821404,4079300.4890283616,,
,,,,,,33608204.9704792,34643096.717109695,2022668.057342624,10159437.38437549,,
,,,,,,26001327.90231866,32929416.30121027,1800459.686880049,10192851.07667693,,
,,,,,,13347906.645361038,30800272.415411744,87100126.15865195,11044557.793280369,,
,,,,,,23822946.83578908,31515266.72447705,976073.3432373906,26419513.327679303,,
,,,,,,415960.4168168492,32753784.26074159,1692051.1605491466,9504029.76837185,,
,,,,,,38273300.690114506,34013779.28417506,1707064.1377589211,9453654.898470655,,
,,,,,,57150375.37104332,31123728.22094905,1492599.5099503207,17123440.735078268,,
,,,,,,3457595.8495282102,38301987.7474121,944254.3530309722,12922169.96399171,,
,,,,,,60600687.7289827,30809572.33853884,1670120.72279851,12397620.043232957,,
,,,,,,55406178.95860359,29421505.95629348,1112911.3049858564,10074024.907182513,,
,,,,,,28149221.52703325,30351262.286028035,1830478.429560533,28858043.99724637,,
,,,,,,42149145.21232309,26101653.38660739,1830018.0428725053,11573396.136673065,,
,,,,,,38700282.309516,32591268.9143687,1030177.0163621792,17390945.015536543,,
,,,,,,812619.2909606799,26561235.8957628,1320018.8416177924,18289496.220566925,,
,,,,,,48001491.03434812,30683281.379855208,397648.0025380837,9770712.489818737,,
,,,,,,80774499.93747076,30724045.952889483,476675.38626307534,11141548.282384446,,
,,,,,,172013941.16352704,30404505.82423017,470671.62015862094,11448274.96764209,,
,,,,,,200000035.70490885,29269044.299100973,500522.76729759737,20188639.36884381,,
,,,,,,16000436.51141149,33430287.4458191,431625.11247893376,12024362.618476594,,
,,,,,,78200407.39308894,34915777.43940785,670000.524747647,15795824.801352017,,
,,,,,,23303897.476684548,32688085.93357405,473991.6013368917,20734820.73121494,,
,,,,,,834106.2058079123,34852365.994797006,1398122.7125705704,11503181.1653942,,
,,,,,,17610682.56193016,33169629.887777027,1550488.9076976832,13546686.803911489,,
,,,,,,1473160.3835362094,32945364.68509643,1200019.21350841,15533341.869858488,,
,,,,,,1605086.269807864,38614201.95680035,636082.1111219329,12878547.9842092,,
,,,,,,1547303.0455122166,36462396.52518686,2500615.236099779,13541122.58329127,,
,,,,,,2346898.241704342,34946635.88001353,653284.8129053524,18702577.55971864,,
,,,,,,3295691.490650668,34800094.57126303,664384.4591941675,13784682.301322851,,
,,,,,,5802861.737489679,35741528.627260506,1680692.538436053,15027912.087945355,,
,,,,,,4170627.716253243,35708180.60129964,1780000.8938547634,11392943.3740586,,
,,,,,,2538393.695016807,37633181.806838736,2591166.144206696,9031247.28660236,,
,,,,,,4497845.475291594,40555461.665459566,2631214.527778414,19639822.86891244,,
,,,,,,26950989.117589828,38600061.58082325,476604.2589650879,30997903.236786835,,
,,,,,,12852793.13483911,34851797.10042154,1116656.590836885,25108322.4132076,,
,,,,,,3878298.328171905,39448016.08786601,1152146.1414321244,20147725.790155496,,
,,,,,,20301925.28127434,45025445.79587244,2961436.7648201296,10112881.95003237,,
,,,,,,18503319.01109828,37789782.62920352,345445.5136241519,13922534.345300196,,
,,,,,,2357815.0812658435,36812746.94031081,820699.06718954,12106833.107288709,,
,,,,,,4430017.191858895,37102976.13823615,1087318.2391443842,17557790.833599996,,
,,,,,,21611151.77633993,41962941.167176016,19501068.04987711,13672390.088488102,,
,,,,,,1187433.5935033658,38789979.36780182,1071482.965434534,11486734.478163032,,
,,,,,,19205911.297017194,35642055.16752255,1488181.5716256355,12904492.56494196,,
,,,,,,2846225.1528155394,39992454.76893834,1774396.771803387,11330739.421707554,,
,,,,,,1124431.114258497,35407851.19807924,2317055.2029368663,26745587.5069206,,
,,,,,,24467831.122353867,38165475.10957626,2210540.09643461,21945710.47805944,,
,,,,,,2361234.520027138,37596936.15760952,1845864.620821968,11689035.549329309,,
,,,,,,16602178.28787258,35735094.58052998,994377.2457253044,12003386.289906405,,
,,,,,,1068158.6651426568,40896407.50787871,1208641.069826726,11896180.337259987,,
,,,,,,670047.5045706375,35158826.63363679,38004223.79900947,11581553.013661934,,
,,,,,,841100.4895373923,35322289.66173226,1382354.2205248014,11797482.91835023,,
,,,,,,19168800.670446616,40631579.26369265,1383121.7810101872,141008639.20732942,,
,,,,,,16400612.190505669,39328541.52512013,1199779.5213921054,11000908.4770985,,
,,,,,,18101537.06990958,37085955.04705706,1172546.5220475132,11483252.713627744,,
,,,,,,15200091.024567556,34148719.64844315,1888587.6238959744,11354636.63282537,,
,,,,,,902012.7324154384,39692842.40003069,1551540.107336364,10932409.74578309,,
,,,,,,1128243.7219824467,37001484.82640945,1627679.2162617887,10601844.47299864,,
,,,,,,22176055.23026052,43560235.08176397,2352268.681935469,21112868.77159376,,
,,,,,,10100347.72249882,38921150.56951245,3361396.3845387674,20760340.685757857,,
,,,,,,1024639.620175735,43829777.65507873,2753703.976574419,14478525.66014671,,
,,,,,,2001997.7494036355,40605396.16539597,2902459.865356431,13186967.645641008,,
,,,,,,1059083.648808443,44815307.86463387,2772903.887852573,18800773.06438465,,
,,,,,,1588071.4312940347,40616267.93001306,2927796.307304588,14050873.978610257,,
,,,,,,1138799.4833531908,39036671.317810886,2269840.504944412,13704756.619001098,,
,,,,,,1282224.880215579,47000514.99174412,2332589.904201825,20036177.072053988,,
,,,,,,1369986.4114363205,43038625.24687053,3644180.545080145,13226602.33837768,,
,,,,,,1530535.4042275618,45105210.85033023,2464356.739615289,11751879.993666478,,
,,,,,,1852856.00941698,45085715.89751632,2161817.455816945,11299592.161321323,,
,,,,,,1830512.6057656968,43468061.66109104,2358531.934663442,11566068.106674582,,
,,,,,,9309669.859147104,40504635.23326943,2230045.323560744,10170169.94454712,,
,,,,,,14188280.534956705,43024365.51150174,2721783.3167946693,10297109.085742548,,
,,,,,,3062699.0345549327,38301122.06716501,2761440.1195107074,10124415.419129508,,
,,,,,,5726850.808939504,40265159.86331429,2286927.481546994,10666535.334486805,,
,,,,,,3170635.0497662337,35437768.66714403,1837210.698134811,10456839.267323855,,
,,,,,,3058828.00285348,36118946.17426827,2188099.5956153283,11263495.9766701,,
,,,,,,51924430.65940552,34858540.478434935,2144675.5571431764,10897890.52966286,,
,,,,,,5630247.523496998,41795730.57379892,2114501.3873313493,10235180.62223395,,
,,,,,,44212087.67024079,36928024.90606389,2999623.209739168,11758571.209655434,,
,,,,,,2061672.9068118,34875102.6138701,1866937.6093481523,10314852.584138926,,
,,,,,,2199671.7586043472,42602657.48970838,1859038.5565225584,12053407.285127724,,
,,,,,,2169919.300591845,38181817.07191208,2674810.24448807,12181124.32972122,,
,,,,,,3733927.859143784,38312509.36853509,2334348.217119232,11301626.675266013,,
,,,,,,2392028.43405689,35256596.2597836,2328705.8830743274,11535275.140795665,,
,,,,,,2192900.087113305,37124462.408941165,2184662.707369009,8649420.780974096,,
,,,,,,2472759.791890466,37667600.10667224,106037144.7793184,12622100.147252696,,
,,,,,,2398940.552578405,41339085.265157565,53001053.11836145,10372900.839874752,,
,,,,,,2419211.7187350523,41029171.12103188,2571579.972219304,12036023.021190356,,
,,,,,,2316621.9370599976,39139349.26806899,2047979.684523333,10458461.100670535,,
,,,,,,2026937.8258175428,30785327.822619133,24391111.168571614,13000024.381921206,,
,,,,,,2425022.6659415625,32656464.50052721,134311800.55627683,17228061.503945474,,
,,,,,,2339585.20167104,39941800.73721842,49302816.151390925,10656515.681327203,,
,,,,,,20808203.797003016,31869328.78180452,89100464.52891104,11030798.381842546,,
,,,,,,3476013.081124101,38113318.61757925,40100531.69084247,11887120.07666947,,
,,,,,,21955022.07206145,40710346.70344749,40102194.59967636,9607638.915364765,,
,,,,,,2647349.576136895,33405629.30036464,12012530.054509658,14662473.448924895,,
,,,,,,2633990.2897524964,39968150.6322863,,10130577.104439585,,
,,,,,,2502937.298566987,38821169.79424141,,10145075.000093684,,
,,,,,,2877730.330846414,37551989.16880597,,9944082.442726033,,
,,,,,,2575453.9737568595,32218094.695570443,,15839292.922454456,,
,,,,,,2544421.6623154976,43177286.06081163,,19267809.472284257,,
,,,,,,2550020.243515567,31894775.388611168,,15673825.15475031,,
,,,,,,3676084.05327946,35605152.57316314,,9170220.478691336,,
,,,,,,3959724.795984838,39776564.21243453,,12599771.523974774,,
,,,,,,16700103.637670165,44409955.01715837,,11199243.280273454,,
,,,,,,3596188.7380702,35827128.110232934,,9670864.88111606,,
,,,,,,3944113.8940312336,32821820.52726675,,8146596.6184417885,,
,,,,,,3131725.114635804,37784848.73840302,,10869539.893098962,,
,,,,,,2768972.9518901687,43130415.36885089,,7336867.127656883,,
,,,,,,14689368.711137896,36470833.72906536,,17216903.318160344,,
,,,,,,5257668.809818802,34200346.553010546,,26944333.55228028,,
,,,,,,10475668.02841026,38598878.858950734,,23059734.55786616,,
,,,,,,2318649.740360896,35167884.60317053,,9650032.482234867,,
,,,,,,21689857.738749128,34370744.102021046,,26200285.19798566,,
,,,,,,12026954.925659958,35844899.322627336,,23838286.720471315,,
,,,,,,15511916.277825732,36463615.39598661,,26101968.855470862,,
,,,,,,2171856.7715417724,36245712.6910805,,22301383.538196106,,
,,,,,,7772931.239016036,31307563.19091072,,7794109.879334778,,
,,,,,,7552523.85268802,36612359.41638199,,10113624.955976073,,
,,,,,,6410779.137274685,35201533.09832155,,29101087.34596773,,
,,,,,,10520636.061737278,31579515.07746178,,13621002.454633888,,
,,,,,,7171254.881162721,34658713.94283622,,13007515.618357528,,
,,,,,,3222945.6033097124,29951678.961077694,,27439916.629662875,,
,,,,,,15297480.233142007,32800816.54971857,,9063157.578994146,,
,,,,,,8490376.882281026,34977747.951689936,,14788124.157943243,,
,,,,,,9646914.03708695,35003265.38367138,,17223395.723170802,,
,,,,,,11511382.35563886,36583088.46459836,,8080006.945325816,,
,,,,,,14610997.295655724,37792436.43481295,,10052344.095515722,,
,,,,,,16020176.98663984,34154948.24989666,,13009006.63399981,,
,,,,,,11922763.60210468,34543523.30460808,,20807656.4683146,,
,,,,,,8642522.351056812,38541632.271587,,7842945.027188675,,
,,,,,,5295666.204350676,35025568.16694745,,25642622.40807567,,
,,,,,,11035371.339559045,36074200.354429096,,7931734.924419864,,
,,,,,,13596353.575875895,36177839.07306123,,8857766.941263644,,
,,,,,,14115940.05915668,22102550.98295079,,10103647.834268589,,
,,,,,,40800005.02581483,23066847.18717897,,28109134.87225282,,
,,,,,,16102863.396433286,29912430.46715201,,15500725.822342524,,
,,,,,,11805992.17740754,31302304.00798913,,8619532.140348807,,
,,,,,,18010770.07902536,40280675.1256993,,11992033.684134748,,
,,,,,,26014808.513394333,32836367.860248458,,28401677.512511507,,
,,,,,,12400382.458406752,29311843.93447777,,8996207.714602733,,
,,,,,,20808209.24076724,31562063.30156828,,30907950.891763207,,
,,,,,,19632011.03758728,32996909.08361401,,8783147.752347656,,
,,,,,,27113654.86445441,36286179.89193786,,16400645.723782543,,
,,,,,,9688355.388524711,38015153.729874745,,18401144.54710976,,
,,,,,,34233832.09621996,28560885.56847713,,20410248.756303374,,
,,,,,,10633464.621694356,34969495.41789574,,24800330.80521993,,
,,,,,,32381881.16277617,39055771.211101234,,34100709.373362035,,
,,,,,,7980869.136761166,38167138.48885096,,19455914.03866412,,
,,,,,,57758757.01059914,33509328.60899393,,21311508.22749725,,
,,,,,,15105891.33092164,31277891.436282687,,24822212.73580281,,
,,,,,,15006950.75007112,40964762.64587375,,23000962.72852154,,
,,,,,,15345806.765428174,38677505.16992198,,30609249.2100428,,
,,,,,,11290072.027134247,33107633.94401858,,36403030.13609159,,
,,,,,,21306352.287952945,34069639.03564312,,17735222.67663976,,
,,,,,,14601103.137364484,29073345.86379528,,52001239.99491096,,
,,,,,,9625106.4947391,37111902.7565497,,19972404.48565706,,
,,,,,,8313600.778034898,29410039.516075253,,14152998.398643158,,
,,,,,,14800320.455924489,35636989.1654414,,9734631.064650744,,
,,,,,,10139818.718164278,35597982.19020994,,8819051.649415677,,
,,,,,,10637099.319312532,28718957.88069392,,7926935.866881631,,
,,,,,,16924011.49893723,28766745.05645355,,8796873.495678179,,
,,,,,,38881996.229001984,33139143.719497018,,23319538.48792381,,
,,,,,,46364750.23044504,32183017.05608757,,12902419.83034927,,
,,,,,,41094897.44778185,27458572.86874689,,9815056.54498974,,
,,,,,,17512913.02148798,35707123.31074725,,8579727.595432784,,
,,,,,,10711004.496935392,30961226.688990764,,9014991.96882545,,
,,,,,,3612149.235887278,28588407.801872693,,8599060.787182596,,
,,,,,,2636889.778202505,31965458.304415133,,9334945.126146326,,
,,,,,,2650253.2035840293,39676943.85832017,,9086710.982198007,,
,,,,,,2775217.8086185264,38327650.0490157,,11762930.580992429,,
,,,,,,2369571.363056962,37774393.1774323,,8057850.654610345,,
,,,,,,2053857.637254692,36614179.47606824,,4659684.934121315,,
,,,,,,1986159.47451543,67905403.32415663,,4473742.913103259,,
,,,,,,2813169.456426924,41885975.13931626,,8595155.052326966,,
,,,,,,3931973.334386008,43213989.49734472,,7636316.432753309,,
,,,,,,10361750.356011912,39101922.73759436,,2939910.144883177,,
,,,,,,2361305.318976834,66748854.93119062,,2781581.649797505,,
,,,,,,12405884.506555818,42209553.04013084,,2349345.0959379068,,
,,,,,,32900015.40540144,70833790.85140032,,2358602.6523610223,,
,,,,,,18135538.102036383,44689824.93270332,,2302928.3638858264,,
,,,,,,24565400.88900356,43264411.27240823,,8951072.235278986,,
,,,,,,21200085.859947626,33947779.21636784,,3091321.479486754,,
,,,,,,48800753.95249797,56248329.66302854,,2229462.356323324,,
,,,,,,11255897.57949708,71424521.82227157,,4994307.49692681,,
,,,,,,16302710.153378064,42117903.81668863,,2335914.084019045,,
,,,,,,18700659.95501709,31854100.27225751,,5256251.975372386,,
,,,,,,7167742.423690052,70083453.99699166,,2235303.288940427,,
,,,,,,7757795.755009539,33951345.034389675,,2151113.2225374915,,
,,,,,,14457425.234648524,67758246.49025501,,2921061.36978483,,
,,,,,,8827322.9416989,55116241.715234734,,1892795.901383982,,
,,,,,,9120008.506646045,29082393.45535057,,2139297.789594565,,
,,,,,,19020520.141196407,41441499.08601543,,2797222.4794581123,,
,,,,,,23000000.17930832,61595097.31568819,,2996872.638080705,,
,,,,,,12408438.642881587,57577611.16234186,,5022166.877326497,,
,,,,,,12614615.738031244,67685752.59867609,,3700606.860367886,,
,,,,,,9811255.01370051,44582426.23216569,,4358411.783521423,,
,,,,,,29632475.2245812,69636795.6063331,,1816303.0728828392,,
,,,,,,13773286.305910522,31740187.29738969,,2298852.8484372664,,
,,,,,,10655307.512730882,41086138.674326725,,4945723.338212964,,
,,,,,,11576603.695973804,40602764.38320827,,2614738.369171291,,
,,,,,,8922632.031516835,36346320.72010236,,1925336.7106193367,,
,,,,,,8424698.837250171,45345324.803712346,,1701823.2336511605,,
,,,,,,22703914.40454497,67899055.58131737,,1861719.3977598664,,
,,,,,,13909436.696449788,31271509.0812359,,1632368.3340758034,,
,,,,,,14083588.931791203,71075464.71560141,,2000701.734233148,,
,,,,,,13341263.391883723,34731099.43930698,,1662334.7555856183,,
,,,,,,10993533.111372944,73838094.00767085,,1656281.1257184504,,
,,,,,,11574490.769407624,40652029.718107045,,1924497.9933346547,,
,,,,,,14300226.921822157,31083606.57129033,,1389340.9882273346,,
,,,,,,14810599.735627623,38431722.633477576,,1414103.975387999,,
,,,,,,19985030.559407327,42180416.86678912,,1629587.77120238,,
,,,,,,27736573.0015116,39440029.52352178,,1506153.68561698,,
,,,,,,13800789.9439034,33731673.81950285,,1734667.40289194,,
,,,,,,2655725.13668125,31609195.13514867,,3019764.257886793,,
,,,,,,18112536.115602154,57611235.27994894,,5497627.07953534,,
,,,,,,15464839.517174829,31727946.159817804,,9233194.318958318,,
,,,,,,14802945.025747968,31604827.998055983,,2621748.382996898,,
,,,,,,12336001.566924475,40435554.345873214,,2445191.697061253,,
,,,,,,31176976.607901145,40265350.28803281,,2724672.9972034004,,
,,,,,,25916714.60786006,34131051.09245104,,14532680.873592855,,
,,,,,,18706712.923714858,30599196.491000924,,3423766.627114333,,
,,,,,,40100553.63043153,41269034.557567,,1204618.7940096348,,
,,,,,,34800363.13294204,43573063.02206453,,8573093.508359088,,
,,,,,,30230623.723752983,50666548.90895175,,2687221.018824913,,
,,,,,,25406377.819927737,48865644.28418036,,3027199.3941613976,,
,,,,,,30623123.65363352,50991552.81796956,,3200930.7530730283,,
,,,,,,34900010.69160874,33763178.04412347,,1171959.6646954278,,
,,,,,,31407422.086199693,32321122.886612352,,7577925.199279422,,
,,,,,,20553464.05918894,35202648.52174181,,5535847.426131309,,
,,,,,,22643204.49197604,40518716.94401623,,6497394.172563628,,
,,,,,,21846007.922385976,55500999.10996736,,9494714.727991588,,
,,,,,,17722390.494426418,32145563.32521465,,9263890.6251692,,
,,,,,,28802982.456361465,53828651.40109214,,7101926.816403683,,
,,,,,,24506416.065134864,54161948.61288656,,8953598.606736017,,
,,,,,,30009440.425026894,53469956.12451696,,13400369.210733589,,
,,,,,,26400337.55716458,44565820.485467575,,3448470.637575728,,
,,,,,,36225637.07460141,32742232.493337907,,10127634.739118172,,
,,,,,,37130190.67950492,39204364.70233411,,8740494.231561504,,
,,,,,,33376369.79771824,37942218.14121096,,7990361.851472923,,
,,,,,,29656096.957725536,36886354.40933746,,5840197.654381866,,
,,,,,,29313526.027173582,37205727.59042924,,12416889.28504325,,
,,,,,,38512279.355042994,38318741.549123295,,72401985.73191856,,
,,,,,,41358894.02861932,36701284.043663,,1159292.1175661967,,
,,,,,,38140737.922340274,38629524.93149595,,2888910.9436395084,,
,,,,,,35347530.5492967,50255471.85848124,,1582489.490679075,,
,,,,,,32568910.944525182,52605297.8365727,,4114621.295287728,,
,,,,,,35193780.53976118,66515286.6153598,,11518848.824074926,,
,,,,,,33725361.87435383,39821386.36960076,,5031595.391534018,,
,,,,,,33838464.316129446,41103888.77115659,,3968130.0148776346,,
,,,,,,38803423.41693993,37184072.54845271,,4320376.865035522,,
,,,,,,35147227.903084606,37205092.71208027,,12018658.501662085,,
,,,,,,36117663.822060384,37192300.02272968,,2733318.072097153,,
,,,,,,34217388.47589863,37935529.833950594,,3041830.3300765683,,
,,,,,,36513991.35741826,40432798.94763214,,3999017.024947757,,
,,,,,,40802995.951671004,40257071.326951295,,3966281.3674750975,,
,,,,,,38076521.45230454,36826590.49800431,,4300309.176737481,,
,,,,,,31680798.873291902,38924252.09498694,,2806525.343321253,,
,,,,,,33442288.086694293,45011009.50518744,,3633703.8620717,,
,,,,,,32751312.846684955,58953065.35490492,,3025557.513930749,,
,,,,,,44971284.958143696,43537528.25670188,,1713289.394079374,,
,,,,,,30412289.90999908,39164099.61237788,,1333326.395594859,,
,,,,,,30129028.944493487,41742467.6702129,,3437921.349149557,,
,,,,,,33242146.18173896,42660788.23640791,,1182854.3479620467,,
,,,,,,37653544.1120534,41702321.40277384,,1174190.1330043902,,
,,,,,,35354077.98300514,38109187.74341082,,12604011.851441884,,
,,,,,,34446654.307582326,34282397.84545778,,13007812.841527384,,
,,,,,,33108522.83429309,33672374.57099077,,4227851.434485502,,
,,,,,,38455619.89172657,37191795.73120618,,4118856.030416671,,
,,,,,,31386696.629180115,36718075.44802792,,4004634.956695496,,
,,,,,,35407241.04617538,34603105.54675873,,4101467.551034554,,
,,,,,,37740814.150648445,35271173.94438028,,3876895.0486773606,,
,,,,,,115108683.62919515,34929590.344449654,,10103338.221888226,,
,,,,,,86697414.70244668,33892239.79537577,,14000839.55011595,,
,,,,,,70720891.39114861,40364677.445128985,,20200141.144576635,,
,,,,,,39352447.98843733,34806093.84307066,,17478483.801253986,,
,,,,,,26888196.47546389,37009128.762219824,,13616437.425681217,,
,,,,,,23301163.06394414,34502433.0630621,,16175738.063438086,,
,,,,,,24701748.16366737,43534378.94379093,,5711171.11859904,,
,,,,,,27740495.82619929,36375296.87033708,,18310354.56405944,,
,,,,,,21444123.283532176,40069746.98646136,,5678343.620340421,,
,,,,,,13968485.552263623,40665969.22321395,,9191427.959342614,,
,,,,,,18103879.16475292,37608137.62099591,,7800347.864908393,,
,,,,,,13329264.778799253,38513931.14676726,,3596778.8524625725,,
,,,,,,22425803.55772593,36008996.57002891,,10500101.108720671,,
,,,,,,22419445.83813605,38998561.31705015,,7543248.706828692,,
,,,,,,15340226.063730717,43569432.078277685,,17500098.79382179,,
,,,,,,24217049.83439876,42176531.89108928,,5229767.307709679,,
,,,,,,21524200.07980369,35113890.04673866,,6860264.1588935815,,
,,,,,,13017744.479290107,39507406.83821279,,6022946.464831908,,
,,,,,,25210207.220566034,39152324.72291596,,5116560.754282847,,
,,,,,,14143376.688349277,39046130.14167027,,5395049.660586949,,
,,,,,,27008632.38511012,47834240.91985137,,4131410.215340908,,
,,,,,,112005519.05370462,41348986.04929629,,6207560.512096308,,
,,,,,,35259788.72584611,39042518.4007859,,6054504.484430195,,
,,,,,,19514191.703722075,74242208.88321173,,19202048.52941501,,
,,,,,,19542800.839004744,39055387.49931639,,5934700.484961753,,
,,,,,,33595689.88649787,45950181.69598845,,5440919.923640726,,
,,,,,,23350639.26217684,42653300.60880364,,2948270.631241828,,
,,,,,,22926000.98908467,37829539.06272239,,4004843.754681973,,
,,,,,,29917794.63273125,41236753.91927985,,18002072.95814088,,
,,,,,,18207602.500311088,49715690.54811033,,5986280.413481653,,
,,,,,,23629528.74396997,49646003.54859667,,6948699.863592065,,
,,,,,,31189618.35383746,51720429.19413976,,3040973.105246886,,
,,,,,,10178355.877094794,40361401.30366474,,4713502.966455598,,
,,,,,,9122452.066461597,50258581.61105039,,11701430.435959611,,
,,,,,,7923091.6813864,54168928.43253871,,5094399.501063115,,
,,,,,,22190028.00799264,43821603.38151252,,4556968.335169311,,
,,,,,,15712834.955080915,75535007.77484357,,2715419.9894390674,,
,,,,,,22815377.690675512,77314474.35481922,,2821268.3585021794,,
,,,,,,14966135.757946532,43334328.42025732,,5041391.091572258,,
,,,,,,26604302.091733243,42068477.02732036,,106004943.9398118,,
,,,,,,9975592.961784637,44444066.80248795,,3738478.850468356,,
,,,,,,17606469.917565342,40266621.83356779,,5767838.085951286,,
,,,,,,14526066.216869438,63673872.91417427,,7003789.828746708,,
,,,,,,15735239.822640035,41200652.00763374,,6320139.9227658855,,
,,,,,,17375975.065318197,39166584.621490136,,6488457.048814282,,
,,,,,,2909659.929120939,43033275.16838578,,4320402.735520816,,
,,,,,,21604060.677717365,41806782.33275462,,4310703.086672271,,
,,,,,,9701732.239223571,76212078.74597864,,4017985.0128744175,,
,,,,,,43604810.32385357,67459909.02285326,,5122816.297524591,,
,,,,,,22042218.58728241,63506286.68356659,,4471326.208450418,,
,,,,,,27418902.62433544,66847195.50846629,,3025829.316687722,,
,,,,,,32740488.35770346,69226406.19229561,,3300739.809789802,,
,,,,,,4864590.366968637,68838735.09961937,,4617091.006628833,,
,,,,,,21906478.24183516,61133510.01416832,,4877615.40950764,,
,,,,,,46907498.25620258,45179489.92841115,,5979476.446107869,,
,,,,,,15904388.346061008,42345837.0199568,,3276281.968142832,,
,,,,,,58300824.64321226,64512712.88427903,,2964773.595259929,,
,,,,,,25574282.557499617,37504565.754263446,,3214448.233762761,,
,,,,,,25212565.052150723,49676632.43256053,,3210311.0775084803,,
,,,,,,23279800.78727771,72355059.08270636,,3102407.9144750475,,
,,,,,,42409758.09291314,50078672.68230052,,3082145.5300804814,,
,,,,,,16483814.616014784,91269374.93997818,,3279097.848357044,,
,,,,,,27440601.51524678,44826855.56413987,,10905523.642963791,,
,,,,,,32602573.17952128,96779634.7526248,,5614665.49908767,,
,,,,,,17238606.9371196,99263613.04567105,,8406534.549350653,,
,,,,,,12413892.318411227,59788508.98414836,,8050118.148723213,,
,,,,,,23585169.67509878,39524774.47576932,,6958189.593269241,,
,,,,,,20503278.256573632,58978717.14109106,,13886328.977328729,,
,,,,,,8777088.806701906,42047791.06425813,,9283668.57276082,,
,,,,,,22006311.98576381,30696004.987106707,,6554573.013566125,,
,,,,,,29800871.951640204,47445242.29944539,,9501886.791760037,,
,,,,,,121002589.13750003,30388003.54269029,,5945311.673161428,,
,,,,,,6319026.376791533,42804826.68047945,,8469338.58956985,,
,,,,,,10150535.47234562,32459160.035233203,,6647405.136613401,,
,,,,,,9843314.639179802,57185010.94916489,,12654618.70728096,,
,,,,,,3463743.305686116,55040350.20306367,,5673788.374495503,,
,,,,,,9330010.68002054,58516073.11078559,,5168131.239742214,,
,,,,,,11500573.47129574,42664416.539382696,,7307262.548688896,,
,,,,,,111004021.9699966,59769675.2913198,,7820400.9543565875,,
,,,,,,7450722.841795356,57218051.258861214,,7145933.432487069,,
,,,,,,11022203.712983754,51636016.59602728,,5978551.78625911,,
,,,,,,5612756.926871253,34433454.38957389,,15900984.922965888,,
,,,,,,17300001.032838248,45849021.33524207,,5504675.349705748,,
,,,,,,20602524.190017745,40428341.21225002,,5653334.105457036,,
,,,,,,4595471.947656837,77684436.34975432,,8210358.136702448,,
,,,,,,17500007.803277697,69916579.02621986,,7187267.954168091,,
,,,,,,4700345.425339314,47478728.94416821,,5791165.425843551,,
,,,,,,5030487.943206988,53800271.6577842,,6904259.716299351,,
,,,,,,7219516.235684149,54806757.54464005,,9541810.939683449,,
,,,,,,2060698.8929037813,55421843.48543663,,7035384.838090353,,
,,,,,,5443424.850608048,45946043.97892379,,7416489.967476764,,
,,,,,,34602131.7734681,82154921.17279564,,9670455.360049527,,
,,,,,,6175461.854408766,50371263.14461672,,8676476.915249664,,
,,,,,,4385477.6450125575,41646019.33722957,,25116897.56325717,,
,,,,,,4351427.987375358,46608958.03552569,,7223404.025442856,,
,,,,,,6142859.41085603,81332112.01083082,,8261283.192893435,,
,,,,,,4879725.782547887,63902865.19805288,,8190569.3838570705,,
,,,,,,7571876.589104687,116793480.4517983,,7649106.552200657,,
,,,,,,6103189.594472555,120329366.143251,,7762253.760784282,,
,,,,,,4817785.93100151,195057219.2416997,,7936940.647070512,,
,,,,,,602465.97740172,66802367.67449036,,7403299.946201889,,
,,,,,,5890202.288735941,61858905.55964438,,12500231.798575308,,
,,,,,,2172597.3186227926,107954432.57186836,,20412229.55220516,,
,,,,,,7991938.249877007,69280905.8103812,,7575778.063288646,,
,,,,,,3550003.568501156,85987538.32043126,,25706288.000416093,,
,,,,,,7500448.589431546,80461911.60386382,,12843138.449993197,,
,,,,,,4460606.754291872,62874772.30224008,,27200302.749011006,,
,,,,,,49915986.50054854,62744652.62445737,,18100127.94210128,,
,,,,,,12821235.92830793,71802176.12415425,,7595017.592523914,,
